QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
SplittinghERG_F_Dataset_05006	False	1	0.46549	0.53451	0.0
SplittinghERG_F_Dataset_04622	False	1	0.34722	0.65278	0.0
SplittinghERG_F_Dataset_04338	True	1	0.35379	0.64621	0.0
SplittinghERG_F_Dataset_01437	True	1	0.31233	0.68767	0.0
SplittinghERG_F_Dataset_01233	False	1	0.3375	0.6625	0.0
SplittinghERG_F_Dataset_00185	False	1	0.37946	0.62054	0.0
SplittinghERG_F_Dataset_07087	False	0	0.56389	0.43611	0.0
SplittinghERG_F_Dataset_10680	False	0	0.71198	0.28802	0.0
SplittinghERG_F_Dataset_08271	True	0	0.5	0.5	0.0
SplittinghERG_F_Dataset_02992	True	1	0.40644	0.59356	0.0
SplittinghERG_F_Dataset_01297	True	0	0.59683	0.40317	0.0
SplittinghERG_F_Dataset_02614	True	1	0.29913	0.70087	0.0
SplittinghERG_F_Dataset_04288	False	1	0.46285	0.53715	0.0
SplittinghERG_F_Dataset_10044	True	1	0.4619	0.5381	0.0
SplittinghERG_F_Dataset_03946	True	1	0.32746	0.67254	0.0
SplittinghERG_F_Dataset_11172	False	0	0.55332	0.44668	0.0
SplittinghERG_F_Dataset_03912	True	1	0.46312	0.53688	0.0
SplittinghERG_F_Dataset_06567	True	1	0.47101	0.52899	0.0
SplittinghERG_F_Dataset_06671	True	1	0.4342	0.5658	0.0
SplittinghERG_F_Dataset_00381	False	1	0.18924	0.81076	0.0
SplittinghERG_F_Dataset_02910	True	0	0.67726	0.32274	0.0
SplittinghERG_F_Dataset_01155	True	0	0.63368	0.36632	0.0
SplittinghERG_F_Dataset_04889	False	0	0.59323	0.40677	0.0
SplittinghERG_F_Dataset_03752	True	1	0.48663	0.51337	0.0
SplittinghERG_F_Dataset_01728	True	0	0.57168	0.42832	0.0
SplittinghERG_F_Dataset_02495	False	0	0.50738	0.49262	0.0
SplittinghERG_F_Dataset_01253	False	1	0.20938	0.79062	0.0
SplittinghERG_F_Dataset_04156	True	0	0.51696	0.48304	0.0
SplittinghERG_F_Dataset_04676	False	1	0.30288	0.69712	0.0
SplittinghERG_F_Dataset_07981	True	1	0.08108	0.91892	0.0
SplittinghERG_F_Dataset_09068	True	1	0.39341	0.60659	0.0
SplittinghERG_F_Dataset_08317	False	1	0.44169	0.55831	0.0
SplittinghERG_F_Dataset_07782	False	0	0.67569	0.32431	0.0
SplittinghERG_F_Dataset_05257	True	0	0.62639	0.37361	0.0
SplittinghERG_F_Dataset_02191	True	1	0.29444	0.70556	0.0
SplittinghERG_F_Dataset_09171	True	1	0.47205	0.52795	0.0
SplittinghERG_F_Dataset_11127	False	0	0.68177	0.31823	0.0
SplittinghERG_F_Dataset_03325	True	1	0.49804	0.50196	0.0
SplittinghERG_F_Dataset_02919	True	0	0.5099	0.4901	0.0
SplittinghERG_F_Dataset_08464	False	0	0.63333	0.36667	0.0
SplittinghERG_F_Dataset_03833	True	1	0.44767	0.55233	0.0
SplittinghERG_F_Dataset_06499	True	0	0.5529	0.4471	0.0
SplittinghERG_F_Dataset_00530	False	1	0.44194	0.55806	0.0
SplittinghERG_F_Dataset_11391	True	1	0.26215	0.73785	0.0
SplittinghERG_F_Dataset_06849	False	1	0.39653	0.60347	0.0
SplittinghERG_F_Dataset_11452	True	1	0.44653	0.55347	0.0
SplittinghERG_F_Dataset_08668	True	1	0.32118	0.67882	0.0
SplittinghERG_F_Dataset_08332	True	1	0.23264	0.76736	0.0
SplittinghERG_F_Dataset_02826	False	0	0.53767	0.46233	0.0
SplittinghERG_F_Dataset_09845	False	1	0.42144	0.57856	0.0
SplittinghERG_F_Dataset_05149	False	0	0.72656	0.27344	0.0
SplittinghERG_F_Dataset_10634	True	1	0.4471	0.5529	0.0
SplittinghERG_F_Dataset_02753	True	1	0.47535	0.52465	0.0
SplittinghERG_F_Dataset_00144	True	1	0.4405	0.5595	0.0
SplittinghERG_F_Dataset_10733	False	0	0.70052	0.29948	0.0
SplittinghERG_F_Dataset_11298	True	0	0.5691	0.4309	0.0
SplittinghERG_F_Dataset_02540	True	1	0.42535	0.57465	0.0
SplittinghERG_F_Dataset_09988	True	0	0.55226	0.44774	0.0
SplittinghERG_F_Dataset_03238	True	0	0.57865	0.42135	0.0
SplittinghERG_F_Dataset_09968	True	0	0.53177	0.46823	0.0
SplittinghERG_F_Dataset_05025	True	1	0.20883	0.79117	0.0
SplittinghERG_F_Dataset_03290	False	1	0.35619	0.64381	0.0
SplittinghERG_F_Dataset_08700	True	1	0.49618	0.50382	0.0
SplittinghERG_F_Dataset_07107	False	0	0.51372	0.48628	0.0
SplittinghERG_F_Dataset_00788	True	1	0.488	0.512	0.0
SplittinghERG_F_Dataset_10259	True	0	0.51074	0.48926	0.0
SplittinghERG_F_Dataset_06209	True	0	0.67483	0.32517	0.0
SplittinghERG_F_Dataset_05950	True	0	0.5093	0.4907	0.0
SplittinghERG_F_Dataset_02030	True	1	0.43924	0.56076	0.0
SplittinghERG_F_Dataset_08511	False	1	0.44593	0.55407	0.0
SplittinghERG_F_Dataset_07584	True	1	0.3525	0.6475	0.0
SplittinghERG_F_Dataset_10857	False	0	0.68333	0.31667	0.0
SplittinghERG_F_Dataset_04329	False	0	0.50724	0.49276	0.0
SplittinghERG_F_Dataset_00431	True	0	0.65709	0.34291	0.0
SplittinghERG_F_Dataset_09679	False	1	0.44288	0.55712	0.0
SplittinghERG_F_Dataset_01780	True	1	0.44593	0.55407	0.0
SplittinghERG_F_Dataset_05550	True	1	0.47433	0.52567	0.0
SplittinghERG_F_Dataset_06757	True	0	0.58854	0.41146	0.0
SplittinghERG_F_Dataset_05273	True	1	0.45141	0.54859	0.0
SplittinghERG_F_Dataset_00349	True	1	0.1816	0.8184	0.0
SplittinghERG_F_Dataset_10618	False	1	0.45104	0.54896	0.0
SplittinghERG_F_Dataset_10193	True	0	0.63281	0.36719	0.0
SplittinghERG_F_Dataset_08127	False	1	0.42183	0.57817	0.0
SplittinghERG_F_Dataset_04483	True	1	0.43286	0.56714	0.0
SplittinghERG_F_Dataset_00981	True	1	0.41927	0.58073	0.0
SplittinghERG_F_Dataset_02312	False	1	0.47168	0.52832	0.0
SplittinghERG_F_Dataset_03617	True	1	0.48792	0.51208	0.0
SplittinghERG_F_Dataset_05863	True	1	0.40114	0.59886	0.0
SplittinghERG_F_Dataset_05173	False	1	0.4498	0.5502	0.0
SplittinghERG_F_Dataset_02588	True	0	0.51007	0.48993	0.0
SplittinghERG_F_Dataset_10671	True	1	0.36415	0.63585	0.0
SplittinghERG_F_Dataset_04614	True	0	0.51753	0.48247	0.0
SplittinghERG_F_Dataset_06447	False	0	0.55486	0.44514	0.0
SplittinghERG_F_Dataset_10468	False	0	0.51094	0.48906	0.0
SplittinghERG_F_Dataset_10443	True	1	0.44479	0.55521	0.0
SplittinghERG_F_Dataset_00916	True	1	0.30627	0.69373	0.0
SplittinghERG_F_Dataset_09137	True	1	0.34692	0.65308	0.0
SplittinghERG_F_Dataset_09502	False	1	0.2878	0.7122	0.0
SplittinghERG_F_Dataset_01616	True	1	0.48845	0.51155	0.0
SplittinghERG_F_Dataset_06165	True	1	0.44611	0.55389	0.0
SplittinghERG_F_Dataset_06485	False	1	0.47473	0.52527	0.0
SplittinghERG_F_Dataset_06387	False	1	0.40017	0.59983	0.0
SplittinghERG_F_Dataset_07286	False	1	0.35931	0.64069	0.0
SplittinghERG_F_Dataset_01833	False	0	0.68785	0.31215	0.0
SplittinghERG_F_Dataset_09807	False	1	0.25851	0.74149	0.0
SplittinghERG_F_Dataset_06956	True	0	0.5217	0.4783	0.0
SplittinghERG_F_Dataset_08444	True	1	0.42326	0.57674	0.0
SplittinghERG_F_Dataset_00782	False	1	0.43916	0.56084	0.0
SplittinghERG_F_Dataset_08067	True	1	0.43368	0.56632	0.0
SplittinghERG_F_Dataset_01156	False	1	0.3626	0.6374	0.0
SplittinghERG_F_Dataset_01536	False	0	0.52014	0.47986	0.0
SplittinghERG_F_Dataset_03773	False	1	0.42892	0.57108	0.0
SplittinghERG_F_Dataset_10287	True	1	0.44097	0.55903	0.0
SplittinghERG_F_Dataset_03429	True	0	0.79601	0.20399	0.0
SplittinghERG_F_Dataset_07953	True	1	0.39861	0.60139	0.0
SplittinghERG_F_Dataset_09572	False	1	0.47417	0.52583	0.0
SplittinghERG_F_Dataset_11020	True	0	0.52999	0.47001	0.0
SplittinghERG_F_Dataset_02401	True	0	0.74323	0.25677	0.0
SplittinghERG_F_Dataset_04716	False	1	0.37661	0.62339	0.0
SplittinghERG_F_Dataset_09683	False	1	0.43422	0.56578	0.0
SplittinghERG_F_Dataset_09711	True	0	0.58079	0.41921	0.0
SplittinghERG_F_Dataset_04618	True	0	0.73464	0.26536	0.0
SplittinghERG_F_Dataset_02152	False	1	0.45417	0.54583	0.0
SplittinghERG_F_Dataset_07889	True	1	0.31814	0.68186	0.0
SplittinghERG_F_Dataset_09821	True	1	0.37091	0.62909	0.0
SplittinghERG_F_Dataset_06850	True	1	0.39653	0.60347	0.0
SplittinghERG_F_Dataset_07724	False	1	0.17498	0.82502	0.0
SplittinghERG_F_Dataset_06743	True	1	0.40179	0.59821	0.0
SplittinghERG_F_Dataset_05493	True	1	0.40903	0.59097	0.0
SplittinghERG_F_Dataset_04860	False	1	0.37865	0.62135	0.0
SplittinghERG_F_Dataset_08510	True	1	0.44593	0.55407	0.0
SplittinghERG_F_Dataset_10179	True	1	0.37351	0.62649	0.0
SplittinghERG_F_Dataset_02620	True	1	0.4092	0.5908	0.0
SplittinghERG_F_Dataset_03487	False	1	0.43971	0.56029	0.0
SplittinghERG_F_Dataset_08034	True	0	0.53247	0.46753	0.0
SplittinghERG_F_Dataset_08670	True	0	0.54437	0.45563	0.0
SplittinghERG_F_Dataset_07791	False	0	0.56163	0.43837	0.0
SplittinghERG_F_Dataset_05500	True	1	0.3119	0.6881	0.0
SplittinghERG_F_Dataset_01731	False	0	0.73976	0.26024	0.0
SplittinghERG_F_Dataset_09177	True	0	0.52003	0.47997	0.0
SplittinghERG_F_Dataset_05719	True	0	0.58255	0.41745	0.0
SplittinghERG_F_Dataset_04789	False	1	0.4809	0.5191	0.0
SplittinghERG_F_Dataset_01870	True	1	0.2528	0.7472	0.0
SplittinghERG_F_Dataset_04696	False	1	0.40573	0.59427	0.0
SplittinghERG_F_Dataset_02211	True	0	0.77083	0.22917	0.0
SplittinghERG_F_Dataset_09868	True	1	0.47563	0.52437	0.0
SplittinghERG_F_Dataset_05489	False	0	0.53377	0.46623	0.0
SplittinghERG_F_Dataset_10168	True	1	0.37986	0.62014	0.0
SplittinghERG_F_Dataset_10240	False	1	0.4312	0.5688	0.0
SplittinghERG_F_Dataset_08796	False	0	0.59914	0.40086	0.0
SplittinghERG_F_Dataset_07484	True	1	0.45109	0.54891	0.0
SplittinghERG_F_Dataset_04215	True	1	0.48269	0.51731	0.0
SplittinghERG_F_Dataset_02107	False	1	0.44688	0.55312	0.0
SplittinghERG_F_Dataset_08425	True	1	0.49688	0.50312	0.0
SplittinghERG_F_Dataset_08881	True	1	0.47892	0.52108	0.0
SplittinghERG_F_Dataset_07080	False	1	0.44613	0.55387	0.0
SplittinghERG_F_Dataset_09958	True	0	0.67743	0.32257	0.0
SplittinghERG_F_Dataset_00567	True	0	0.51124	0.48876	0.0
SplittinghERG_F_Dataset_10398	True	0	0.83385	0.16615	0.0
SplittinghERG_F_Dataset_02367	True	1	0.26024	0.73976	0.0
SplittinghERG_F_Dataset_09025	True	1	0.13895	0.86105	0.0
SplittinghERG_F_Dataset_10170	True	1	0.32876	0.67124	0.0
SplittinghERG_F_Dataset_08494	True	1	0.24947	0.75053	0.0
SplittinghERG_F_Dataset_00440	True	1	0.3971	0.6029	0.0
SplittinghERG_F_Dataset_02018	True	1	0.47899	0.52101	0.0
SplittinghERG_F_Dataset_09869	False	1	0.47563	0.52437	0.0
SplittinghERG_F_Dataset_07307	False	0	0.69688	0.30313	0.0
SplittinghERG_F_Dataset_07363	False	0	0.52882	0.47118	0.0
SplittinghERG_F_Dataset_07923	True	0	0.53872	0.46128	0.0
SplittinghERG_F_Dataset_05171	True	1	0.27257	0.72743	0.0
SplittinghERG_F_Dataset_04457	False	1	0.25521	0.74479	0.0
SplittinghERG_F_Dataset_01224	True	1	0.33021	0.66979	0.0
SplittinghERG_F_Dataset_05441	False	0	0.52344	0.47656	0.0
SplittinghERG_F_Dataset_07396	True	1	0.47118	0.52882	0.0
SplittinghERG_F_Dataset_04219	True	1	0.391	0.609	0.0
SplittinghERG_F_Dataset_00036	True	1	0.45871	0.54129	0.0
SplittinghERG_F_Dataset_09698	True	1	0.28373	0.71627	0.0
SplittinghERG_F_Dataset_03411	True	1	0.46641	0.53359	0.0
SplittinghERG_F_Dataset_02249	True	1	0.43566	0.56434	0.0
SplittinghERG_F_Dataset_06162	False	0	0.50851	0.49149	0.0
SplittinghERG_F_Dataset_03314	False	0	0.6215	0.3785	0.0
SplittinghERG_F_Dataset_09292	False	0	0.56233	0.43767	0.0
SplittinghERG_F_Dataset_10609	True	0	0.56052	0.43948	0.0
SplittinghERG_F_Dataset_03088	False	0	0.67274	0.32726	0.0
SplittinghERG_F_Dataset_11591	False	1	0.37537	0.62463	0.0
SplittinghERG_F_Dataset_07322	False	1	0.37041	0.62959	0.0
SplittinghERG_F_Dataset_10063	True	0	0.67995	0.32005	0.0
SplittinghERG_F_Dataset_06844	True	1	0.43739	0.56261	0.0
SplittinghERG_F_Dataset_11256	True	1	0.36055	0.63945	0.0
SplittinghERG_F_Dataset_01360	False	0	0.68166	0.31834	0.0
SplittinghERG_F_Dataset_10275	False	1	0.38646	0.61354	0.0
SplittinghERG_F_Dataset_00486	False	1	0.4455	0.5545	0.0
SplittinghERG_F_Dataset_03370	True	0	0.53916	0.46084	0.0
SplittinghERG_F_Dataset_11254	False	1	0.24488	0.75512	0.0
SplittinghERG_F_Dataset_02879	False	1	0.49675	0.50325	0.0
SplittinghERG_F_Dataset_04315	True	0	0.55652	0.44348	0.0
SplittinghERG_F_Dataset_05003	True	1	0.41512	0.58488	0.0
SplittinghERG_F_Dataset_07932	True	1	0.37287	0.62713	0.0
SplittinghERG_F_Dataset_00637	False	1	0.35671	0.64329	0.0
SplittinghERG_F_Dataset_07660	True	1	0.49978	0.50022	0.0
SplittinghERG_F_Dataset_03035	True	0	0.57951	0.42049	0.0
SplittinghERG_F_Dataset_07865	True	1	0.19236	0.80764	0.0
SplittinghERG_F_Dataset_03065	True	1	0.39462	0.60538	0.0
SplittinghERG_F_Dataset_09371	False	1	0.4597	0.5403	0.0
SplittinghERG_F_Dataset_04982	True	1	0.37569	0.62431	0.0
SplittinghERG_F_Dataset_11677	True	0	0.55332	0.44668	0.0
SplittinghERG_F_Dataset_03501	False	1	0.38582	0.61418	0.0
SplittinghERG_F_Dataset_03399	False	0	0.58245	0.41755	0.0
SplittinghERG_F_Dataset_04026	True	1	0.48973	0.51027	0.0
SplittinghERG_F_Dataset_00167	False	0	0.51615	0.48385	0.0
SplittinghERG_F_Dataset_01915	True	0	0.58676	0.41324	0.0
SplittinghERG_F_Dataset_02714	True	0	0.51811	0.48189	0.0
SplittinghERG_F_Dataset_06440	False	0	0.5026	0.4974	0.0
SplittinghERG_F_Dataset_05817	False	1	0.37919	0.62081	0.0
SplittinghERG_F_Dataset_07931	True	1	0.37287	0.62713	0.0
SplittinghERG_F_Dataset_02638	True	0	0.63438	0.36562	0.0
SplittinghERG_F_Dataset_10765	False	0	0.59392	0.40608	0.0
SplittinghERG_F_Dataset_00801	True	1	0.48976	0.51024	0.0
SplittinghERG_F_Dataset_02138	True	1	0.28266	0.71734	0.0
SplittinghERG_F_Dataset_06784	False	1	0.28834	0.71166	0.0
SplittinghERG_F_Dataset_08628	True	1	0.44611	0.55389	0.0
SplittinghERG_F_Dataset_00742	True	1	0.3967	0.6033	0.0
SplittinghERG_F_Dataset_10869	True	1	0.36372	0.63628	0.0
SplittinghERG_F_Dataset_09615	True	1	0.38837	0.61163	0.0
SplittinghERG_F_Dataset_03851	True	0	0.72031	0.27969	0.0
SplittinghERG_F_Dataset_09700	False	1	0.49106	0.50894	0.0
SplittinghERG_F_Dataset_10948	True	1	0.24715	0.75285	0.0
SplittinghERG_F_Dataset_03963	True	1	0.4875	0.5125	0.0
SplittinghERG_F_Dataset_10482	True	0	0.50908	0.49092	0.0
SplittinghERG_F_Dataset_09713	False	1	0.23108	0.76892	0.0
SplittinghERG_F_Dataset_03753	True	1	0.30747	0.69253	0.0
SplittinghERG_F_Dataset_02478	True	1	0.45305	0.54695	0.0
SplittinghERG_F_Dataset_00715	True	1	0.45574	0.54426	0.0
SplittinghERG_F_Dataset_08699	True	0	0.74462	0.25538	0.0
SplittinghERG_F_Dataset_07471	False	0	0.56649	0.43351	0.0
SplittinghERG_F_Dataset_09438	True	1	0.49467	0.50533	0.0
SplittinghERG_F_Dataset_06605	True	1	0.47917	0.52083	0.0
SplittinghERG_F_Dataset_07637	True	0	0.52431	0.47569	0.0
SplittinghERG_F_Dataset_02089	True	0	0.57309	0.42691	0.0
SplittinghERG_F_Dataset_08122	True	1	0.23966	0.76034	0.0
SplittinghERG_F_Dataset_11197	False	1	0.44454	0.55546	0.0
SplittinghERG_F_Dataset_04553	True	1	0.21024	0.78976	0.0
SplittinghERG_F_Dataset_10199	False	1	0.48162	0.51838	0.0
SplittinghERG_F_Dataset_01834	False	1	0.43743	0.56257	0.0
SplittinghERG_F_Dataset_06730	False	0	0.54353	0.45647	0.0
SplittinghERG_F_Dataset_05920	False	1	0.48487	0.51513	0.0
SplittinghERG_F_Dataset_08541	False	0	0.71545	0.28455	0.0
SplittinghERG_F_Dataset_03620	False	0	0.6467	0.3533	0.0
SplittinghERG_F_Dataset_03014	False	1	0.33507	0.66493	0.0
SplittinghERG_F_Dataset_05123	False	0	0.54566	0.45434	0.0
SplittinghERG_F_Dataset_04279	True	1	0.46606	0.53394	0.0
SplittinghERG_F_Dataset_02485	False	1	0.4122	0.5878	0.0
SplittinghERG_F_Dataset_11275	False	1	0.4901	0.5099	0.0
SplittinghERG_F_Dataset_11562	True	1	0.37282	0.62718	0.0
SplittinghERG_F_Dataset_10564	True	1	0.49511	0.50489	0.0
SplittinghERG_F_Dataset_01886	True	1	0.37448	0.62552	0.0
SplittinghERG_F_Dataset_00023	True	1	0.4097	0.5903	0.0
SplittinghERG_F_Dataset_04060	False	1	0.40799	0.59201	0.0
SplittinghERG_F_Dataset_06081	True	1	0.49938	0.50062	0.0
SplittinghERG_F_Dataset_01309	True	1	0.40774	0.59226	0.0
SplittinghERG_F_Dataset_11181	False	1	0.37587	0.62413	0.0
SplittinghERG_F_Dataset_00789	True	1	0.488	0.512	0.0
SplittinghERG_F_Dataset_02870	False	0	0.57391	0.42609	0.0
SplittinghERG_F_Dataset_04467	True	1	0.32937	0.67063	0.0
SplittinghERG_F_Dataset_09327	True	1	0.47366	0.52634	0.0
SplittinghERG_F_Dataset_11158	True	1	0.385	0.615	0.0
SplittinghERG_F_Dataset_02514	False	1	0.30874	0.69126	0.0
SplittinghERG_F_Dataset_03488	False	1	0.43971	0.56029	0.0
SplittinghERG_F_Dataset_06120	True	1	0.46224	0.53776	0.0
SplittinghERG_F_Dataset_08237	True	1	0.39298	0.60702	0.0
SplittinghERG_F_Dataset_09993	True	1	0.42939	0.57061	0.0
SplittinghERG_F_Dataset_04344	True	1	0.44159	0.55841	0.0
SplittinghERG_F_Dataset_03002	False	0	0.69444	0.30556	0.0
SplittinghERG_F_Dataset_01957	False	1	0.42894	0.57106	0.0
SplittinghERG_F_Dataset_11179	False	1	0.37587	0.62413	0.0
SplittinghERG_F_Dataset_09387	False	1	0.45982	0.54018	0.0
SplittinghERG_F_Dataset_06537	True	1	0.43683	0.56317	0.0
SplittinghERG_F_Dataset_03128	True	0	0.67882	0.32118	0.0
SplittinghERG_F_Dataset_06105	False	0	0.55642	0.44358	0.0
SplittinghERG_F_Dataset_08809	True	1	0.35903	0.64097	0.0
SplittinghERG_F_Dataset_11212	True	1	0.40109	0.59891	0.0
SplittinghERG_F_Dataset_08348	False	1	0.4559	0.5441	0.0
SplittinghERG_F_Dataset_11639	True	1	0.22535	0.77465	0.0
SplittinghERG_F_Dataset_09247	False	1	0.42969	0.57031	0.0
SplittinghERG_F_Dataset_05286	False	0	0.73819	0.26181	0.0
SplittinghERG_F_Dataset_07928	True	0	0.52999	0.47001	0.0
SplittinghERG_F_Dataset_02948	True	0	0.51233	0.48767	0.0
SplittinghERG_F_Dataset_06706	True	0	0.69132	0.30868	0.0
SplittinghERG_F_Dataset_10033	True	0	0.5408	0.4592	0.0
SplittinghERG_F_Dataset_01226	True	1	0.28125	0.71875	0.0
SplittinghERG_F_Dataset_05861	False	0	0.56505	0.43495	0.0
SplittinghERG_F_Dataset_02954	True	1	0.47901	0.52099	0.0
SplittinghERG_F_Dataset_03954	True	1	0.42364	0.57636	0.0
SplittinghERG_F_Dataset_03207	False	0	0.62205	0.37795	0.0
SplittinghERG_F_Dataset_03422	False	1	0.27093	0.72907	0.0
SplittinghERG_F_Dataset_07412	False	0	0.78194	0.21806	0.0
SplittinghERG_F_Dataset_01310	True	0	0.5066	0.4934	0.0
SplittinghERG_F_Dataset_04320	False	1	0.44767	0.55233	0.0
SplittinghERG_F_Dataset_07612	True	1	0.3843	0.6157	0.0
SplittinghERG_F_Dataset_04525	False	1	0.20052	0.79948	0.0
SplittinghERG_F_Dataset_06752	True	1	0.40262	0.59738	0.0
SplittinghERG_F_Dataset_10866	True	1	0.49552	0.50448	0.0
SplittinghERG_F_Dataset_05902	False	0	0.58366	0.41634	0.0
SplittinghERG_F_Dataset_03126	False	0	0.53733	0.46267	0.0
SplittinghERG_F_Dataset_01822	True	1	0.47118	0.52882	0.0
SplittinghERG_F_Dataset_06621	True	1	0.40766	0.59234	0.0
SplittinghERG_F_Dataset_01315	True	0	0.56007	0.43993	0.0
SplittinghERG_F_Dataset_08284	False	1	0.451	0.549	0.0
SplittinghERG_F_Dataset_07726	True	1	0.44635	0.55365	0.0
SplittinghERG_F_Dataset_02315	True	0	0.7974	0.2026	0.0
SplittinghERG_F_Dataset_08918	True	1	0.1441	0.8559	0.0
SplittinghERG_F_Dataset_02595	True	1	0.37431	0.62569	0.0
SplittinghERG_F_Dataset_09517	True	0	0.54407	0.45593	0.0
SplittinghERG_F_Dataset_01339	True	1	0.49774	0.50226	0.0
SplittinghERG_F_Dataset_03979	True	0	0.52083	0.47917	0.0
SplittinghERG_F_Dataset_00738	False	1	0.2934	0.7066	0.0
SplittinghERG_F_Dataset_00965	False	0	0.57292	0.42708	0.0
SplittinghERG_F_Dataset_00252	True	1	0.35382	0.64618	0.0
SplittinghERG_F_Dataset_08936	False	1	0.41328	0.58672	0.0
SplittinghERG_F_Dataset_02098	True	0	0.72515	0.27485	0.0
SplittinghERG_F_Dataset_00872	True	1	0.33698	0.66302	0.0
SplittinghERG_F_Dataset_03208	True	1	0.4605	0.5395	0.0
SplittinghERG_F_Dataset_09258	True	1	0.47049	0.52951	0.0
SplittinghERG_F_Dataset_04075	True	0	0.57665	0.42335	0.0
SplittinghERG_F_Dataset_10138	False	0	0.58602	0.41398	0.0
SplittinghERG_F_Dataset_11027	False	0	0.55451	0.44549	0.0
SplittinghERG_F_Dataset_05023	True	1	0.20883	0.79117	0.0
SplittinghERG_F_Dataset_09641	False	0	0.55295	0.44705	0.0
SplittinghERG_F_Dataset_05566	False	0	0.72674	0.27326	0.0
SplittinghERG_F_Dataset_07524	False	0	0.56285	0.43715	0.0
SplittinghERG_F_Dataset_08696	True	1	0.3567	0.6433	0.0
SplittinghERG_F_Dataset_09303	True	1	0.38596	0.61404	0.0
SplittinghERG_F_Dataset_08723	True	1	0.22674	0.77326	0.0
SplittinghERG_F_Dataset_05279	False	0	0.62188	0.37812	0.0
SplittinghERG_F_Dataset_10110	True	0	0.5872	0.4128	0.0
SplittinghERG_F_Dataset_06437	False	0	0.51563	0.48437	0.0
SplittinghERG_F_Dataset_04639	False	1	0.4459	0.5541	0.0
SplittinghERG_F_Dataset_07780	False	0	0.64323	0.35677	0.0
SplittinghERG_F_Dataset_10151	False	0	0.53194	0.46806	0.0
SplittinghERG_F_Dataset_07347	False	1	0.25365	0.74635	0.0
SplittinghERG_F_Dataset_03649	True	0	0.65017	0.34983	0.0
SplittinghERG_F_Dataset_11480	False	0	0.64825	0.35175	0.0
SplittinghERG_F_Dataset_00447	False	1	0.20012	0.79988	0.0
SplittinghERG_F_Dataset_04352	False	1	0.25816	0.74184	0.0
SplittinghERG_F_Dataset_00056	True	1	0.42408	0.57592	0.0
SplittinghERG_F_Dataset_11009	True	1	0.40955	0.59045	0.0
SplittinghERG_F_Dataset_06497	True	0	0.81806	0.18194	0.0
SplittinghERG_F_Dataset_00476	True	1	0.46788	0.53212	0.0
SplittinghERG_F_Dataset_05682	False	1	0.42969	0.57031	0.0
SplittinghERG_F_Dataset_06498	True	0	0.51997	0.48003	0.0
SplittinghERG_F_Dataset_08740	True	1	0.3542	0.6458	0.0
SplittinghERG_F_Dataset_11430	False	0	0.58594	0.41406	0.0
SplittinghERG_F_Dataset_05361	True	0	0.50377	0.49623	0.0
SplittinghERG_F_Dataset_03532	False	0	0.58819	0.41181	0.0
SplittinghERG_F_Dataset_07411	False	1	0.39392	0.60608	0.0
SplittinghERG_F_Dataset_05613	False	0	0.52951	0.47049	0.0
