QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
SplittinghERG_F_Dataset_02534	True	1	0.01042	0.98958
SplittinghERG_F_Dataset_04808	False	1	0.17014	0.82986
SplittinghERG_F_Dataset_04265	False	0	1.0	0.0
SplittinghERG_F_Dataset_02406	True	1	0.19774	0.80226
SplittinghERG_F_Dataset_07750	True	0	0.92361	0.07639
SplittinghERG_F_Dataset_08180	False	0	0.53943	0.46057
SplittinghERG_F_Dataset_10506	True	1	0.29189	0.70811
SplittinghERG_F_Dataset_04957	True	0	0.90191	0.09809
SplittinghERG_F_Dataset_05424	False	0	0.7901	0.2099
SplittinghERG_F_Dataset_09211	True	1	0.05035	0.94965
SplittinghERG_F_Dataset_07252	True	1	0.29766	0.70234
SplittinghERG_F_Dataset_03595	True	1	0.01562	0.98438
SplittinghERG_F_Dataset_10837	False	1	0.09583	0.90417
SplittinghERG_F_Dataset_08390	False	1	0.46493	0.53507
SplittinghERG_F_Dataset_08267	False	0	0.92101	0.07899
SplittinghERG_F_Dataset_07642	False	1	0.00149	0.99851
SplittinghERG_F_Dataset_05145	True	1	0.0191	0.9809
SplittinghERG_F_Dataset_07201	True	1	0.40925	0.59075
SplittinghERG_F_Dataset_08607	False	0	0.58611	0.41389
SplittinghERG_F_Dataset_10456	True	1	0.07899	0.92101
SplittinghERG_F_Dataset_10838	True	1	0.11736	0.88264
SplittinghERG_F_Dataset_05795	True	1	0.37491	0.62509
SplittinghERG_F_Dataset_03853	True	1	0.08038	0.91962
SplittinghERG_F_Dataset_11532	False	1	0.12101	0.87899
SplittinghERG_F_Dataset_10330	True	1	0.25295	0.74705
SplittinghERG_F_Dataset_09577	True	1	0.46453	0.53547
SplittinghERG_F_Dataset_04782	False	0	0.81597	0.18403
SplittinghERG_F_Dataset_00119	False	0	0.53958	0.46042
SplittinghERG_F_Dataset_10442	True	1	0.01042	0.98958
SplittinghERG_F_Dataset_05582	False	0	0.77431	0.22569
SplittinghERG_F_Dataset_05206	True	1	0.36302	0.63698
SplittinghERG_F_Dataset_05761	True	1	0.0	1.0
SplittinghERG_F_Dataset_08192	True	0	0.77138	0.22862
SplittinghERG_F_Dataset_06810	True	1	0.40952	0.59048
SplittinghERG_F_Dataset_02391	True	1	0.11719	0.88281
SplittinghERG_F_Dataset_01923	False	0	0.98958	0.01042
SplittinghERG_F_Dataset_04023	False	0	0.70608	0.29392
SplittinghERG_F_Dataset_04641	True	1	0.0842	0.9158
SplittinghERG_F_Dataset_08336	False	0	0.94792	0.05208
SplittinghERG_F_Dataset_02802	True	0	0.90451	0.09549
SplittinghERG_F_Dataset_10038	True	1	0.49306	0.50694
SplittinghERG_F_Dataset_03685	True	0	0.81771	0.18229
SplittinghERG_F_Dataset_05155	False	1	0.09722	0.90278
SplittinghERG_F_Dataset_06914	True	1	0.07341	0.92659
SplittinghERG_F_Dataset_09332	False	1	0.47691	0.52309
SplittinghERG_F_Dataset_08845	True	0	0.93194	0.06806
SplittinghERG_F_Dataset_06887	False	0	0.51632	0.48368
SplittinghERG_F_Dataset_06759	False	1	0.32552	0.67448
SplittinghERG_F_Dataset_09143	True	1	0.17691	0.82309
SplittinghERG_F_Dataset_07607	False	0	0.65826	0.34174
SplittinghERG_F_Dataset_11498	True	1	0.02778	0.97222
SplittinghERG_F_Dataset_01562	True	1	0.0434	0.9566
SplittinghERG_F_Dataset_04073	False	1	0.37734	0.62266
SplittinghERG_F_Dataset_06014	True	0	0.71997	0.28003
SplittinghERG_F_Dataset_02453	False	0	0.5092	0.4908
SplittinghERG_F_Dataset_03333	True	1	0.23438	0.76562
SplittinghERG_F_Dataset_02492	True	1	0.43624	0.56376
SplittinghERG_F_Dataset_05785	False	1	0.1662	0.8338
SplittinghERG_F_Dataset_08600	True	1	0.08351	0.91649
SplittinghERG_F_Dataset_11483	True	1	0.33724	0.66276
SplittinghERG_F_Dataset_00357	False	0	0.54306	0.45694
SplittinghERG_F_Dataset_08974	True	1	0.05747	0.94253
SplittinghERG_F_Dataset_09701	False	0	0.97917	0.02083
SplittinghERG_F_Dataset_04767	True	0	0.86771	0.13229
SplittinghERG_F_Dataset_10316	True	0	0.80712	0.19288
SplittinghERG_F_Dataset_01740	True	1	0.25955	0.74045
SplittinghERG_F_Dataset_08813	False	1	0.01389	0.98611
SplittinghERG_F_Dataset_01744	False	0	0.83362	0.16638
SplittinghERG_F_Dataset_04549	False	1	0.07292	0.92708
SplittinghERG_F_Dataset_07441	True	0	0.94288	0.05712
SplittinghERG_F_Dataset_08969	True	1	0.35503	0.64497
SplittinghERG_F_Dataset_07234	True	1	0.42205	0.57795
SplittinghERG_F_Dataset_05589	True	1	0.0026	0.9974
SplittinghERG_F_Dataset_05284	True	0	0.73316	0.26684
SplittinghERG_F_Dataset_02846	False	0	0.52031	0.47969
SplittinghERG_F_Dataset_08849	False	0	0.90399	0.09601
SplittinghERG_F_Dataset_07299	False	1	0.10208	0.89792
SplittinghERG_F_Dataset_11196	True	0	0.82187	0.17812
SplittinghERG_F_Dataset_05412	True	0	0.65191	0.34809
SplittinghERG_F_Dataset_11369	False	0	0.73678	0.26322
SplittinghERG_F_Dataset_11170	False	0	0.52726	0.47274
SplittinghERG_F_Dataset_04474	True	1	0.0	1.0
SplittinghERG_F_Dataset_06425	False	0	0.99306	0.00694
SplittinghERG_F_Dataset_06666	False	1	0.4809	0.5191
SplittinghERG_F_Dataset_07474	True	0	0.82949	0.17051
SplittinghERG_F_Dataset_04031	False	0	0.83333	0.16667
SplittinghERG_F_Dataset_05747	False	1	0.36892	0.63108
SplittinghERG_F_Dataset_09878	False	0	0.81076	0.18924
SplittinghERG_F_Dataset_11015	False	0	0.81094	0.18906
SplittinghERG_F_Dataset_10088	True	0	0.79878	0.20122
SplittinghERG_F_Dataset_08774	True	0	0.92951	0.07049
SplittinghERG_F_Dataset_06008	False	1	0.48924	0.51076
SplittinghERG_F_Dataset_05838	True	1	0.00868	0.99132
SplittinghERG_F_Dataset_05337	True	0	0.80097	0.19903
SplittinghERG_F_Dataset_03989	False	0	1.0	0.0
SplittinghERG_F_Dataset_08359	False	0	0.57773	0.42227
SplittinghERG_F_Dataset_02422	False	0	1.0	0.0
SplittinghERG_F_Dataset_01272	True	0	0.9184	0.0816
SplittinghERG_F_Dataset_08797	False	0	0.98958	0.01042
SplittinghERG_F_Dataset_04193	True	0	0.72557	0.27443
SplittinghERG_F_Dataset_00200	False	0	0.72116	0.27884
SplittinghERG_F_Dataset_04411	False	0	0.60377	0.39623
SplittinghERG_F_Dataset_11522	False	1	0.27726	0.72274
SplittinghERG_F_Dataset_01399	False	0	1.0	0.0
SplittinghERG_F_Dataset_10796	True	1	0.03472	0.96528
SplittinghERG_F_Dataset_06452	False	0	0.6128	0.3872
SplittinghERG_F_Dataset_08011	True	1	0.21788	0.78212
SplittinghERG_F_Dataset_03678	True	1	0.08594	0.91406
SplittinghERG_F_Dataset_02608	True	0	0.7443	0.2557
SplittinghERG_F_Dataset_04342	True	0	0.51319	0.48681
SplittinghERG_F_Dataset_10297	False	1	0.21228	0.78772
SplittinghERG_F_Dataset_10991	False	1	0.11749	0.88251
SplittinghERG_F_Dataset_06536	False	1	0.14035	0.85965
SplittinghERG_F_Dataset_04048	True	1	0.2717	0.7283
SplittinghERG_F_Dataset_05338	True	1	0.33385	0.66615
SplittinghERG_F_Dataset_02507	True	0	0.60465	0.39535
SplittinghERG_F_Dataset_11231	False	1	0.09896	0.90104
SplittinghERG_F_Dataset_00047	True	1	0.02083	0.97917
SplittinghERG_F_Dataset_06562	False	0	0.85709	0.14291
SplittinghERG_F_Dataset_10550	False	1	0.16111	0.83889
SplittinghERG_F_Dataset_01634	True	1	0.0	1.0
SplittinghERG_F_Dataset_07727	False	0	0.72552	0.27448
SplittinghERG_F_Dataset_06634	True	1	0.04514	0.95486
SplittinghERG_F_Dataset_03024	True	1	0.43594	0.56406
SplittinghERG_F_Dataset_11547	False	0	0.64271	0.35729
SplittinghERG_F_Dataset_07728	False	0	0.9724	0.0276
SplittinghERG_F_Dataset_04568	False	1	0.11372	0.88628
SplittinghERG_F_Dataset_03883	True	1	0.12413	0.87587
SplittinghERG_F_Dataset_06515	False	1	0.14583	0.85417
SplittinghERG_F_Dataset_01768	True	1	0.1064	0.8936
SplittinghERG_F_Dataset_01369	False	1	0.12865	0.87135
SplittinghERG_F_Dataset_09943	False	1	0.09534	0.90466
SplittinghERG_F_Dataset_07632	False	0	0.6276	0.3724
SplittinghERG_F_Dataset_04989	False	1	0.29789	0.70211
SplittinghERG_F_Dataset_10124	True	0	0.89831	0.10169
SplittinghERG_F_Dataset_03550	True	1	0.17622	0.82378
SplittinghERG_F_Dataset_04605	False	1	0.02083	0.97917
SplittinghERG_F_Dataset_04118	True	1	0.01302	0.98698
SplittinghERG_F_Dataset_05614	True	1	0.02448	0.97552
SplittinghERG_F_Dataset_03668	True	1	0.41736	0.58264
SplittinghERG_F_Dataset_07360	False	1	0.075	0.925
SplittinghERG_F_Dataset_11427	True	0	0.84549	0.15451
SplittinghERG_F_Dataset_06196	True	1	0.04688	0.95312
SplittinghERG_F_Dataset_07243	True	1	0.01562	0.98438
SplittinghERG_F_Dataset_03544	False	1	0.1463	0.8537
SplittinghERG_F_Dataset_07506	True	0	0.79301	0.20699
SplittinghERG_F_Dataset_04969	True	0	0.63485	0.36515
SplittinghERG_F_Dataset_10702	False	0	0.51198	0.48802
SplittinghERG_F_Dataset_08062	True	0	0.96354	0.03646
SplittinghERG_F_Dataset_09777	False	0	0.93924	0.06076
SplittinghERG_F_Dataset_08962	False	0	0.60035	0.39965
SplittinghERG_F_Dataset_01178	False	0	0.56248	0.43752
SplittinghERG_F_Dataset_08644	False	0	0.51719	0.48281
SplittinghERG_F_Dataset_09215	True	1	0.13125	0.86875
SplittinghERG_F_Dataset_04630	False	0	0.97917	0.02083
SplittinghERG_F_Dataset_00379	True	0	0.94965	0.05035
SplittinghERG_F_Dataset_05580	True	1	0.03125	0.96875
SplittinghERG_F_Dataset_02760	True	1	0.05729	0.94271
SplittinghERG_F_Dataset_10017	True	1	0.0	1.0
SplittinghERG_F_Dataset_03776	True	1	0.1875	0.8125
SplittinghERG_F_Dataset_02270	True	1	0.1717	0.8283
SplittinghERG_F_Dataset_09405	True	1	0.25174	0.74826
SplittinghERG_F_Dataset_11072	True	0	0.79722	0.20278
SplittinghERG_F_Dataset_07456	True	0	0.64883	0.35117
SplittinghERG_F_Dataset_02145	False	1	0.04271	0.95729
SplittinghERG_F_Dataset_05225	True	1	0.13294	0.86706
SplittinghERG_F_Dataset_07747	False	0	0.53016	0.46984
SplittinghERG_F_Dataset_07809	True	1	0.01736	0.98264
SplittinghERG_F_Dataset_03745	True	1	0.03125	0.96875
SplittinghERG_F_Dataset_09362	True	1	0.05069	0.94931
SplittinghERG_F_Dataset_05805	True	1	0.13542	0.86458
SplittinghERG_F_Dataset_07625	True	1	0.16597	0.83403
SplittinghERG_F_Dataset_03509	True	1	0.05729	0.94271
SplittinghERG_F_Dataset_05157	True	1	0.09722	0.90278
SplittinghERG_F_Dataset_09423	False	0	0.72584	0.27416
SplittinghERG_F_Dataset_01608	False	0	0.58921	0.41079
SplittinghERG_F_Dataset_03418	True	0	0.50412	0.49588
SplittinghERG_F_Dataset_04184	True	1	0.01562	0.98438
SplittinghERG_F_Dataset_06234	True	1	0.01017	0.98983
SplittinghERG_F_Dataset_08825	False	1	0.20094	0.79906
SplittinghERG_F_Dataset_08568	True	1	0.36997	0.63003
SplittinghERG_F_Dataset_11241	False	0	0.8099	0.1901
SplittinghERG_F_Dataset_10705	True	0	0.9375	0.0625
SplittinghERG_F_Dataset_09389	True	1	0.18021	0.81979
SplittinghERG_F_Dataset_04328	True	0	0.61806	0.38194
SplittinghERG_F_Dataset_09006	True	1	0.00521	0.99479
SplittinghERG_F_Dataset_02239	False	1	0.41214	0.58786
SplittinghERG_F_Dataset_01139	False	0	0.73681	0.26319
SplittinghERG_F_Dataset_09165	False	0	0.69792	0.30208
SplittinghERG_F_Dataset_04122	False	0	0.96701	0.03299
SplittinghERG_F_Dataset_03761	True	1	0.12691	0.87309
SplittinghERG_F_Dataset_07362	True	0	0.86615	0.13385
SplittinghERG_F_Dataset_10139	True	1	0.32706	0.67294
SplittinghERG_F_Dataset_04376	True	1	0.12552	0.87448
SplittinghERG_F_Dataset_05720	True	0	0.61823	0.38177
SplittinghERG_F_Dataset_07850	False	0	0.95303	0.04697
SplittinghERG_F_Dataset_03958	True	1	0.0408	0.9592
SplittinghERG_F_Dataset_07690	False	1	0.09132	0.90868
SplittinghERG_F_Dataset_02626	False	1	0.24714	0.75286
SplittinghERG_F_Dataset_06188	True	1	0.1375	0.8625
SplittinghERG_F_Dataset_06772	False	1	0.09549	0.90451
SplittinghERG_F_Dataset_08499	False	0	0.85417	0.14583
SplittinghERG_F_Dataset_04216	False	0	0.53073	0.46927
SplittinghERG_F_Dataset_06878	True	1	0.00972	0.99028
SplittinghERG_F_Dataset_05532	True	1	0.39189	0.60811
SplittinghERG_F_Dataset_03470	True	1	0.27691	0.72309
SplittinghERG_F_Dataset_06146	True	1	0.04688	0.95312
SplittinghERG_F_Dataset_04375	True	1	0.05995	0.94005
SplittinghERG_F_Dataset_00014	False	1	0.025	0.975
SplittinghERG_F_Dataset_03344	True	0	0.80729	0.19271
SplittinghERG_F_Dataset_10560	True	1	0.25694	0.74306
SplittinghERG_F_Dataset_06282	False	0	0.5533	0.4467
SplittinghERG_F_Dataset_09043	False	0	0.81528	0.18472
SplittinghERG_F_Dataset_11195	False	1	0.28733	0.71267
SplittinghERG_F_Dataset_00862	True	0	0.78362	0.21638
SplittinghERG_F_Dataset_03855	True	1	0.34439	0.65561
SplittinghERG_F_Dataset_00624	False	1	0.11493	0.88507
SplittinghERG_F_Dataset_06221	False	0	0.75938	0.24062
SplittinghERG_F_Dataset_00573	False	0	1.0	0.0
SplittinghERG_F_Dataset_03021	True	0	0.825	0.175
SplittinghERG_F_Dataset_10625	True	1	0.49306	0.50694
SplittinghERG_F_Dataset_00304	False	0	0.77708	0.22292
SplittinghERG_F_Dataset_05312	False	0	0.90885	0.09115
SplittinghERG_F_Dataset_05979	False	0	0.89115	0.10885
SplittinghERG_F_Dataset_05405	True	1	0.13889	0.86111
SplittinghERG_F_Dataset_07222	False	0	0.51347	0.48653
SplittinghERG_F_Dataset_11014	True	0	0.81094	0.18906
SplittinghERG_F_Dataset_01453	False	0	0.93403	0.06597
SplittinghERG_F_Dataset_08099	True	1	0.34308	0.65692
SplittinghERG_F_Dataset_04450	True	1	0.14602	0.85398
SplittinghERG_F_Dataset_06106	True	0	0.6901	0.3099
SplittinghERG_F_Dataset_09596	True	1	0.0191	0.9809
SplittinghERG_F_Dataset_05519	True	1	0.06979	0.93021
SplittinghERG_F_Dataset_08485	True	0	0.7276	0.2724
SplittinghERG_F_Dataset_02034	False	0	0.89583	0.10417
SplittinghERG_F_Dataset_11064	False	1	0.02648	0.97352
SplittinghERG_F_Dataset_03894	False	0	1.0	0.0
SplittinghERG_F_Dataset_07829	True	1	0.02083	0.97917
SplittinghERG_F_Dataset_00461	True	1	0.03517	0.96483
SplittinghERG_F_Dataset_10305	True	1	0.2592	0.7408
SplittinghERG_F_Dataset_10256	True	1	0.21233	0.78767
SplittinghERG_F_Dataset_05219	True	1	0.03906	0.96094
SplittinghERG_F_Dataset_06753	True	1	0.3654	0.6346
SplittinghERG_F_Dataset_05836	True	0	0.51163	0.48837
SplittinghERG_F_Dataset_07708	True	1	0.12899	0.87101
SplittinghERG_F_Dataset_03547	True	1	0.14965	0.85035
SplittinghERG_F_Dataset_05948	True	0	0.92076	0.07924
SplittinghERG_F_Dataset_02054	False	0	0.83038	0.16962
SplittinghERG_F_Dataset_10269	True	0	0.83259	0.16741
SplittinghERG_F_Dataset_07828	True	1	0.02083	0.97917
SplittinghERG_F_Dataset_10789	True	1	0.22292	0.77708
SplittinghERG_F_Dataset_05426	True	0	0.81684	0.18316
SplittinghERG_F_Dataset_06517	True	0	0.93403	0.06597
SplittinghERG_F_Dataset_00095	False	1	0.09392	0.90608
SplittinghERG_F_Dataset_04224	True	1	0.48003	0.51997
SplittinghERG_F_Dataset_10777	True	1	0.10851	0.89149
SplittinghERG_F_Dataset_03465	True	1	0.01042	0.98958
SplittinghERG_F_Dataset_04202	False	0	0.8559	0.1441
SplittinghERG_F_Dataset_11210	False	1	0.27117	0.72883
SplittinghERG_F_Dataset_02974	False	0	0.56354	0.43646
SplittinghERG_F_Dataset_10009	True	1	0.01505	0.98495
SplittinghERG_F_Dataset_08278	False	0	0.98958	0.01042
SplittinghERG_F_Dataset_03131	True	0	0.66146	0.33854
SplittinghERG_F_Dataset_06820	True	0	0.5014	0.4986
SplittinghERG_F_Dataset_08354	True	1	0.35116	0.64884
SplittinghERG_F_Dataset_09954	True	1	0.4687	0.5313
SplittinghERG_F_Dataset_00214	True	1	0.30781	0.69219
SplittinghERG_F_Dataset_11137	True	0	0.65278	0.34722
SplittinghERG_F_Dataset_09624	False	1	0.1653	0.8347
SplittinghERG_F_Dataset_05050	True	0	0.94097	0.05903
SplittinghERG_F_Dataset_08094	False	1	0.4191	0.5809
SplittinghERG_F_Dataset_10331	True	1	0.25295	0.74705
SplittinghERG_F_Dataset_01430	True	1	0.125	0.875
SplittinghERG_F_Dataset_06781	True	1	0.43733	0.56267
SplittinghERG_F_Dataset_02183	True	0	0.86285	0.13715
SplittinghERG_F_Dataset_09058	True	1	0.41473	0.58527
SplittinghERG_F_Dataset_01396	True	1	0.10347	0.89653
SplittinghERG_F_Dataset_10056	True	1	0.02083	0.97917
SplittinghERG_F_Dataset_02996	True	1	0.09115	0.90885
SplittinghERG_F_Dataset_07966	True	0	0.63281	0.36719
SplittinghERG_F_Dataset_11407	True	1	0.16979	0.83021
SplittinghERG_F_Dataset_06214	False	0	0.55278	0.44722
SplittinghERG_F_Dataset_02527	True	1	0.03038	0.96962
SplittinghERG_F_Dataset_03541	True	1	0.49757	0.50243
SplittinghERG_F_Dataset_02167	True	1	0.19965	0.80035
SplittinghERG_F_Dataset_05603	True	0	0.74792	0.25208
SplittinghERG_F_Dataset_05303	True	0	0.65471	0.34529
SplittinghERG_F_Dataset_05170	True	1	0.0408	0.9592
SplittinghERG_F_Dataset_03369	False	1	0.01042	0.98958
SplittinghERG_F_Dataset_01825	False	0	0.59288	0.40712
SplittinghERG_F_Dataset_06438	True	0	0.875	0.125
SplittinghERG_F_Dataset_00518	False	0	0.88368	0.11632
SplittinghERG_F_Dataset_09782	True	0	0.5474	0.4526
SplittinghERG_F_Dataset_05385	True	1	0.11372	0.88628
SplittinghERG_F_Dataset_01516	False	0	0.89149	0.10851
SplittinghERG_F_Dataset_04985	True	1	0.18646	0.81354
SplittinghERG_F_Dataset_01217	True	1	0.02951	0.97049
SplittinghERG_F_Dataset_04113	True	1	0.06771	0.93229
SplittinghERG_F_Dataset_07248	False	1	0.11389	0.88611
SplittinghERG_F_Dataset_02231	True	1	0.15851	0.84149
SplittinghERG_F_Dataset_01650	True	1	0.0	1.0
SplittinghERG_F_Dataset_08810	False	1	0.04601	0.95399
SplittinghERG_F_Dataset_08701	True	1	0.02083	0.97917
SplittinghERG_F_Dataset_00967	False	0	0.975	0.025
SplittinghERG_F_Dataset_07685	False	1	0.20399	0.79601
SplittinghERG_F_Dataset_03857	False	1	0.14616	0.85384
SplittinghERG_F_Dataset_06071	True	1	0.04167	0.95833
SplittinghERG_F_Dataset_07717	True	1	0.10796	0.89204
SplittinghERG_F_Dataset_02651	True	0	0.75	0.25
SplittinghERG_F_Dataset_06459	True	1	0.04583	0.95417
SplittinghERG_F_Dataset_05028	False	1	0.34694	0.65306
SplittinghERG_F_Dataset_01643	True	1	0.01042	0.98958
SplittinghERG_F_Dataset_09785	False	1	0.48502	0.51498
SplittinghERG_F_Dataset_07384	True	1	0.02847	0.97153
SplittinghERG_F_Dataset_03684	True	1	0.03819	0.96181
SplittinghERG_F_Dataset_08672	True	0	0.5066	0.4934
SplittinghERG_F_Dataset_03889	False	1	0.38078	0.61922
SplittinghERG_F_Dataset_06765	False	1	0.47929	0.52071
SplittinghERG_F_Dataset_07600	False	1	0.05556	0.94444
SplittinghERG_F_Dataset_09107	True	1	0.42691	0.57309
SplittinghERG_F_Dataset_06453	True	0	0.6128	0.3872
SplittinghERG_F_Dataset_03038	False	1	0.33755	0.66245
SplittinghERG_F_Dataset_05481	True	1	0.2526	0.7474
SplittinghERG_F_Dataset_01950	True	1	0.05208	0.94792
SplittinghERG_F_Dataset_06178	False	1	0.46701	0.53299
SplittinghERG_F_Dataset_02503	True	1	0.18817	0.81183
SplittinghERG_F_Dataset_01414	True	1	0.03125	0.96875
SplittinghERG_F_Dataset_02929	True	1	0.41565	0.58435
SplittinghERG_F_Dataset_03116	True	0	0.98032	0.01968
SplittinghERG_F_Dataset_01805	True	1	0.01042	0.98958
SplittinghERG_F_Dataset_01671	True	1	0.27604	0.72396
SplittinghERG_F_Dataset_04634	False	1	0.15451	0.84549
SplittinghERG_F_Dataset_08878	True	1	0.06944	0.93056
SplittinghERG_F_Dataset_02855	False	0	0.94965	0.05035
SplittinghERG_F_Dataset_07978	True	1	0.05521	0.94479
SplittinghERG_F_Dataset_11060	True	0	0.53924	0.46076
SplittinghERG_F_Dataset_00908	True	1	0.22535	0.77465
SplittinghERG_F_Dataset_05049	False	0	0.51927	0.48073
SplittinghERG_F_Dataset_10743	True	1	0.33454	0.66546
SplittinghERG_F_Dataset_10180	False	1	0.32977	0.67023
SplittinghERG_F_Dataset_08282	True	0	0.93559	0.06441
SplittinghERG_F_Dataset_05478	False	0	0.96875	0.03125
SplittinghERG_F_Dataset_00914	False	0	0.92014	0.07986
SplittinghERG_F_Dataset_05035	True	0	0.91282	0.08718
SplittinghERG_F_Dataset_00647	True	1	0.19253	0.80747
SplittinghERG_F_Dataset_11247	True	1	0.3967	0.6033
SplittinghERG_F_Dataset_08671	False	0	0.5066	0.4934
SplittinghERG_F_Dataset_09960	False	1	0.37526	0.62474
SplittinghERG_F_Dataset_07759	True	0	0.55729	0.44271
SplittinghERG_F_Dataset_00651	True	1	0.08438	0.91562
SplittinghERG_F_Dataset_01010	True	1	0.13455	0.86545
SplittinghERG_F_Dataset_07113	True	0	0.50503	0.49497
SplittinghERG_F_Dataset_03660	False	0	0.50486	0.49514
SplittinghERG_F_Dataset_02252	False	1	0.15573	0.84427
SplittinghERG_F_Dataset_10224	True	1	0.05035	0.94965
SplittinghERG_F_Dataset_00700	True	1	0.35592	0.64408
SplittinghERG_F_Dataset_09866	False	0	0.56007	0.43993
SplittinghERG_F_Dataset_00533	True	1	0.10503	0.89497
SplittinghERG_F_Dataset_06380	True	1	0.39948	0.60052
SplittinghERG_F_Dataset_09434	True	1	0.46267	0.53733
SplittinghERG_F_Dataset_08786	False	1	0.43793	0.56207
SplittinghERG_F_Dataset_07579	True	1	0.02604	0.97396
SplittinghERG_F_Dataset_00107	False	0	0.95747	0.04253
SplittinghERG_F_Dataset_06092	False	0	0.91823	0.08177
SplittinghERG_F_Dataset_00487	False	0	0.61081	0.38919
SplittinghERG_F_Dataset_05365	True	0	0.7	0.3
SplittinghERG_F_Dataset_08275	True	1	0.15	0.85
SplittinghERG_F_Dataset_03297	False	1	0.34497	0.65503
SplittinghERG_F_Dataset_10249	False	0	0.53837	0.46163
SplittinghERG_F_Dataset_00424	False	0	1.0	0.0
SplittinghERG_F_Dataset_07144	True	1	0.02344	0.97656
SplittinghERG_F_Dataset_00218	True	1	0.08177	0.91823
SplittinghERG_F_Dataset_08030	True	1	0.17708	0.82292
SplittinghERG_F_Dataset_06131	True	0	0.51441	0.48559
SplittinghERG_F_Dataset_05467	True	1	0.1059	0.8941
SplittinghERG_F_Dataset_00217	True	1	0.08177	0.91823
SplittinghERG_F_Dataset_04597	True	1	0.08229	0.91771
SplittinghERG_F_Dataset_00749	True	1	0.20382	0.79618
SplittinghERG_F_Dataset_11618	True	1	0.03559	0.96441
SplittinghERG_F_Dataset_09887	False	1	0.19601	0.80399
SplittinghERG_F_Dataset_07309	True	1	0.19422	0.80578
SplittinghERG_F_Dataset_03671	False	1	0.11267	0.88733
SplittinghERG_F_Dataset_07753	True	0	0.92361	0.07639
SplittinghERG_F_Dataset_04600	True	1	0.04688	0.95312
SplittinghERG_F_Dataset_05963	True	1	0.0	1.0
