QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
SplittinghERG_F_Dataset_00590	True	0	0.7478	0.2522
SplittinghERG_F_Dataset_00591	True	0	0.7478	0.2522
SplittinghERG_F_Dataset_00592	True	0	0.7478	0.2522
SplittinghERG_F_Dataset_00597	True	0	0.82305	0.17695
SplittinghERG_F_Dataset_00606	False	1	0.42768	0.57232
SplittinghERG_F_Dataset_00607	False	1	0.42768	0.57232
SplittinghERG_F_Dataset_00608	False	0	0.56535	0.43465
SplittinghERG_F_Dataset_00609	True	1	0.32743	0.67257
SplittinghERG_F_Dataset_00610	False	1	0.32743	0.67257
SplittinghERG_F_Dataset_00612	True	1	0.34953	0.65047
SplittinghERG_F_Dataset_00614	True	0	0.55245	0.44755
SplittinghERG_F_Dataset_00615	True	0	0.55245	0.44755
SplittinghERG_F_Dataset_00620	False	1	0.43661	0.56339
SplittinghERG_F_Dataset_00632	False	1	0.20723	0.79277
SplittinghERG_F_Dataset_00633	False	1	0.20723	0.79277
SplittinghERG_F_Dataset_00639	True	1	0.2834	0.7166
SplittinghERG_F_Dataset_00640	False	1	0.2834	0.7166
SplittinghERG_F_Dataset_00643	True	1	0.42725	0.57275
SplittinghERG_F_Dataset_00651	True	1	0.30457	0.69543
SplittinghERG_F_Dataset_00652	True	1	0.30457	0.69543
SplittinghERG_F_Dataset_00653	True	1	0.30457	0.69543
SplittinghERG_F_Dataset_00657	True	0	0.88634	0.11366
SplittinghERG_F_Dataset_00658	False	0	0.88634	0.11366
SplittinghERG_F_Dataset_00659	True	1	0.4188	0.5812
SplittinghERG_F_Dataset_00660	False	1	0.4188	0.5812
SplittinghERG_F_Dataset_00661	True	1	0.4188	0.5812
SplittinghERG_F_Dataset_00662	True	1	0.31562	0.68438
SplittinghERG_F_Dataset_00672	True	0	0.57382	0.42618
SplittinghERG_F_Dataset_00673	False	0	0.57382	0.42618
SplittinghERG_F_Dataset_00674	True	0	0.65455	0.34545
SplittinghERG_F_Dataset_00677	True	1	0.28863	0.71137
SplittinghERG_F_Dataset_00681	True	0	0.5977	0.4023
SplittinghERG_F_Dataset_00682	True	0	0.5977	0.4023
SplittinghERG_F_Dataset_00683	False	0	0.5977	0.4023
SplittinghERG_F_Dataset_00691	True	0	0.77383	0.22617
SplittinghERG_F_Dataset_00692	False	0	0.77383	0.22617
SplittinghERG_F_Dataset_00693	False	0	0.77383	0.22617
SplittinghERG_F_Dataset_00697	False	0	0.655	0.345
SplittinghERG_F_Dataset_00698	True	0	0.59114	0.40886
SplittinghERG_F_Dataset_00699	True	0	0.59114	0.40886
SplittinghERG_F_Dataset_00700	True	0	0.59114	0.40886
SplittinghERG_F_Dataset_00701	False	0	0.59114	0.40886
SplittinghERG_F_Dataset_00717	True	1	0.29217	0.70783
SplittinghERG_F_Dataset_00724	True	1	0.35022	0.64978
SplittinghERG_F_Dataset_00729	True	0	0.84214	0.15786
SplittinghERG_F_Dataset_00730	False	0	0.84214	0.15786
SplittinghERG_F_Dataset_00731	False	1	0.42528	0.57472
SplittinghERG_F_Dataset_00732	True	1	0.42528	0.57472
SplittinghERG_F_Dataset_00733	True	1	0.42528	0.57472
SplittinghERG_F_Dataset_00734	True	1	0.42528	0.57472
SplittinghERG_F_Dataset_00740	True	0	0.51443	0.48557
SplittinghERG_F_Dataset_00741	False	0	0.51443	0.48557
SplittinghERG_F_Dataset_00757	False	1	0.47269	0.52731
SplittinghERG_F_Dataset_00758	True	0	0.87963	0.12037
SplittinghERG_F_Dataset_00759	True	1	0.38311	0.61689
SplittinghERG_F_Dataset_00762	False	1	0.05599	0.94401
SplittinghERG_F_Dataset_00763	True	1	0.05599	0.94401
SplittinghERG_F_Dataset_00764	True	1	0.05599	0.94401
SplittinghERG_F_Dataset_00782	False	0	0.6805	0.3195
SplittinghERG_F_Dataset_00783	True	0	0.6805	0.3195
SplittinghERG_F_Dataset_00784	False	1	0.34581	0.65419
SplittinghERG_F_Dataset_00785	False	1	0.34581	0.65419
SplittinghERG_F_Dataset_00786	False	1	0.34581	0.65419
SplittinghERG_F_Dataset_00788	True	1	0.27117	0.72883
SplittinghERG_F_Dataset_00789	True	1	0.27117	0.72883
SplittinghERG_F_Dataset_00790	True	1	0.4112	0.5888
SplittinghERG_F_Dataset_00791	False	1	0.4112	0.5888
SplittinghERG_F_Dataset_00792	False	1	0.4112	0.5888
SplittinghERG_F_Dataset_00807	True	0	0.71192	0.28808
SplittinghERG_F_Dataset_00808	False	1	0.35094	0.64906
SplittinghERG_F_Dataset_00809	False	1	0.35094	0.64906
SplittinghERG_F_Dataset_00810	False	0	0.55122	0.44878
SplittinghERG_F_Dataset_00821	False	0	0.57669	0.42331
SplittinghERG_F_Dataset_00822	True	1	0.26822	0.73178
SplittinghERG_F_Dataset_00823	True	1	0.26822	0.73178
SplittinghERG_F_Dataset_00824	True	1	0.26822	0.73178
SplittinghERG_F_Dataset_00825	False	0	0.66123	0.33877
SplittinghERG_F_Dataset_00826	True	0	0.66123	0.33877
SplittinghERG_F_Dataset_00827	True	0	0.66123	0.33877
SplittinghERG_F_Dataset_00837	True	1	0.33827	0.66173
SplittinghERG_F_Dataset_00838	True	1	0.33827	0.66173
SplittinghERG_F_Dataset_00839	True	1	0.33827	0.66173
SplittinghERG_F_Dataset_00859	True	1	0.4559	0.5441
SplittinghERG_F_Dataset_00860	True	1	0.34504	0.65496
SplittinghERG_F_Dataset_00861	False	1	0.34504	0.65496
SplittinghERG_F_Dataset_00862	True	0	0.51529	0.48471
SplittinghERG_F_Dataset_00863	False	0	0.51529	0.48471
SplittinghERG_F_Dataset_00880	True	1	0.23508	0.76492
SplittinghERG_F_Dataset_00881	True	1	0.23508	0.76492
SplittinghERG_F_Dataset_00884	True	1	0.41593	0.58407
SplittinghERG_F_Dataset_00900	True	0	0.55941	0.44059
SplittinghERG_F_Dataset_00901	True	0	0.55941	0.44059
SplittinghERG_F_Dataset_00912	False	1	0.39468	0.60532
SplittinghERG_F_Dataset_00913	False	0	0.86115	0.13885
SplittinghERG_F_Dataset_00914	False	0	0.86115	0.13885
SplittinghERG_F_Dataset_00915	False	0	0.69618	0.30382
SplittinghERG_F_Dataset_00926	False	0	0.61856	0.38144
SplittinghERG_F_Dataset_00927	True	0	0.61856	0.38144
SplittinghERG_F_Dataset_00928	True	1	0.28101	0.71899
SplittinghERG_F_Dataset_00929	False	1	0.28101	0.71899
SplittinghERG_F_Dataset_00930	True	0	0.55878	0.44122
SplittinghERG_F_Dataset_00941	True	1	0.37103	0.62897
SplittinghERG_F_Dataset_00942	True	1	0.4927	0.5073
SplittinghERG_F_Dataset_00944	True	1	0.36014	0.63986
SplittinghERG_F_Dataset_00949	True	0	0.80225	0.19775
SplittinghERG_F_Dataset_00956	True	1	0.43161	0.56839
SplittinghERG_F_Dataset_00962	False	1	0.45651	0.54349
SplittinghERG_F_Dataset_00963	True	1	0.45651	0.54349
SplittinghERG_F_Dataset_00964	True	1	0.45651	0.54349
SplittinghERG_F_Dataset_00969	True	1	0.38114	0.61886
SplittinghERG_F_Dataset_00970	True	1	0.28338	0.71662
SplittinghERG_F_Dataset_00975	False	0	0.79997	0.20003
SplittinghERG_F_Dataset_00976	False	0	0.79997	0.20003
SplittinghERG_F_Dataset_00985	True	0	0.78198	0.21802
SplittinghERG_F_Dataset_00994	False	0	0.70288	0.29712
SplittinghERG_F_Dataset_00997	False	0	0.81892	0.18108
SplittinghERG_F_Dataset_00998	False	0	0.81892	0.18108
SplittinghERG_F_Dataset_00999	False	0	0.54099	0.45901
SplittinghERG_F_Dataset_01000	False	0	0.54099	0.45901
SplittinghERG_F_Dataset_01009	True	1	0.36767	0.63233
SplittinghERG_F_Dataset_01010	True	1	0.36767	0.63233
SplittinghERG_F_Dataset_01016	True	0	0.69763	0.30237
SplittinghERG_F_Dataset_01017	True	1	0.38259	0.61741
SplittinghERG_F_Dataset_01018	True	1	0.38259	0.61741
SplittinghERG_F_Dataset_01019	False	0	0.93584	0.06416
SplittinghERG_F_Dataset_01020	False	0	0.93584	0.06416
SplittinghERG_F_Dataset_01026	True	1	0.48397	0.51603
SplittinghERG_F_Dataset_01027	True	1	0.48397	0.51603
SplittinghERG_F_Dataset_01038	True	1	0.41247	0.58753
SplittinghERG_F_Dataset_01044	True	0	0.71364	0.28636
SplittinghERG_F_Dataset_01047	False	0	0.91815	0.08185
SplittinghERG_F_Dataset_01054	False	0	0.86087	0.13913
SplittinghERG_F_Dataset_01057	False	1	0.33551	0.66449
SplittinghERG_F_Dataset_01058	False	1	0.33551	0.66449
SplittinghERG_F_Dataset_01059	True	1	0.15199	0.84801
SplittinghERG_F_Dataset_01063	True	1	0.14532	0.85468
SplittinghERG_F_Dataset_01070	False	1	0.19311	0.80689
SplittinghERG_F_Dataset_01071	True	1	0.19311	0.80689
SplittinghERG_F_Dataset_01077	False	0	0.69424	0.30576
SplittinghERG_F_Dataset_01078	False	0	0.69424	0.30576
SplittinghERG_F_Dataset_01082	True	1	0.4873	0.5127
SplittinghERG_F_Dataset_01084	True	1	0.36372	0.63628
SplittinghERG_F_Dataset_01085	True	1	0.36372	0.63628
SplittinghERG_F_Dataset_01087	True	1	0.34002	0.65998
SplittinghERG_F_Dataset_01091	False	1	0.32823	0.67177
SplittinghERG_F_Dataset_01092	True	1	0.32823	0.67177
SplittinghERG_F_Dataset_01094	True	0	0.55665	0.44335
SplittinghERG_F_Dataset_01098	True	1	0.44679	0.55321
SplittinghERG_F_Dataset_01108	True	1	0.19015	0.80985
SplittinghERG_F_Dataset_01109	False	1	0.19015	0.80985
SplittinghERG_F_Dataset_01110	True	1	0.19015	0.80985
SplittinghERG_F_Dataset_01131	True	1	0.28861	0.71139
SplittinghERG_F_Dataset_01133	True	0	0.77417	0.22583
SplittinghERG_F_Dataset_01136	True	1	0.49693	0.50307
SplittinghERG_F_Dataset_01137	True	1	0.49693	0.50307
SplittinghERG_F_Dataset_01138	False	1	0.49693	0.50307
SplittinghERG_F_Dataset_01143	True	1	0.24869	0.75131
SplittinghERG_F_Dataset_01144	True	1	0.24869	0.75131
SplittinghERG_F_Dataset_01146	False	1	0.33256	0.66744
SplittinghERG_F_Dataset_01147	True	1	0.28599	0.71401
SplittinghERG_F_Dataset_01150	False	1	0.34913	0.65087
SplittinghERG_F_Dataset_01151	True	1	0.39895	0.60105
SplittinghERG_F_Dataset_01156	False	1	0.23169	0.76831
SplittinghERG_F_Dataset_01157	False	1	0.42141	0.57859
SplittinghERG_F_Dataset_01158	True	1	0.42141	0.57859
SplittinghERG_F_Dataset_01162	False	1	0.2821	0.7179
SplittinghERG_F_Dataset_01163	True	0	0.86709	0.13291
SplittinghERG_F_Dataset_01167	True	1	0.28564	0.71436
SplittinghERG_F_Dataset_01168	True	1	0.28564	0.71436
SplittinghERG_F_Dataset_01177	True	1	0.27787	0.72213
SplittinghERG_F_Dataset_01184	True	1	0.22744	0.77256
SplittinghERG_F_Dataset_01185	False	1	0.22744	0.77256
SplittinghERG_F_Dataset_01186	False	1	0.35584	0.64416
SplittinghERG_F_Dataset_01187	True	1	0.48579	0.51421
SplittinghERG_F_Dataset_01188	True	1	0.48579	0.51421
SplittinghERG_F_Dataset_01189	True	1	0.48579	0.51421
SplittinghERG_F_Dataset_01190	True	1	0.48579	0.51421
SplittinghERG_F_Dataset_01195	True	1	0.18537	0.81463
SplittinghERG_F_Dataset_01196	False	1	0.18537	0.81463
SplittinghERG_F_Dataset_01197	True	1	0.18537	0.81463
SplittinghERG_F_Dataset_01198	True	0	0.70515	0.29485
SplittinghERG_F_Dataset_01199	False	0	0.70515	0.29485
SplittinghERG_F_Dataset_01200	True	0	0.70515	0.29485
SplittinghERG_F_Dataset_01201	True	1	0.4084	0.5916
SplittinghERG_F_Dataset_01202	True	1	0.40294	0.59706
SplittinghERG_F_Dataset_01203	True	1	0.17446	0.82554
SplittinghERG_F_Dataset_01204	True	1	0.17446	0.82554
SplittinghERG_F_Dataset_01208	False	0	0.55681	0.44319
SplittinghERG_F_Dataset_01209	False	0	0.55681	0.44319
SplittinghERG_F_Dataset_01215	True	0	0.51518	0.48482
SplittinghERG_F_Dataset_01216	True	1	0.15708	0.84292
SplittinghERG_F_Dataset_01217	True	1	0.15708	0.84292
SplittinghERG_F_Dataset_01218	False	1	0.47131	0.52869
SplittinghERG_F_Dataset_01219	True	0	0.55299	0.44701
SplittinghERG_F_Dataset_01223	True	1	0.17619	0.82381
SplittinghERG_F_Dataset_01224	True	1	0.17619	0.82381
SplittinghERG_F_Dataset_01229	True	1	0.33694	0.66306
SplittinghERG_F_Dataset_01230	True	1	0.40242	0.59758
SplittinghERG_F_Dataset_01231	False	0	0.6979	0.3021
SplittinghERG_F_Dataset_01232	True	1	0.22078	0.77922
SplittinghERG_F_Dataset_01233	False	1	0.22078	0.77922
SplittinghERG_F_Dataset_01234	False	0	0.92635	0.07365
SplittinghERG_F_Dataset_01235	False	0	0.92635	0.07365
SplittinghERG_F_Dataset_01238	True	0	0.65383	0.34617
SplittinghERG_F_Dataset_01242	True	0	0.50049	0.49951
SplittinghERG_F_Dataset_01246	True	1	0.40357	0.59643
SplittinghERG_F_Dataset_01257	False	1	0.23358	0.76642
SplittinghERG_F_Dataset_01265	True	1	0.43817	0.56183
SplittinghERG_F_Dataset_01266	False	1	0.43817	0.56183
SplittinghERG_F_Dataset_01267	False	1	0.09282	0.90718
SplittinghERG_F_Dataset_01268	True	1	0.09282	0.90718
SplittinghERG_F_Dataset_01269	False	0	0.52178	0.47822
SplittinghERG_F_Dataset_01270	False	0	0.58442	0.41558
SplittinghERG_F_Dataset_01271	True	0	0.58442	0.41558
SplittinghERG_F_Dataset_01278	True	1	0.18853	0.81147
SplittinghERG_F_Dataset_01279	True	1	0.18853	0.81147
SplittinghERG_F_Dataset_01280	False	1	0.33727	0.66273
SplittinghERG_F_Dataset_01281	True	1	0.33727	0.66273
SplittinghERG_F_Dataset_01282	False	1	0.33727	0.66273
SplittinghERG_F_Dataset_01288	True	0	0.77864	0.22136
SplittinghERG_F_Dataset_01289	True	1	0.43652	0.56348
SplittinghERG_F_Dataset_01290	False	0	0.7436	0.2564
SplittinghERG_F_Dataset_01291	True	1	0.46825	0.53175
SplittinghERG_F_Dataset_01292	True	1	0.46825	0.53175
SplittinghERG_F_Dataset_01293	True	1	0.37392	0.62608
SplittinghERG_F_Dataset_01296	True	1	0.33372	0.66628
SplittinghERG_F_Dataset_01297	True	1	0.31636	0.68364
SplittinghERG_F_Dataset_01299	False	0	0.51371	0.48629
SplittinghERG_F_Dataset_01300	True	0	0.51371	0.48629
SplittinghERG_F_Dataset_01301	True	0	0.51371	0.48629
SplittinghERG_F_Dataset_01302	False	1	0.30501	0.69499
SplittinghERG_F_Dataset_01307	False	0	0.70175	0.29825
SplittinghERG_F_Dataset_01308	False	0	0.70175	0.29825
SplittinghERG_F_Dataset_01309	True	0	0.70175	0.29825
SplittinghERG_F_Dataset_01311	False	0	0.75044	0.24956
SplittinghERG_F_Dataset_01312	True	1	0.36393	0.63607
SplittinghERG_F_Dataset_01313	True	1	0.36393	0.63607
SplittinghERG_F_Dataset_01314	True	1	0.36393	0.63607
