QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
SplittinghERG_F_Dataset_00160	False	1	0.32911	0.67089	0.0
SplittinghERG_F_Dataset_00161	False	1	0.42158	0.57842	0.0
SplittinghERG_F_Dataset_00162	False	1	0.42158	0.57842	0.0
SplittinghERG_F_Dataset_00163	False	1	0.42158	0.57842	0.0
SplittinghERG_F_Dataset_00164	True	0	0.84751	0.15249	0.0
SplittinghERG_F_Dataset_00165	False	0	0.84751	0.15249	0.0
SplittinghERG_F_Dataset_00168	True	1	0.0141	0.9859	0.0
SplittinghERG_F_Dataset_00169	True	1	0.0141	0.9859	0.0
SplittinghERG_F_Dataset_00170	False	1	0.0141	0.9859	0.0
SplittinghERG_F_Dataset_00171	False	0	0.59799	0.40201	0.0
SplittinghERG_F_Dataset_00172	False	0	0.59799	0.40201	0.0
SplittinghERG_F_Dataset_00173	False	0	0.59799	0.40201	0.0
SplittinghERG_F_Dataset_00177	False	1	0.12006	0.87994	0.0
SplittinghERG_F_Dataset_00178	True	1	0.19581	0.80419	0.0
SplittinghERG_F_Dataset_00179	False	1	0.19581	0.80419	0.0
SplittinghERG_F_Dataset_00180	False	1	0.19581	0.80419	0.0
SplittinghERG_F_Dataset_00181	True	0	0.50885	0.49115	0.0
SplittinghERG_F_Dataset_00182	False	0	0.50885	0.49115	0.0
SplittinghERG_F_Dataset_00183	False	1	0.23333	0.76667	0.0
SplittinghERG_F_Dataset_00184	True	0	0.57014	0.42986	0.0
SplittinghERG_F_Dataset_00185	False	0	0.57014	0.42986	0.0
SplittinghERG_F_Dataset_00186	True	0	0.56179	0.43821	0.0
SplittinghERG_F_Dataset_00187	True	0	0.56179	0.43821	0.0
SplittinghERG_F_Dataset_00188	False	0	0.56179	0.43821	0.0
SplittinghERG_F_Dataset_00189	True	1	0.25366	0.74634	0.0
SplittinghERG_F_Dataset_00190	True	1	0.25366	0.74634	0.0
SplittinghERG_F_Dataset_00191	True	1	0.25366	0.74634	0.0
SplittinghERG_F_Dataset_00196	False	1	0.13995	0.86005	0.0
SplittinghERG_F_Dataset_00197	True	1	0.13995	0.86005	0.0
SplittinghERG_F_Dataset_00198	True	0	0.91809	0.08191	0.0
SplittinghERG_F_Dataset_00199	True	0	0.91809	0.08191	0.0
SplittinghERG_F_Dataset_00202	True	1	0.28485	0.71515	0.0
SplittinghERG_F_Dataset_00203	False	1	0.28485	0.71515	0.0
SplittinghERG_F_Dataset_00204	True	1	0.28485	0.71515	0.0
SplittinghERG_F_Dataset_00206	False	1	0.3731	0.6269	0.0
SplittinghERG_F_Dataset_00207	True	1	0.3731	0.6269	0.0
SplittinghERG_F_Dataset_00208	False	0	0.9818	0.0182	0.0
SplittinghERG_F_Dataset_00209	False	1	0.26807	0.73193	0.0
SplittinghERG_F_Dataset_00210	True	1	0.26807	0.73193	0.0
SplittinghERG_F_Dataset_00211	True	1	0.26807	0.73193	0.0
SplittinghERG_F_Dataset_00217	True	1	0.49679	0.50321	0.0
SplittinghERG_F_Dataset_00218	True	1	0.49679	0.50321	0.0
SplittinghERG_F_Dataset_00223	True	1	0.05864	0.94136	0.0
SplittinghERG_F_Dataset_00224	False	1	0.05864	0.94136	0.0
SplittinghERG_F_Dataset_00225	True	1	0.37668	0.62332	0.0
SplittinghERG_F_Dataset_00226	True	1	0.37668	0.62332	0.0
SplittinghERG_F_Dataset_00227	False	1	0.37668	0.62332	0.0
SplittinghERG_F_Dataset_00228	True	1	0.03666	0.96334	0.0
SplittinghERG_F_Dataset_00230	True	1	0.17149	0.82851	0.0
SplittinghERG_F_Dataset_00231	False	1	0.17149	0.82851	0.0
SplittinghERG_F_Dataset_00232	False	1	0.17149	0.82851	0.0
SplittinghERG_F_Dataset_00233	False	0	0.69986	0.30014	0.0
SplittinghERG_F_Dataset_00234	True	0	0.69986	0.30014	0.0
SplittinghERG_F_Dataset_00235	False	0	0.69986	0.30014	0.0
SplittinghERG_F_Dataset_00236	False	0	0.69986	0.30014	0.0
SplittinghERG_F_Dataset_00237	True	1	0.11768	0.88232	0.0
SplittinghERG_F_Dataset_00239	True	1	0.10513	0.89487	0.0
SplittinghERG_F_Dataset_00240	True	0	0.98343	0.01657	0.0
SplittinghERG_F_Dataset_00241	False	1	0.04265	0.95735	0.0
SplittinghERG_F_Dataset_00242	True	1	0.11076	0.88924	0.0
SplittinghERG_F_Dataset_00244	False	0	0.54421	0.45579	0.0
SplittinghERG_F_Dataset_00245	True	0	0.55655	0.44345	0.0
SplittinghERG_F_Dataset_00246	True	1	0.17219	0.82781	0.0
SplittinghERG_F_Dataset_00247	True	1	0.23377	0.76623	0.0
SplittinghERG_F_Dataset_00248	False	1	0.23377	0.76623	0.0
SplittinghERG_F_Dataset_00249	False	1	0.23377	0.76623	0.0
SplittinghERG_F_Dataset_00252	True	1	0.38185	0.61815	0.0
SplittinghERG_F_Dataset_00254	True	1	0.07223	0.92777	0.0
SplittinghERG_F_Dataset_00255	False	0	0.82532	0.17468	0.0
SplittinghERG_F_Dataset_00256	False	0	0.82532	0.17468	0.0
SplittinghERG_F_Dataset_00257	False	0	0.82532	0.17468	0.0
SplittinghERG_F_Dataset_00258	False	0	0.79946	0.20054	0.0
SplittinghERG_F_Dataset_00259	False	0	0.79946	0.20054	0.0
SplittinghERG_F_Dataset_00260	False	0	0.79946	0.20054	0.0
SplittinghERG_F_Dataset_00261	True	1	0.43027	0.56973	0.0
SplittinghERG_F_Dataset_00262	True	1	0.2154	0.7846	0.0
SplittinghERG_F_Dataset_00263	False	1	0.2154	0.7846	0.0
SplittinghERG_F_Dataset_00264	False	1	0.2154	0.7846	0.0
SplittinghERG_F_Dataset_00265	True	1	0.17828	0.82172	0.0
SplittinghERG_F_Dataset_00266	True	1	0.17828	0.82172	0.0
SplittinghERG_F_Dataset_00267	True	0	0.7049	0.2951	0.0
SplittinghERG_F_Dataset_00268	False	0	0.7268	0.2732	0.0
SplittinghERG_F_Dataset_00269	True	0	0.7268	0.2732	0.0
SplittinghERG_F_Dataset_00270	False	0	0.7268	0.2732	0.0
SplittinghERG_F_Dataset_00271	True	0	0.7268	0.2732	0.0
SplittinghERG_F_Dataset_00272	False	0	0.50712	0.49288	0.0
SplittinghERG_F_Dataset_00273	False	0	0.50712	0.49288	0.0
SplittinghERG_F_Dataset_00274	False	0	0.50712	0.49288	0.0
SplittinghERG_F_Dataset_00281	True	1	0.26972	0.73028	0.0
SplittinghERG_F_Dataset_00282	True	1	0.26972	0.73028	0.0
SplittinghERG_F_Dataset_00283	False	1	0.26972	0.73028	0.0
SplittinghERG_F_Dataset_00284	False	1	0.2678	0.7322	0.0
SplittinghERG_F_Dataset_00285	False	1	0.2678	0.7322	0.0
SplittinghERG_F_Dataset_00286	True	0	0.76941	0.23059	0.0
SplittinghERG_F_Dataset_00287	True	0	0.76941	0.23059	0.0
SplittinghERG_F_Dataset_00288	False	1	0.17987	0.82013	0.0
SplittinghERG_F_Dataset_00292	False	1	0.25299	0.74701	0.0
SplittinghERG_F_Dataset_00293	True	0	0.54478	0.45522	0.0
SplittinghERG_F_Dataset_00294	False	0	0.54478	0.45522	0.0
SplittinghERG_F_Dataset_00295	True	1	0.02462	0.97538	0.0
SplittinghERG_F_Dataset_00296	False	1	0.39047	0.60953	0.0
SplittinghERG_F_Dataset_00297	True	1	0.39047	0.60953	0.0
SplittinghERG_F_Dataset_00298	True	0	0.66811	0.33189	0.0
SplittinghERG_F_Dataset_00299	True	0	0.66811	0.33189	0.0
SplittinghERG_F_Dataset_00300	True	0	0.66811	0.33189	0.0
SplittinghERG_F_Dataset_00301	True	0	0.56314	0.43686	0.0
SplittinghERG_F_Dataset_00302	True	0	0.56314	0.43686	0.0
SplittinghERG_F_Dataset_00303	False	0	0.56314	0.43686	0.0
SplittinghERG_F_Dataset_00306	True	1	0.27219	0.72781	0.0
SplittinghERG_F_Dataset_00307	True	0	0.67867	0.32133	0.0
SplittinghERG_F_Dataset_00308	True	0	0.67867	0.32133	0.0
SplittinghERG_F_Dataset_00309	False	0	0.67867	0.32133	0.0
SplittinghERG_F_Dataset_00312	False	0	0.88122	0.11878	0.0
SplittinghERG_F_Dataset_00313	False	0	0.88122	0.11878	0.0
SplittinghERG_F_Dataset_00314	True	0	0.88122	0.11878	0.0
SplittinghERG_F_Dataset_00315	False	1	0.124	0.876	0.0
SplittinghERG_F_Dataset_00316	True	1	0.124	0.876	0.0
SplittinghERG_F_Dataset_00317	False	1	0.124	0.876	0.0
SplittinghERG_F_Dataset_00320	True	0	0.71381	0.28619	0.0
SplittinghERG_F_Dataset_00321	True	0	0.71381	0.28619	0.0
SplittinghERG_F_Dataset_00322	True	1	0.31646	0.68354	0.0
SplittinghERG_F_Dataset_00323	True	1	0.31646	0.68354	0.0
SplittinghERG_F_Dataset_00324	True	1	0.31646	0.68354	0.0
SplittinghERG_F_Dataset_00325	True	1	0.45439	0.54561	0.0
SplittinghERG_F_Dataset_00335	False	1	0.06552	0.93448	0.0
SplittinghERG_F_Dataset_00336	True	1	0.10433	0.89567	0.0
SplittinghERG_F_Dataset_00337	False	0	0.51267	0.48733	0.0
SplittinghERG_F_Dataset_00338	True	0	0.51267	0.48733	0.0
SplittinghERG_F_Dataset_00342	True	1	0.14804	0.85196	0.0
SplittinghERG_F_Dataset_00343	False	1	0.14804	0.85196	0.0
SplittinghERG_F_Dataset_00344	True	1	0.14804	0.85196	0.0
SplittinghERG_F_Dataset_00345	True	0	0.50736	0.49264	0.0
SplittinghERG_F_Dataset_00346	False	0	0.50736	0.49264	0.0
SplittinghERG_F_Dataset_00348	True	1	0.02271	0.97729	0.0
SplittinghERG_F_Dataset_00349	True	1	0.02271	0.97729	0.0
SplittinghERG_F_Dataset_00350	True	0	0.78803	0.21197	0.0
SplittinghERG_F_Dataset_00351	True	0	0.52126	0.47874	0.0
SplittinghERG_F_Dataset_00352	False	0	0.52126	0.47874	0.0
SplittinghERG_F_Dataset_00353	True	1	0.30883	0.69117	0.0
SplittinghERG_F_Dataset_00355	True	0	0.78533	0.21467	0.0
SplittinghERG_F_Dataset_00356	False	0	0.78533	0.21467	0.0
SplittinghERG_F_Dataset_00357	False	0	0.50018	0.49982	0.0
SplittinghERG_F_Dataset_00358	True	0	0.50018	0.49982	0.0
SplittinghERG_F_Dataset_00359	False	0	0.50018	0.49982	0.0
SplittinghERG_F_Dataset_00360	True	0	0.91572	0.08428	0.0
SplittinghERG_F_Dataset_00361	True	0	0.91572	0.08428	0.0
SplittinghERG_F_Dataset_00362	True	0	0.91572	0.08428	0.0
SplittinghERG_F_Dataset_00367	False	0	0.86701	0.13299	0.0
SplittinghERG_F_Dataset_00373	True	1	0.23816	0.76184	0.0
SplittinghERG_F_Dataset_00374	True	1	0.23816	0.76184	0.0
SplittinghERG_F_Dataset_00379	True	1	0.10954	0.89046	0.0
SplittinghERG_F_Dataset_00380	False	1	0.10954	0.89046	0.0
SplittinghERG_F_Dataset_00381	False	1	0.10954	0.89046	0.0
SplittinghERG_F_Dataset_00382	True	1	0.15405	0.84595	0.0
SplittinghERG_F_Dataset_00385	True	1	0.47895	0.52105	0.0
SplittinghERG_F_Dataset_00386	False	0	0.93259	0.06741	0.0
SplittinghERG_F_Dataset_00387	False	0	0.93259	0.06741	0.0
SplittinghERG_F_Dataset_00388	True	1	0.33606	0.66394	0.0
SplittinghERG_F_Dataset_00391	True	0	0.7667	0.2333	0.0
SplittinghERG_F_Dataset_00392	False	0	0.7667	0.2333	0.0
SplittinghERG_F_Dataset_00395	True	0	0.56368	0.43632	0.0
SplittinghERG_F_Dataset_00396	True	0	0.56368	0.43632	0.0
SplittinghERG_F_Dataset_00405	False	0	0.68075	0.31925	0.0
SplittinghERG_F_Dataset_00406	False	0	0.68075	0.31925	0.0
SplittinghERG_F_Dataset_00407	False	0	0.68075	0.31925	0.0
SplittinghERG_F_Dataset_00413	True	1	0.12183	0.87817	0.0
SplittinghERG_F_Dataset_00414	False	1	0.12183	0.87817	0.0
SplittinghERG_F_Dataset_00415	False	1	0.12183	0.87817	0.0
SplittinghERG_F_Dataset_00416	True	0	0.83222	0.16778	0.0
SplittinghERG_F_Dataset_00417	False	0	0.83222	0.16778	0.0
SplittinghERG_F_Dataset_00418	False	0	0.83222	0.16778	0.0
SplittinghERG_F_Dataset_00419	True	1	0.32756	0.67244	0.0
SplittinghERG_F_Dataset_00420	False	1	0.32756	0.67244	0.0
SplittinghERG_F_Dataset_00421	True	1	0.32756	0.67244	0.0
SplittinghERG_F_Dataset_00422	False	1	0.43543	0.56457	0.0
SplittinghERG_F_Dataset_00423	False	1	0.43543	0.56457	0.0
SplittinghERG_F_Dataset_00424	False	1	0.43543	0.56457	0.0
SplittinghERG_F_Dataset_00425	False	1	0.41651	0.58349	0.0
SplittinghERG_F_Dataset_00426	True	1	0.41651	0.58349	0.0
SplittinghERG_F_Dataset_00427	False	0	0.55606	0.44394	0.0
SplittinghERG_F_Dataset_00428	False	0	0.55606	0.44394	0.0
SplittinghERG_F_Dataset_00429	True	0	0.55606	0.44394	0.0
SplittinghERG_F_Dataset_00435	True	1	0.06827	0.93173	0.0
SplittinghERG_F_Dataset_00436	False	1	0.49273	0.50727	0.0
SplittinghERG_F_Dataset_00437	False	1	0.49273	0.50727	0.0
SplittinghERG_F_Dataset_00438	True	1	0.49273	0.50727	0.0
SplittinghERG_F_Dataset_00443	True	1	0.38356	0.61644	0.0
SplittinghERG_F_Dataset_00444	False	1	0.04974	0.95026	0.0
SplittinghERG_F_Dataset_00445	False	1	0.04974	0.95026	0.0
SplittinghERG_F_Dataset_00446	True	1	0.04629	0.95371	0.0
SplittinghERG_F_Dataset_00447	False	1	0.04629	0.95371	0.0
SplittinghERG_F_Dataset_00451	True	1	0.13333	0.86667	0.0
SplittinghERG_F_Dataset_00452	True	0	0.97136	0.02864	0.0
SplittinghERG_F_Dataset_00453	False	1	0.05738	0.94262	0.0
SplittinghERG_F_Dataset_00454	True	1	0.05738	0.94262	0.0
SplittinghERG_F_Dataset_00455	True	1	0.05738	0.94262	0.0
SplittinghERG_F_Dataset_00456	True	1	0.07307	0.92693	0.0
SplittinghERG_F_Dataset_00457	True	1	0.07307	0.92693	0.0
SplittinghERG_F_Dataset_00458	True	1	0.07307	0.92693	0.0
SplittinghERG_F_Dataset_00459	True	1	0.35142	0.64858	0.0
SplittinghERG_F_Dataset_00460	True	1	0.35142	0.64858	0.0
SplittinghERG_F_Dataset_00461	True	1	0.35142	0.64858	0.0
SplittinghERG_F_Dataset_00462	True	0	0.98559	0.01441	0.0
SplittinghERG_F_Dataset_00463	True	0	0.55734	0.44266	0.0
SplittinghERG_F_Dataset_00464	False	0	0.55734	0.44266	0.0
SplittinghERG_F_Dataset_00465	True	1	0.26971	0.73029	0.0
SplittinghERG_F_Dataset_00466	False	0	0.92589	0.07411	0.0
SplittinghERG_F_Dataset_00467	True	0	0.92589	0.07411	0.0
SplittinghERG_F_Dataset_00471	False	0	0.9897	0.0103	0.0
SplittinghERG_F_Dataset_00472	True	0	0.83926	0.16074	0.0
SplittinghERG_F_Dataset_00473	True	0	0.83926	0.16074	0.0
SplittinghERG_F_Dataset_00474	False	0	0.83926	0.16074	0.0
SplittinghERG_F_Dataset_00475	True	1	0.33656	0.66344	0.0
SplittinghERG_F_Dataset_00476	True	1	0.33656	0.66344	0.0
SplittinghERG_F_Dataset_00477	True	1	0.11755	0.88245	0.0
SplittinghERG_F_Dataset_00478	True	1	0.11755	0.88245	0.0
SplittinghERG_F_Dataset_00480	True	1	0.16208	0.83792	0.0
SplittinghERG_F_Dataset_00481	True	0	0.96115	0.03885	0.0
SplittinghERG_F_Dataset_00482	False	0	0.96115	0.03885	0.0
SplittinghERG_F_Dataset_00484	False	0	0.86513	0.13487	0.0
SplittinghERG_F_Dataset_00485	True	0	0.86513	0.13487	0.0
SplittinghERG_F_Dataset_00486	False	0	0.86513	0.13487	0.0
SplittinghERG_F_Dataset_00487	False	0	0.86513	0.13487	0.0
SplittinghERG_F_Dataset_00488	False	0	0.79305	0.20695	0.0
SplittinghERG_F_Dataset_00489	True	0	0.79305	0.20695	0.0
SplittinghERG_F_Dataset_00490	False	0	0.79305	0.20695	0.0
SplittinghERG_F_Dataset_00494	False	0	0.8144	0.1856	0.0
SplittinghERG_F_Dataset_00495	False	0	0.8144	0.1856	0.0
SplittinghERG_F_Dataset_00496	False	0	0.8144	0.1856	0.0
SplittinghERG_F_Dataset_00497	False	0	0.90508	0.09492	0.0
SplittinghERG_F_Dataset_00498	False	0	0.90508	0.09492	0.0
SplittinghERG_F_Dataset_00502	False	0	0.75976	0.24024	0.0
SplittinghERG_F_Dataset_00503	True	1	0.20602	0.79398	0.0
SplittinghERG_F_Dataset_00504	False	1	0.20602	0.79398	0.0
SplittinghERG_F_Dataset_00506	False	1	0.12901	0.87099	0.0
SplittinghERG_F_Dataset_00507	False	1	0.12901	0.87099	0.0
SplittinghERG_F_Dataset_00518	False	0	0.86892	0.13108	0.0
SplittinghERG_F_Dataset_00519	False	1	0.41938	0.58062	0.0
SplittinghERG_F_Dataset_00520	False	1	0.41938	0.58062	0.0
SplittinghERG_F_Dataset_00521	False	1	0.41938	0.58062	0.0
SplittinghERG_F_Dataset_00522	True	1	0.06121	0.93879	0.0
SplittinghERG_F_Dataset_00523	True	1	0.06121	0.93879	0.0
SplittinghERG_F_Dataset_00524	False	1	0.06121	0.93879	0.0
SplittinghERG_F_Dataset_00525	True	0	0.79735	0.20265	0.0
SplittinghERG_F_Dataset_00526	True	1	0.29826	0.70174	0.0
SplittinghERG_F_Dataset_00527	True	1	0.29826	0.70174	0.0
SplittinghERG_F_Dataset_00528	True	0	0.97565	0.02435	0.0
SplittinghERG_F_Dataset_00529	True	1	0.4211	0.5789	0.0
SplittinghERG_F_Dataset_00530	False	1	0.4211	0.5789	0.0
SplittinghERG_F_Dataset_00531	True	1	0.20313	0.79687	0.0
SplittinghERG_F_Dataset_00535	True	0	0.58359	0.41641	0.0
SplittinghERG_F_Dataset_00536	True	0	0.58359	0.41641	0.0
SplittinghERG_F_Dataset_00537	True	0	0.62644	0.37356	0.0
SplittinghERG_F_Dataset_00538	True	0	0.62644	0.37356	0.0
SplittinghERG_F_Dataset_00539	False	0	0.91063	0.08937	0.0
SplittinghERG_F_Dataset_00540	True	0	0.91063	0.08937	0.0
SplittinghERG_F_Dataset_00541	True	1	0.1791	0.8209	0.0
SplittinghERG_F_Dataset_00542	True	1	0.1791	0.8209	0.0
SplittinghERG_F_Dataset_00543	True	1	0.22053	0.77947	0.0
SplittinghERG_F_Dataset_00544	True	1	0.22053	0.77947	0.0
SplittinghERG_F_Dataset_00545	True	1	0.22053	0.77947	0.0
SplittinghERG_F_Dataset_00546	True	1	0.30209	0.69791	0.0
SplittinghERG_F_Dataset_00547	True	1	0.30209	0.69791	0.0
SplittinghERG_F_Dataset_00548	False	1	0.30209	0.69791	0.0
SplittinghERG_F_Dataset_00549	True	1	0.05279	0.94721	0.0
SplittinghERG_F_Dataset_00551	True	1	0.37654	0.62346	0.0
SplittinghERG_F_Dataset_00552	True	1	0.37654	0.62346	0.0
SplittinghERG_F_Dataset_00558	False	0	0.57674	0.42326	0.0
SplittinghERG_F_Dataset_00562	True	1	0.33914	0.66086	0.0
SplittinghERG_F_Dataset_00563	True	1	0.33914	0.66086	0.0
SplittinghERG_F_Dataset_00564	False	0	0.73073	0.26927	0.0
SplittinghERG_F_Dataset_00565	False	1	0.22443	0.77557	0.0
SplittinghERG_F_Dataset_00566	False	1	0.22443	0.77557	0.0
SplittinghERG_F_Dataset_00567	True	0	0.67122	0.32878	0.0
SplittinghERG_F_Dataset_00568	False	1	0.17032	0.82968	0.0
SplittinghERG_F_Dataset_00569	False	1	0.17032	0.82968	0.0
SplittinghERG_F_Dataset_00572	False	1	0.11434	0.88566	0.0
SplittinghERG_F_Dataset_00573	False	1	0.11434	0.88566	0.0
SplittinghERG_F_Dataset_00575	True	0	0.74815	0.25185	0.0
