QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
SplittinghERGDataset_01697	True	1	0.0	1.0
SplittinghERGDataset_10989	True	1	0.0	1.0
SplittinghERGDataset_10792	True	1	0.34848	0.65152
SplittinghERGDataset_04934	False	0	0.66667	0.33333
SplittinghERGDataset_01978	False	1	0.33333	0.66667
SplittinghERGDataset_06886	False	0	0.95455	0.04545
SplittinghERGDataset_00218	True	1	0.27273	0.72727
SplittinghERGDataset_00360	True	0	0.5	0.5
SplittinghERGDataset_01427	True	1	0.0	1.0
SplittinghERGDataset_06053	True	1	0.0	1.0
SplittinghERGDataset_12279	True	0	1.0	0.0
SplittinghERGDataset_05684	True	0	1.0	0.0
SplittinghERGDataset_08977	False	1	0.0	1.0
SplittinghERGDataset_08664	False	1	0.0	1.0
SplittinghERGDataset_00518	False	1	0.08712	0.91288
SplittinghERGDataset_10782	False	1	0.0	1.0
SplittinghERGDataset_04128	True	1	0.14394	0.85606
SplittinghERGDataset_10611	True	1	0.11364	0.88636
SplittinghERGDataset_03286	True	0	1.0	0.0
SplittinghERGDataset_07020	True	1	0.0	1.0
SplittinghERGDataset_05674	False	0	0.90341	0.09659
SplittinghERGDataset_03065	True	0	1.0	0.0
SplittinghERGDataset_00200	False	0	1.0	0.0
SplittinghERGDataset_11618	False	1	0.0	1.0
SplittinghERGDataset_09940	False	1	0.0	1.0
SplittinghERGDataset_00741	False	1	0.0	1.0
SplittinghERGDataset_11437	True	0	0.77273	0.22727
SplittinghERGDataset_11622	True	0	1.0	0.0
SplittinghERGDataset_08559	True	1	0.0	1.0
SplittinghERGDataset_10485	False	0	0.68182	0.31818
SplittinghERGDataset_00993	True	1	0.33333	0.66667
SplittinghERGDataset_05950	False	0	0.5	0.5
SplittinghERGDataset_08879	False	1	0.0	1.0
SplittinghERGDataset_02609	False	1	0.0	1.0
SplittinghERGDataset_04353	True	1	0.0	1.0
SplittinghERGDataset_08643	True	1	0.0	1.0
SplittinghERGDataset_01157	False	1	0.0	1.0
SplittinghERGDataset_04480	False	1	0.0	1.0
SplittinghERGDataset_08582	True	1	0.0	1.0
SplittinghERGDataset_04400	True	1	0.0	1.0
SplittinghERGDataset_08075	True	1	0.0	1.0
SplittinghERGDataset_06252	True	1	0.33333	0.66667
SplittinghERGDataset_07652	True	1	0.08333	0.91667
SplittinghERGDataset_00247	True	1	0.25	0.75
SplittinghERGDataset_02439	True	1	0.0	1.0
SplittinghERGDataset_05981	False	1	0.42424	0.57576
SplittinghERGDataset_12150	False	0	1.0	0.0
SplittinghERGDataset_05828	True	1	0.0	1.0
SplittinghERGDataset_02522	True	0	1.0	0.0
SplittinghERGDataset_10107	True	1	0.01705	0.98295
SplittinghERGDataset_09813	True	1	0.0	1.0
SplittinghERGDataset_09743	False	0	1.0	0.0
SplittinghERGDataset_11362	False	0	0.5	0.5
SplittinghERGDataset_04226	True	0	1.0	0.0
SplittinghERGDataset_11722	True	1	0.33333	0.66667
SplittinghERGDataset_07197	True	0	1.0	0.0
SplittinghERGDataset_05857	True	0	0.5	0.5
SplittinghERGDataset_11218	True	0	1.0	0.0
SplittinghERGDataset_12162	False	1	0.0	1.0
SplittinghERGDataset_04339	True	1	0.07197	0.92803
SplittinghERGDataset_00311	True	1	0.0	1.0
SplittinghERGDataset_03742	False	1	0.25	0.75
SplittinghERGDataset_03282	True	0	1.0	0.0
SplittinghERGDataset_01369	True	1	0.31818	0.68182
SplittinghERGDataset_12119	True	1	0.0	1.0
SplittinghERGDataset_03015	False	0	1.0	0.0
SplittinghERGDataset_10024	False	1	0.0	1.0
SplittinghERGDataset_11030	False	1	0.42424	0.57576
SplittinghERGDataset_02802	True	0	1.0	0.0
SplittinghERGDataset_11733	True	0	1.0	0.0
SplittinghERGDataset_01421	False	0	0.5	0.5
SplittinghERGDataset_08233	True	0	0.5	0.5
SplittinghERGDataset_06177	False	0	1.0	0.0
SplittinghERGDataset_05379	True	1	0.1553	0.8447
SplittinghERGDataset_05317	True	1	0.21591	0.78409
SplittinghERGDataset_07300	False	0	1.0	0.0
SplittinghERGDataset_06983	False	0	0.57386	0.42614
SplittinghERGDataset_03088	False	0	0.81818	0.18182
SplittinghERGDataset_04156	True	0	1.0	0.0
SplittinghERGDataset_08862	False	0	1.0	0.0
SplittinghERGDataset_01786	False	0	1.0	0.0
SplittinghERGDataset_00135	True	0	1.0	0.0
SplittinghERGDataset_01954	True	1	0.06818	0.93182
SplittinghERGDataset_07201	True	1	0.0	1.0
SplittinghERGDataset_04463	True	1	0.0	1.0
SplittinghERGDataset_02464	False	0	1.0	0.0
SplittinghERGDataset_00047	True	1	0.0	1.0
SplittinghERGDataset_03944	False	1	0.0	1.0
SplittinghERGDataset_05608	False	0	0.77652	0.22348
SplittinghERGDataset_03101	True	0	0.63826	0.36174
SplittinghERGDataset_07281	True	1	0.0	1.0
SplittinghERGDataset_02777	True	1	0.06818	0.93182
SplittinghERGDataset_07067	True	1	0.02273	0.97727
SplittinghERGDataset_05221	True	0	1.0	0.0
SplittinghERGDataset_05576	False	1	0.0	1.0
SplittinghERGDataset_02619	True	1	0.0	1.0
SplittinghERGDataset_08225	True	1	0.20455	0.79545
SplittinghERGDataset_04580	True	0	0.5	0.5
SplittinghERGDataset_03069	True	1	0.0	1.0
SplittinghERGDataset_00008	True	0	1.0	0.0
SplittinghERGDataset_11280	True	0	0.66667	0.33333
SplittinghERGDataset_10967	True	0	0.5	0.5
SplittinghERGDataset_06029	True	1	0.0	1.0
SplittinghERGDataset_05082	False	0	0.5	0.5
SplittinghERGDataset_11149	False	1	0.33333	0.66667
SplittinghERGDataset_01002	True	0	0.74053	0.25947
SplittinghERGDataset_06499	True	1	0.29167	0.70833
SplittinghERGDataset_00772	True	0	1.0	0.0
SplittinghERGDataset_02420	True	1	0.0	1.0
SplittinghERGDataset_10272	False	0	0.93182	0.06818
SplittinghERGDataset_08211	False	1	0.33333	0.66667
SplittinghERGDataset_02236	True	0	1.0	0.0
SplittinghERGDataset_10956	False	1	0.0	1.0
SplittinghERGDataset_08604	True	1	0.0	1.0
SplittinghERGDataset_06660	True	0	0.71591	0.28409
SplittinghERGDataset_09431	True	1	0.33333	0.66667
SplittinghERGDataset_02856	True	0	0.51894	0.48106
SplittinghERGDataset_05382	False	1	0.16288	0.83712
SplittinghERGDataset_05281	False	0	1.0	0.0
SplittinghERGDataset_02435	True	1	0.46591	0.53409
SplittinghERGDataset_01006	True	1	0.0	1.0
SplittinghERGDataset_09901	True	1	0.0	1.0
SplittinghERGDataset_01935	False	0	1.0	0.0
SplittinghERGDataset_05935	False	1	0.0	1.0
SplittinghERGDataset_11039	True	0	0.5	0.5
SplittinghERGDataset_03181	True	1	0.0	1.0
SplittinghERGDataset_06887	False	0	0.95455	0.04545
SplittinghERGDataset_05270	False	1	0.2197	0.7803
SplittinghERGDataset_06829	False	0	0.5	0.5
SplittinghERGDataset_00970	False	0	0.61932	0.38068
SplittinghERGDataset_12209	True	0	1.0	0.0
SplittinghERGDataset_04398	True	1	0.0	1.0
SplittinghERGDataset_05180	True	1	0.44697	0.55303
SplittinghERGDataset_11225	True	1	0.08712	0.91288
SplittinghERGDataset_05404	False	1	0.0	1.0
SplittinghERGDataset_08207	False	0	0.5	0.5
SplittinghERGDataset_04345	True	0	0.56061	0.43939
SplittinghERGDataset_07252	False	0	0.5	0.5
SplittinghERGDataset_02351	False	0	0.6875	0.3125
SplittinghERGDataset_08379	True	1	0.31818	0.68182
SplittinghERGDataset_00379	False	0	1.0	0.0
SplittinghERGDataset_03571	False	1	0.0	1.0
SplittinghERGDataset_01402	True	0	1.0	0.0
SplittinghERGDataset_07100	True	1	0.02273	0.97727
SplittinghERGDataset_01498	True	1	0.40152	0.59848
SplittinghERGDataset_08904	True	1	0.48106	0.51894
SplittinghERGDataset_05386	False	0	1.0	0.0
SplittinghERGDataset_07136	False	0	1.0	0.0
SplittinghERGDataset_01483	False	0	1.0	0.0
SplittinghERGDataset_05598	True	0	0.66667	0.33333
SplittinghERGDataset_08468	True	0	1.0	0.0
SplittinghERGDataset_06950	False	0	1.0	0.0
SplittinghERGDataset_08846	True	1	0.0	1.0
SplittinghERGDataset_10203	False	0	0.5	0.5
SplittinghERGDataset_00624	True	1	0.0303	0.9697
SplittinghERGDataset_10707	False	1	0.42424	0.57576
SplittinghERGDataset_00099	False	0	0.5303	0.4697
SplittinghERGDataset_09322	True	1	0.46212	0.53788
SplittinghERGDataset_10978	True	1	0.0	1.0
SplittinghERGDataset_04983	False	1	0.19697	0.80303
SplittinghERGDataset_06503	False	0	0.63258	0.36742
SplittinghERGDataset_03305	False	0	0.5	0.5
SplittinghERGDataset_09717	False	0	1.0	0.0
SplittinghERGDataset_00304	True	1	0.16856	0.83144
SplittinghERGDataset_07375	False	0	1.0	0.0
SplittinghERGDataset_03853	False	0	1.0	0.0
SplittinghERGDataset_04851	True	1	0.04545	0.95455
SplittinghERGDataset_02337	True	1	0.0	1.0
SplittinghERGDataset_11242	True	1	0.06818	0.93182
SplittinghERGDataset_02788	True	1	0.48295	0.51705
SplittinghERGDataset_01740	False	1	0.0	1.0
SplittinghERGDataset_10118	True	1	0.0	1.0
SplittinghERGDataset_03372	True	1	0.02273	0.97727
SplittinghERGDataset_00538	False	0	1.0	0.0
SplittinghERGDataset_12360	False	1	0.36742	0.63258
SplittinghERGDataset_04978	False	1	0.0	1.0
SplittinghERGDataset_10389	False	0	0.5	0.5
SplittinghERGDataset_07824	True	0	0.5	0.5
SplittinghERGDataset_08776	True	1	0.33333	0.66667
SplittinghERGDataset_04448	True	1	0.20833	0.79167
SplittinghERGDataset_09370	True	1	0.0	1.0
SplittinghERGDataset_08874	True	1	0.375	0.625
SplittinghERGDataset_07289	True	1	0.0	1.0
SplittinghERGDataset_00293	False	1	0.0	1.0
SplittinghERGDataset_02154	True	0	0.66667	0.33333
SplittinghERGDataset_11137	True	1	0.45265	0.54735
SplittinghERGDataset_08447	True	0	1.0	0.0
SplittinghERGDataset_02453	True	1	0.16667	0.83333
SplittinghERGDataset_03595	True	1	0.05682	0.94318
SplittinghERGDataset_10010	True	1	0.27841	0.72159
SplittinghERGDataset_04168	False	0	1.0	0.0
SplittinghERGDataset_01586	False	1	0.0	1.0
SplittinghERGDataset_02614	False	1	0.41667	0.58333
SplittinghERGDataset_00747	False	0	1.0	0.0
SplittinghERGDataset_01430	True	1	0.17045	0.82955
SplittinghERGDataset_06978	True	1	0.0	1.0
SplittinghERGDataset_11594	True	1	0.33333	0.66667
SplittinghERGDataset_04489	False	0	0.5	0.5
SplittinghERGDataset_02055	False	1	0.48485	0.51515
SplittinghERGDataset_08217	False	0	0.63636	0.36364
SplittinghERGDataset_06436	True	1	0.0	1.0
SplittinghERGDataset_04700	False	0	1.0	0.0
SplittinghERGDataset_09073	False	0	1.0	0.0
SplittinghERGDataset_04407	True	1	0.04167	0.95833
SplittinghERGDataset_09443	False	1	0.0	1.0
SplittinghERGDataset_05613	True	0	0.5	0.5
SplittinghERGDataset_03608	False	0	0.5	0.5
SplittinghERGDataset_00033	False	1	0.0	1.0
SplittinghERGDataset_05775	True	0	1.0	0.0
SplittinghERGDataset_07040	False	1	0.33523	0.66477
SplittinghERGDataset_01608	False	1	0.0	1.0
SplittinghERGDataset_08673	True	0	1.0	0.0
SplittinghERGDataset_11303	True	1	0.0	1.0
SplittinghERGDataset_05174	True	0	0.5	0.5
SplittinghERGDataset_06611	True	1	0.0	1.0
SplittinghERGDataset_10054	True	1	0.0	1.0
SplittinghERGDataset_00102	True	0	1.0	0.0
SplittinghERGDataset_01350	False	1	0.0	1.0
SplittinghERGDataset_06041	False	0	0.54167	0.45833
SplittinghERGDataset_02452	False	0	1.0	0.0
SplittinghERGDataset_02954	False	0	0.93182	0.06818
SplittinghERGDataset_03692	False	1	0.41856	0.58144
SplittinghERGDataset_01043	True	1	0.0	1.0
SplittinghERGDataset_04553	True	1	0.0	1.0
SplittinghERGDataset_02021	True	1	0.0	1.0
SplittinghERGDataset_07515	True	1	0.10227	0.89773
SplittinghERGDataset_04237	True	1	0.0	1.0
SplittinghERGDataset_06598	False	1	0.0	1.0
SplittinghERGDataset_09586	True	0	0.5	0.5
SplittinghERGDataset_07360	True	0	0.5	0.5
SplittinghERGDataset_04191	False	1	0.43371	0.56629
SplittinghERGDataset_10649	True	1	0.0	1.0
SplittinghERGDataset_05786	False	0	1.0	0.0
SplittinghERGDataset_07019	True	1	0.0	1.0
SplittinghERGDataset_04475	True	0	1.0	0.0
SplittinghERGDataset_00357	False	1	0.0	1.0
SplittinghERGDataset_02167	True	1	0.14394	0.85606
SplittinghERGDataset_09705	False	1	0.0	1.0
SplittinghERGDataset_10519	True	0	0.66667	0.33333
SplittinghERGDataset_00429	True	1	0.00568	0.99432
SplittinghERGDataset_06255	True	1	0.0	1.0
SplittinghERGDataset_09857	False	1	0.45265	0.54735
SplittinghERGDataset_07401	False	0	0.5	0.5
SplittinghERGDataset_02455	True	1	0.25758	0.74242
SplittinghERGDataset_02928	True	1	0.0	1.0
SplittinghERGDataset_05566	True	0	1.0	0.0
SplittinghERGDataset_04655	True	0	0.66667	0.33333
SplittinghERGDataset_06831	True	0	1.0	0.0
SplittinghERGDataset_07795	False	1	0.0	1.0
SplittinghERGDataset_05771	False	1	0.0	1.0
SplittinghERGDataset_03988	False	0	0.76136	0.23864
SplittinghERGDataset_04549	True	1	0.0	1.0
SplittinghERGDataset_08443	True	1	0.43182	0.56818
SplittinghERGDataset_05377	False	0	1.0	0.0
SplittinghERGDataset_11536	False	0	0.87121	0.12879
SplittinghERGDataset_01217	False	0	0.63068	0.36932
SplittinghERGDataset_11421	False	0	1.0	0.0
SplittinghERGDataset_07516	True	1	0.10227	0.89773
SplittinghERGDataset_06649	True	1	0.0	1.0
SplittinghERGDataset_05577	False	1	0.0	1.0
SplittinghERGDataset_04844	True	1	0.26136	0.73864
SplittinghERGDataset_06157	False	1	0.0	1.0
SplittinghERGDataset_11365	False	0	0.5	0.5
SplittinghERGDataset_11240	True	1	0.0	1.0
SplittinghERGDataset_06848	False	0	0.93182	0.06818
SplittinghERGDataset_08223	True	1	0.14962	0.85038
SplittinghERGDataset_11398	False	0	1.0	0.0
SplittinghERGDataset_12038	False	1	0.49432	0.50568
SplittinghERGDataset_12438	True	1	0.0	1.0
SplittinghERGDataset_09927	False	1	0.0	1.0
SplittinghERGDataset_11591	False	1	0.33333	0.66667
SplittinghERGDataset_08330	True	1	0.0	1.0
SplittinghERGDataset_09416	True	0	1.0	0.0
SplittinghERGDataset_01965	False	0	1.0	0.0
SplittinghERGDataset_08218	True	0	0.63636	0.36364
SplittinghERGDataset_09006	True	0	1.0	0.0
SplittinghERGDataset_03422	True	1	0.125	0.875
SplittinghERGDataset_04759	False	1	0.0	1.0
SplittinghERGDataset_04730	False	1	0.23485	0.76515
SplittinghERGDataset_07157	True	0	0.71591	0.28409
SplittinghERGDataset_11887	False	0	0.63068	0.36932
SplittinghERGDataset_04604	True	0	0.63636	0.36364
SplittinghERGDataset_00149	True	1	0.33902	0.66098
SplittinghERGDataset_04365	False	0	0.81818	0.18182
SplittinghERGDataset_03746	True	1	0.0	1.0
SplittinghERGDataset_02301	True	1	0.0	1.0
SplittinghERGDataset_02589	True	0	1.0	0.0
SplittinghERGDataset_01166	True	1	0.0	1.0
SplittinghERGDataset_11665	True	1	0.46212	0.53788
SplittinghERGDataset_02540	True	1	0.0	1.0
SplittinghERGDataset_07407	False	0	0.5	0.5
SplittinghERGDataset_00221	True	1	0.33333	0.66667
SplittinghERGDataset_12155	False	0	1.0	0.0
SplittinghERGDataset_04099	False	1	0.05682	0.94318
SplittinghERGDataset_05748	False	1	0.0	1.0
SplittinghERGDataset_10451	False	0	0.51326	0.48674
SplittinghERGDataset_10280	False	0	0.5	0.5
SplittinghERGDataset_05781	True	0	1.0	0.0
SplittinghERGDataset_12229	True	0	0.5	0.5
SplittinghERGDataset_07592	True	1	0.0	1.0
SplittinghERGDataset_01237	True	1	0.01136	0.98864
SplittinghERGDataset_00457	False	0	0.5	0.5
SplittinghERGDataset_02150	False	0	1.0	0.0
SplittinghERGDataset_11980	False	1	0.0	1.0
SplittinghERGDataset_00333	True	1	0.0	1.0
SplittinghERGDataset_03592	True	1	0.0	1.0
SplittinghERGDataset_01408	True	0	0.5	0.5
SplittinghERGDataset_01153	True	1	0.01136	0.98864
SplittinghERGDataset_07598	True	1	0.0	1.0
SplittinghERGDataset_05006	True	1	0.0	1.0
SplittinghERGDataset_03707	False	0	0.9697	0.0303
SplittinghERGDataset_08672	False	0	1.0	0.0
SplittinghERGDataset_10659	True	1	0.20455	0.79545
SplittinghERGDataset_06067	True	1	0.125	0.875
SplittinghERGDataset_00450	True	0	1.0	0.0
SplittinghERGDataset_05838	True	0	0.5	0.5
SplittinghERGDataset_03027	False	1	0.0	1.0
SplittinghERGDataset_03455	False	1	0.0	1.0
SplittinghERGDataset_06074	False	1	0.33333	0.66667
SplittinghERGDataset_08031	False	0	0.88636	0.11364
SplittinghERGDataset_01453	True	0	1.0	0.0
SplittinghERGDataset_09963	True	1	0.08902	0.91098
SplittinghERGDataset_02391	False	0	0.51894	0.48106
SplittinghERGDataset_03470	True	1	0.03409	0.96591
SplittinghERGDataset_11587	True	1	0.0	1.0
SplittinghERGDataset_08118	False	1	0.0	1.0
SplittinghERGDataset_00290	True	0	1.0	0.0
SplittinghERGDataset_08108	False	0	1.0	0.0
SplittinghERGDataset_08510	True	0	1.0	0.0
SplittinghERGDataset_01053	True	1	0.0	1.0
SplittinghERGDataset_09974	True	1	0.0	1.0
SplittinghERGDataset_12046	True	1	0.0	1.0
SplittinghERGDataset_04490	True	0	0.5	0.5
SplittinghERGDataset_07189	True	0	1.0	0.0
SplittinghERGDataset_06442	False	1	0.0	1.0
SplittinghERGDataset_03838	True	1	0.26515	0.73485
SplittinghERGDataset_08585	True	1	0.0	1.0
SplittinghERGDataset_00070	True	1	0.0	1.0
SplittinghERGDataset_08251	False	0	0.5	0.5
SplittinghERGDataset_01399	False	0	0.84091	0.15909
SplittinghERGDataset_03776	True	0	0.51894	0.48106
SplittinghERGDataset_09723	True	1	0.0	1.0
SplittinghERGDataset_12153	True	0	1.0	0.0
SplittinghERGDataset_10801	True	1	0.0	1.0
SplittinghERGDataset_05848	False	1	0.33333	0.66667
SplittinghERGDataset_05396	True	1	0.0	1.0
SplittinghERGDataset_06856	True	1	0.0	1.0
SplittinghERGDataset_06302	False	0	0.84848	0.15152
SplittinghERGDataset_03463	True	1	0.0	1.0
SplittinghERGDataset_01323	True	1	0.0	1.0
SplittinghERGDataset_09469	True	1	0.24621	0.75379
SplittinghERGDataset_07915	False	1	0.0	1.0
