QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
SplittinghERGDataset_09985	False	1	0.49757	0.50243	0.0
SplittinghERGDataset_09145	False	1	0.09635	0.90365	0.0
SplittinghERGDataset_09411	False	0	0.85082	0.14918	0.0
SplittinghERGDataset_09147	False	0	0.92659	0.07341	0.0
SplittinghERGDataset_06855	False	1	0.17188	0.82812	0.0
SplittinghERGDataset_05732	True	1	0.10417	0.89583	0.0
SplittinghERGDataset_08465	True	1	0.12569	0.87431	0.0
SplittinghERGDataset_10948	True	0	0.79945	0.20055	0.0
SplittinghERGDataset_04777	True	1	0.44323	0.55677	0.0
SplittinghERGDataset_01102	True	1	0.13889	0.86111	0.0
SplittinghERGDataset_05477	False	1	0.18681	0.81319	0.0
SplittinghERGDataset_00957	True	1	0.11012	0.88988	0.0
SplittinghERGDataset_09650	True	1	0.01823	0.98177	0.0
SplittinghERGDataset_05290	True	1	0.49826	0.50174	0.0
SplittinghERGDataset_11672	False	1	0.37292	0.62708	0.0
SplittinghERGDataset_05139	True	1	0.03125	0.96875	0.0
SplittinghERGDataset_10383	True	0	0.53819	0.46181	0.0
SplittinghERGDataset_02182	False	1	0.04479	0.95521	0.0
SplittinghERGDataset_12225	True	1	0.13941	0.86059	0.0
SplittinghERGDataset_08368	False	1	0.01042	0.98958	0.0
SplittinghERGDataset_09507	True	0	0.85122	0.14878	0.0
SplittinghERGDataset_00917	True	1	0.03993	0.96007	0.0
SplittinghERGDataset_04834	False	0	1.0	0.0	0.0
SplittinghERGDataset_07104	True	1	0.00417	0.99583	0.0
SplittinghERGDataset_10922	True	0	0.52431	0.47569	0.0
SplittinghERGDataset_02334	False	0	0.84115	0.15885	0.0
SplittinghERGDataset_05005	True	1	0.02778	0.97222	0.0
SplittinghERGDataset_03582	False	0	0.94896	0.05104	0.0
SplittinghERGDataset_03467	False	1	0.21354	0.78646	0.0
SplittinghERGDataset_10269	False	1	0.01736	0.98264	0.0
SplittinghERGDataset_03818	True	1	0.14514	0.85486	0.0
SplittinghERGDataset_05241	True	0	0.64623	0.35377	0.0
SplittinghERGDataset_08677	True	1	0.21788	0.78212	0.0
SplittinghERGDataset_03062	True	1	0.0	1.0	0.0
SplittinghERGDataset_07811	False	1	0.15712	0.84288	0.0
SplittinghERGDataset_02543	True	1	0.01042	0.98958	0.0
SplittinghERGDataset_04460	False	1	0.01389	0.98611	0.0
SplittinghERGDataset_01544	True	1	0.05	0.95	0.0
SplittinghERGDataset_11455	False	0	0.63403	0.36597	0.0
SplittinghERGDataset_08770	False	1	0.49653	0.50347	0.0
SplittinghERGDataset_00068	False	1	0.46007	0.53993	0.0
SplittinghERGDataset_11934	False	0	0.52096	0.47904	0.0
SplittinghERGDataset_00361	False	1	0.24841	0.75159	0.0
SplittinghERGDataset_03823	True	1	0.125	0.875	0.0
SplittinghERGDataset_11752	False	0	0.94705	0.05295	0.0
SplittinghERGDataset_10276	True	1	0.24306	0.75694	0.0
SplittinghERGDataset_00166	False	0	0.97011	0.02989	0.0
SplittinghERGDataset_04050	False	1	0.08681	0.91319	0.0
SplittinghERGDataset_08320	True	1	0.01076	0.98924	0.0
SplittinghERGDataset_01969	True	1	0.11106	0.88894	0.0
SplittinghERGDataset_05418	False	1	0.4559	0.5441	0.0
SplittinghERGDataset_04289	True	1	0.0191	0.9809	0.0
SplittinghERGDataset_04150	False	1	0.0625	0.9375	0.0
SplittinghERGDataset_01694	False	1	0.47877	0.52123	0.0
SplittinghERGDataset_00551	True	1	0.33296	0.66704	0.0
SplittinghERGDataset_10949	False	0	0.79945	0.20055	0.0
SplittinghERGDataset_06060	False	0	0.98958	0.01042	0.0
SplittinghERGDataset_05294	True	0	0.82353	0.17647	0.0
SplittinghERGDataset_02709	True	1	0.3006	0.6994	0.0
SplittinghERGDataset_05468	False	0	0.50139	0.49861	0.0
SplittinghERGDataset_02241	False	1	0.1974	0.8026	0.0
SplittinghERGDataset_02633	True	0	0.68105	0.31895	0.0
SplittinghERGDataset_02734	True	1	0.0	1.0	0.0
SplittinghERGDataset_00434	False	0	0.57646	0.42354	0.0
SplittinghERGDataset_06973	True	0	0.89965	0.10035	0.0
SplittinghERGDataset_03879	False	1	0.4599	0.5401	0.0
SplittinghERGDataset_00277	False	1	0.06319	0.93681	0.0
SplittinghERGDataset_12122	True	1	0.18063	0.81937	0.0
SplittinghERGDataset_00127	False	1	0.17674	0.82326	0.0
SplittinghERGDataset_01208	True	0	0.83604	0.16396	0.0
SplittinghERGDataset_01243	True	1	0.17014	0.82986	0.0
SplittinghERGDataset_02871	False	1	0.12153	0.87847	0.0
SplittinghERGDataset_08711	True	1	0.45573	0.54427	0.0
SplittinghERGDataset_06437	True	1	0.0	1.0	0.0
SplittinghERGDataset_09615	True	1	0.0816	0.9184	0.0
SplittinghERGDataset_04932	True	0	0.97396	0.02604	0.0
SplittinghERGDataset_10503	False	1	0.2278	0.7722	0.0
SplittinghERGDataset_05902	False	0	1.0	0.0	0.0
SplittinghERGDataset_09366	True	1	0.01823	0.98177	0.0
SplittinghERGDataset_07735	False	0	0.98958	0.01042	0.0
SplittinghERGDataset_05773	False	0	0.54453	0.45547	0.0
SplittinghERGDataset_02151	True	1	0.07552	0.92448	0.0
SplittinghERGDataset_01610	False	0	0.90938	0.09062	0.0
SplittinghERGDataset_06449	True	0	0.73333	0.26667	0.0
SplittinghERGDataset_02816	True	1	0.01146	0.98854	0.0
SplittinghERGDataset_07275	True	1	0.02083	0.97917	0.0
SplittinghERGDataset_03443	True	1	0.08594	0.91406	0.0
SplittinghERGDataset_01757	True	0	0.66875	0.33125	0.0
SplittinghERGDataset_07056	True	1	0.06771	0.93229	0.0
SplittinghERGDataset_11477	True	1	0.01042	0.98958	0.0
SplittinghERGDataset_01850	True	1	0.06198	0.93802	0.0
SplittinghERGDataset_06904	False	0	1.0	0.0	0.0
SplittinghERGDataset_05279	True	1	0.20784	0.79216	0.0
SplittinghERGDataset_08470	True	1	0.29722	0.70278	0.0
SplittinghERGDataset_01741	True	1	0.43672	0.56328	0.0
SplittinghERGDataset_02197	False	1	0.05816	0.94184	0.0
SplittinghERGDataset_01650	False	1	0.12847	0.87153	0.0
SplittinghERGDataset_10433	True	1	0.06367	0.93633	0.0
SplittinghERGDataset_06922	False	1	0.35987	0.64013	0.0
SplittinghERGDataset_02638	True	1	0.48103	0.51897	0.0
SplittinghERGDataset_10672	False	1	0.28906	0.71094	0.0
SplittinghERGDataset_02549	True	1	0.20833	0.79167	0.0
SplittinghERGDataset_12017	True	1	0.47049	0.52951	0.0
SplittinghERGDataset_06696	True	0	0.83872	0.16128	0.0
SplittinghERGDataset_09174	False	1	0.03793	0.96207	0.0
SplittinghERGDataset_03728	False	1	0.3224	0.6776	0.0
SplittinghERGDataset_06067	True	0	0.65903	0.34097	0.0
SplittinghERGDataset_04876	False	1	0.1158	0.8842	0.0
SplittinghERGDataset_09310	True	0	0.67361	0.32639	0.0
SplittinghERGDataset_09321	False	0	0.55399	0.44601	0.0
SplittinghERGDataset_03619	True	0	0.81997	0.18003	0.0
SplittinghERGDataset_00692	True	0	0.54115	0.45885	0.0
SplittinghERGDataset_06712	True	1	0.47622	0.52378	0.0
SplittinghERGDataset_07478	True	1	0.05885	0.94115	0.0
SplittinghERGDataset_10505	False	1	0.1072	0.8928	0.0
SplittinghERGDataset_07262	True	0	0.85764	0.14236	0.0
SplittinghERGDataset_01054	True	1	0.01835	0.98165	0.0
SplittinghERGDataset_01220	True	1	0.02326	0.97674	0.0
SplittinghERGDataset_11550	True	1	0.32778	0.67222	0.0
SplittinghERGDataset_03602	True	1	0.45788	0.54212	0.0
SplittinghERGDataset_09246	False	1	0.22344	0.77656	0.0
SplittinghERGDataset_02971	True	1	0.26595	0.73405	0.0
SplittinghERGDataset_09455	True	0	0.54731	0.45269	0.0
SplittinghERGDataset_02651	True	0	0.62222	0.37778	0.0
SplittinghERGDataset_07715	False	1	0.11632	0.88368	0.0
SplittinghERGDataset_10971	True	1	0.08333	0.91667	0.0
SplittinghERGDataset_05414	False	1	0.03385	0.96615	0.0
SplittinghERGDataset_08892	True	0	0.7937	0.2063	0.0
SplittinghERGDataset_12390	True	0	0.72309	0.27691	0.0
SplittinghERGDataset_03543	False	0	0.58095	0.41905	0.0
SplittinghERGDataset_11757	False	1	0.02778	0.97222	0.0
SplittinghERGDataset_01680	True	1	0.04479	0.95521	0.0
SplittinghERGDataset_10933	False	1	0.48142	0.51858	0.0
SplittinghERGDataset_05567	True	1	0.47604	0.52396	0.0
SplittinghERGDataset_02459	False	1	0.10608	0.89392	0.0
SplittinghERGDataset_06662	False	1	0.18142	0.81858	0.0
SplittinghERGDataset_04104	True	1	0.02431	0.97569	0.0
SplittinghERGDataset_05540	False	1	0.4902	0.5098	0.0
SplittinghERGDataset_07161	True	1	0.29585	0.70415	0.0
SplittinghERGDataset_05955	True	1	0.2775	0.7225	0.0
SplittinghERGDataset_01687	True	1	0.13351	0.86649	0.0
SplittinghERGDataset_00285	False	0	0.57341	0.42659	0.0
SplittinghERGDataset_07823	True	1	0.46307	0.53693	0.0
SplittinghERGDataset_08123	True	1	0.27865	0.72135	0.0
SplittinghERGDataset_11130	True	1	0.23351	0.76649	0.0
SplittinghERGDataset_03630	False	1	0.05561	0.94439	0.0
SplittinghERGDataset_05195	False	0	0.63617	0.36383	0.0
SplittinghERGDataset_07644	True	1	0.02778	0.97222	0.0
SplittinghERGDataset_00853	True	0	0.7474	0.2526	0.0
SplittinghERGDataset_11607	True	0	0.64583	0.35417	0.0
SplittinghERGDataset_03032	False	1	0.02245	0.97755	0.0
SplittinghERGDataset_11497	True	0	0.93056	0.06944	0.0
SplittinghERGDataset_03880	True	1	0.00521	0.99479	0.0
SplittinghERGDataset_00145	False	1	0.06771	0.93229	0.0
SplittinghERGDataset_03954	False	0	0.97934	0.02066	0.0
SplittinghERGDataset_10659	True	1	0.2309	0.7691	0.0
SplittinghERGDataset_03574	True	1	0.23958	0.76042	0.0
SplittinghERGDataset_07884	True	0	0.87153	0.12847	0.0
SplittinghERGDataset_01028	True	1	0.07552	0.92448	0.0
SplittinghERGDataset_04368	False	1	0.24167	0.75833	0.0
SplittinghERGDataset_03788	False	0	0.90278	0.09722	0.0
SplittinghERGDataset_11168	True	0	0.71267	0.28733	0.0
SplittinghERGDataset_00863	False	0	0.86545	0.13455	0.0
SplittinghERGDataset_10612	True	1	0.01042	0.98958	0.0
SplittinghERGDataset_05319	False	0	1.0	0.0	0.0
SplittinghERGDataset_03026	False	0	0.56528	0.43472	0.0
SplittinghERGDataset_10553	True	1	0.00347	0.99653	0.0
SplittinghERGDataset_05107	True	1	0.04705	0.95295	0.0
SplittinghERGDataset_03901	True	1	0.01562	0.98438	0.0
SplittinghERGDataset_07047	True	1	0.0316	0.9684	0.0
SplittinghERGDataset_12227	False	1	0.46793	0.53207	0.0
SplittinghERGDataset_03265	True	1	0.06771	0.93229	0.0
SplittinghERGDataset_01927	True	1	0.03385	0.96615	0.0
SplittinghERGDataset_05281	False	0	0.60122	0.39878	0.0
SplittinghERGDataset_04918	False	0	0.9559	0.0441	0.0
SplittinghERGDataset_09304	True	1	0.33736	0.66264	0.0
SplittinghERGDataset_04575	False	0	0.89514	0.10486	0.0
SplittinghERGDataset_07899	False	1	0.19444	0.80556	0.0
SplittinghERGDataset_02501	True	1	0.18839	0.81161	0.0
SplittinghERGDataset_03480	True	1	0.16059	0.83941	0.0
SplittinghERGDataset_00269	False	0	0.93021	0.06979	0.0
SplittinghERGDataset_03695	False	1	0.0816	0.9184	0.0
SplittinghERGDataset_09030	False	1	0.0125	0.9875	0.0
SplittinghERGDataset_05950	False	1	0.44306	0.55694	0.0
SplittinghERGDataset_05406	True	1	0.28876	0.71124	0.0
SplittinghERGDataset_02189	False	1	0.39596	0.60404	0.0
SplittinghERGDataset_02599	True	1	0.00923	0.99077	0.0
SplittinghERGDataset_10159	True	1	0.01042	0.98958	0.0
SplittinghERGDataset_00156	False	1	0.23125	0.76875	0.0
SplittinghERGDataset_08413	False	0	1.0	0.0	0.0
SplittinghERGDataset_09320	False	0	0.55399	0.44601	0.0
SplittinghERGDataset_04650	True	0	0.81473	0.18527	0.0
SplittinghERGDataset_08005	True	1	0.0625	0.9375	0.0
SplittinghERGDataset_06235	True	1	0.4684	0.5316	0.0
SplittinghERGDataset_08865	False	1	0.16623	0.83377	0.0
SplittinghERGDataset_08862	False	0	0.98958	0.01042	0.0
SplittinghERGDataset_04960	False	0	0.5339	0.4661	0.0
SplittinghERGDataset_04797	False	1	0.39549	0.60451	0.0
SplittinghERGDataset_09843	False	1	0.28655	0.71345	0.0
SplittinghERGDataset_06467	True	1	0.07222	0.92778	0.0
SplittinghERGDataset_12228	True	1	0.46793	0.53207	0.0
SplittinghERGDataset_00114	False	0	0.95451	0.04549	0.0
SplittinghERGDataset_01114	True	1	0.0651	0.9349	0.0
SplittinghERGDataset_04134	False	0	0.95729	0.04271	0.0
SplittinghERGDataset_09882	False	0	0.97656	0.02344	0.0
SplittinghERGDataset_12279	True	0	0.87205	0.12795	0.0
SplittinghERGDataset_04536	False	0	0.99219	0.00781	0.0
SplittinghERGDataset_12118	True	1	0.03385	0.96615	0.0
SplittinghERGDataset_07539	False	0	0.92882	0.07118	0.0
SplittinghERGDataset_03292	True	1	0.16198	0.83802	0.0
SplittinghERGDataset_10146	False	1	0.47643	0.52357	0.0
SplittinghERGDataset_02305	False	0	0.70908	0.29092	0.0
SplittinghERGDataset_00727	True	1	0.01562	0.98438	0.0
SplittinghERGDataset_10147	True	1	0.15451	0.84549	0.0
SplittinghERGDataset_07604	True	1	0.4599	0.5401	0.0
SplittinghERGDataset_08000	True	0	0.73958	0.26042	0.0
SplittinghERGDataset_05840	True	1	0.30417	0.69583	0.0
SplittinghERGDataset_00037	True	1	0.46788	0.53212	0.0
SplittinghERGDataset_05261	True	0	0.88281	0.11719	0.0
SplittinghERGDataset_09739	True	0	0.61458	0.38542	0.0
SplittinghERGDataset_06969	False	1	0.05729	0.94271	0.0
SplittinghERGDataset_04700	False	1	0.41649	0.58351	0.0
SplittinghERGDataset_00375	False	1	0.43599	0.56401	0.0
SplittinghERGDataset_06844	False	1	0.19427	0.80573	0.0
SplittinghERGDataset_10254	False	1	0.10781	0.89219	0.0
SplittinghERGDataset_10902	True	1	0.0434	0.9566	0.0
SplittinghERGDataset_03174	False	0	0.69618	0.30382	0.0
SplittinghERGDataset_05305	False	0	0.52587	0.47413	0.0
SplittinghERGDataset_11685	True	0	0.61158	0.38842	0.0
SplittinghERGDataset_01435	True	1	0.3316	0.6684	0.0
SplittinghERGDataset_08173	False	0	0.56339	0.43661	0.0
SplittinghERGDataset_03661	False	1	0.13177	0.86823	0.0
SplittinghERGDataset_10297	False	0	0.56302	0.43698	0.0
SplittinghERGDataset_06608	False	0	0.50613	0.49387	0.0
SplittinghERGDataset_08847	True	1	0.03819	0.96181	0.0
SplittinghERGDataset_08844	True	1	0.03021	0.96979	0.0
SplittinghERGDataset_10387	False	1	0.25914	0.74086	0.0
SplittinghERGDataset_06525	True	1	0.078	0.922	0.0
SplittinghERGDataset_04361	False	0	0.98264	0.01736	0.0
SplittinghERGDataset_09093	True	0	0.92222	0.07778	0.0
SplittinghERGDataset_08928	False	1	0.1558	0.8442	0.0
SplittinghERGDataset_09716	False	0	1.0	0.0	0.0
SplittinghERGDataset_11407	True	1	0.43733	0.56267	0.0
SplittinghERGDataset_10325	False	0	0.88212	0.11788	0.0
SplittinghERGDataset_04314	True	0	0.58943	0.41057	0.0
SplittinghERGDataset_01768	False	1	0.36576	0.63424	0.0
SplittinghERGDataset_04198	True	0	0.51476	0.48524	0.0
SplittinghERGDataset_05380	True	1	0.1	0.9	0.0
SplittinghERGDataset_00843	True	1	0.48519	0.51481	0.0
SplittinghERGDataset_08116	False	1	0.19184	0.80816	0.0
SplittinghERGDataset_02754	True	1	0.05729	0.94271	0.0
SplittinghERGDataset_09383	False	0	0.94618	0.05382	0.0
SplittinghERGDataset_05729	True	1	0.38425	0.61575	0.0
SplittinghERGDataset_03304	False	0	0.5437	0.4563	0.0
SplittinghERGDataset_04874	True	1	0.21181	0.78819	0.0
SplittinghERGDataset_00932	True	1	0.02996	0.97004	0.0
SplittinghERGDataset_07371	True	0	0.82349	0.17651	0.0
SplittinghERGDataset_07583	True	1	0.0	1.0	0.0
SplittinghERGDataset_09251	False	0	0.95052	0.04948	0.0
SplittinghERGDataset_00513	False	0	0.83482	0.16518	0.0
SplittinghERGDataset_03618	False	1	0.01166	0.98834	0.0
SplittinghERGDataset_00660	True	1	0.04253	0.95747	0.0
SplittinghERGDataset_02790	True	1	0.04479	0.95521	0.0
SplittinghERGDataset_04680	True	1	0.09201	0.90799	0.0
SplittinghERGDataset_03525	True	1	0.07118	0.92882	0.0
SplittinghERGDataset_07165	False	1	0.31649	0.68351	0.0
SplittinghERGDataset_01433	False	1	0.06163	0.93837	0.0
SplittinghERGDataset_03464	True	1	0.07986	0.92014	0.0
SplittinghERGDataset_11682	True	1	0.39653	0.60347	0.0
SplittinghERGDataset_05954	True	1	0.31944	0.68056	0.0
SplittinghERGDataset_05646	True	1	0.03924	0.96076	0.0
SplittinghERGDataset_05865	True	1	0.313	0.687	0.0
SplittinghERGDataset_03387	False	0	0.97849	0.02151	0.0
SplittinghERGDataset_11535	False	0	0.5783	0.4217	0.0
SplittinghERGDataset_02933	True	1	0.35317	0.64683	0.0
SplittinghERGDataset_07077	True	0	0.85451	0.14549	0.0
SplittinghERGDataset_00779	False	0	0.5963	0.4037	0.0
SplittinghERGDataset_08871	False	0	0.60573	0.39427	0.0
SplittinghERGDataset_12031	True	1	0.01667	0.98333	0.0
SplittinghERGDataset_08508	False	1	0.05382	0.94618	0.0
SplittinghERGDataset_04511	False	0	0.90625	0.09375	0.0
SplittinghERGDataset_08974	False	0	0.98958	0.01042	0.0
SplittinghERGDataset_09229	True	1	0.02257	0.97743	0.0
SplittinghERGDataset_02807	True	1	0.26649	0.73351	0.0
SplittinghERGDataset_01915	False	1	0.48182	0.51818	0.0
SplittinghERGDataset_06579	False	0	0.70885	0.29115	0.0
SplittinghERGDataset_07474	True	1	0.42309	0.57691	0.0
SplittinghERGDataset_08082	True	1	0.01042	0.98958	0.0
SplittinghERGDataset_03165	True	0	0.55729	0.44271	0.0
SplittinghERGDataset_06965	False	0	0.63192	0.36808	0.0
SplittinghERGDataset_00794	True	1	0.28906	0.71094	0.0
SplittinghERGDataset_05348	True	0	0.67614	0.32386	0.0
SplittinghERGDataset_06406	False	0	0.92726	0.07274	0.0
SplittinghERGDataset_00087	True	1	0.38817	0.61183	0.0
SplittinghERGDataset_02923	True	1	0.03733	0.96267	0.0
SplittinghERGDataset_00397	True	0	0.88708	0.11292	0.0
SplittinghERGDataset_07819	True	1	0.02257	0.97743	0.0
SplittinghERGDataset_05975	False	1	0.3783	0.6217	0.0
SplittinghERGDataset_05190	False	0	0.82552	0.17448	0.0
SplittinghERGDataset_01200	True	1	0.21106	0.78894	0.0
SplittinghERGDataset_06340	False	0	0.85729	0.14271	0.0
SplittinghERGDataset_03012	False	0	0.53425	0.46575	0.0
SplittinghERGDataset_10389	False	1	0.25914	0.74086	0.0
SplittinghERGDataset_09247	False	1	0.22344	0.77656	0.0
SplittinghERGDataset_04386	True	1	0.1247	0.8753	0.0
SplittinghERGDataset_10090	True	0	0.62132	0.37868	0.0
SplittinghERGDataset_04144	False	1	0.02014	0.97986	0.0
SplittinghERGDataset_11671	True	1	0.37292	0.62708	0.0
SplittinghERGDataset_04205	True	1	0.02083	0.97917	0.0
SplittinghERGDataset_08054	False	0	0.59757	0.40243	0.0
SplittinghERGDataset_00520	False	0	0.94792	0.05208	0.0
SplittinghERGDataset_02528	True	0	0.89881	0.10119	0.0
SplittinghERGDataset_02983	True	1	0.01562	0.98438	0.0
SplittinghERGDataset_06880	True	0	0.61458	0.38542	0.0
SplittinghERGDataset_12117	True	1	0.03385	0.96615	0.0
SplittinghERGDataset_09702	True	0	0.5347	0.4653	0.0
SplittinghERGDataset_11893	False	1	0.16725	0.83275	0.0
SplittinghERGDataset_05463	True	1	0.04688	0.95312	0.0
SplittinghERGDataset_05150	False	1	0.3407	0.6593	0.0
SplittinghERGDataset_07062	False	1	0.15588	0.84412	0.0
SplittinghERGDataset_05304	True	0	0.52587	0.47413	0.0
SplittinghERGDataset_12108	False	1	0.08073	0.91927	0.0
SplittinghERGDataset_09292	False	1	0.41106	0.58894	0.0
SplittinghERGDataset_09643	True	0	0.90451	0.09549	0.0
SplittinghERGDataset_00800	True	1	0.04427	0.95573	0.0
SplittinghERGDataset_03510	True	1	0.093	0.907	0.0
SplittinghERGDataset_00366	True	1	0.03958	0.96042	0.0
SplittinghERGDataset_00109	True	0	0.97917	0.02083	0.0
SplittinghERGDataset_03199	True	1	0.05903	0.94097	0.0
SplittinghERGDataset_01748	True	1	0.15729	0.84271	0.0
SplittinghERGDataset_08751	True	1	0.15231	0.84769	0.0
SplittinghERGDataset_01295	False	0	0.65198	0.34802	0.0
SplittinghERGDataset_01290	False	0	0.53203	0.46797	0.0
SplittinghERGDataset_00638	True	1	0.12743	0.87257	0.0
SplittinghERGDataset_11613	True	0	0.73264	0.26736	0.0
SplittinghERGDataset_01985	True	0	0.92014	0.07986	0.0
SplittinghERGDataset_03379	False	0	0.83333	0.16667	0.0
SplittinghERGDataset_11282	False	0	0.85434	0.14566	0.0
SplittinghERGDataset_00337	True	1	0.03906	0.96094	0.0
SplittinghERGDataset_03544	False	1	0.05347	0.94653	0.0
SplittinghERGDataset_08456	True	0	0.62308	0.37692	0.0
SplittinghERGDataset_04072	False	1	0.46166	0.53834	0.0
SplittinghERGDataset_02496	True	0	0.72396	0.27604	0.0
SplittinghERGDataset_08427	True	1	0.32485	0.67515	0.0
SplittinghERGDataset_05862	True	1	0.29358	0.70642	0.0
SplittinghERGDataset_11339	True	0	0.77604	0.22396	0.0
SplittinghERGDataset_10484	True	1	0.31037	0.68963	0.0
SplittinghERGDataset_12430	False	1	0.44896	0.55104	0.0
SplittinghERGDataset_04926	True	0	0.73698	0.26302	0.0
SplittinghERGDataset_03028	False	0	0.54253	0.45747	0.0
SplittinghERGDataset_00791	True	0	0.50035	0.49965	0.0
SplittinghERGDataset_11518	False	1	0.34762	0.65238	0.0
SplittinghERGDataset_09297	True	1	0.13889	0.86111	0.0
SplittinghERGDataset_04565	True	1	0.04688	0.95312	0.0
SplittinghERGDataset_10682	True	1	0.30536	0.69464	0.0
SplittinghERGDataset_09897	True	1	0.11424	0.88576	0.0
SplittinghERGDataset_09226	False	1	0.21007	0.78993	0.0
SplittinghERGDataset_11050	True	1	0.15538	0.84462	0.0
SplittinghERGDataset_01913	False	1	0.48182	0.51818	0.0
SplittinghERGDataset_03812	True	1	0.16111	0.83889	0.0
SplittinghERGDataset_06730	True	1	0.10538	0.89462	0.0
SplittinghERGDataset_07425	False	0	1.0	0.0	0.0
SplittinghERGDataset_05687	True	1	0.0	1.0	0.0
SplittinghERGDataset_05092	True	1	0.44209	0.55791	0.0
SplittinghERGDataset_02029	True	0	0.87589	0.12411	0.0
SplittinghERGDataset_02137	True	0	0.57396	0.42604	0.0
SplittinghERGDataset_03192	True	1	0.03437	0.96562	0.0
SplittinghERGDataset_09319	True	0	0.55399	0.44601	0.0
SplittinghERGDataset_06314	True	0	0.90938	0.09062	0.0
SplittinghERGDataset_11827	True	1	0.15451	0.84549	0.0
SplittinghERGDataset_04935	True	1	0.5	0.5	0.0
SplittinghERGDataset_11963	True	1	0.01042	0.98958	0.0
SplittinghERGDataset_11977	False	1	0.08333	0.91667	0.0
SplittinghERGDataset_09984	False	1	0.49757	0.50243	0.0
SplittinghERGDataset_05109	False	1	0.00787	0.99213	0.0
SplittinghERGDataset_02369	True	1	0.4438	0.5562	0.0
SplittinghERGDataset_08006	True	0	0.68494	0.31506	0.0
SplittinghERGDataset_07667	True	0	0.80087	0.19913	0.0
SplittinghERGDataset_09618	True	1	0.05208	0.94792	0.0
