QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
Splitting_hERG_Dataset_filtered.tsv_00324	True	1	0.083	0.917	0.0
Splitting_hERG_Dataset_filtered.tsv_08882	False	1	0.16077	0.83923	0.0
Splitting_hERG_Dataset_filtered.tsv_06180	True	1	0.01936	0.98064	0.0
Splitting_hERG_Dataset_filtered.tsv_00106	True	0	0.98788	0.01212	0.0
Splitting_hERG_Dataset_filtered.tsv_00770	True	1	0.05791	0.94209	0.0
Splitting_hERG_Dataset_filtered.tsv_02337	False	0	0.85034	0.14966	0.0
Splitting_hERG_Dataset_filtered.tsv_06933	False	0	1.0	0.0	0.0
Splitting_hERG_Dataset_filtered.tsv_06169	False	1	0.03889	0.96111	0.0
Splitting_hERG_Dataset_filtered.tsv_00742	True	0	0.51322	0.48678	0.0
Splitting_hERG_Dataset_filtered.tsv_05438	True	0	0.83636	0.16364	0.0
Splitting_hERG_Dataset_filtered.tsv_04629	False	1	0.43735	0.56265	0.0
Splitting_hERG_Dataset_filtered.tsv_02916	False	1	0.04293	0.95707	0.0
Splitting_hERG_Dataset_filtered.tsv_08551	False	0	0.90152	0.09848	0.0
Splitting_hERG_Dataset_filtered.tsv_03553	True	0	0.50825	0.49175	0.0
Splitting_hERG_Dataset_filtered.tsv_02381	False	0	0.69913	0.30087	0.0
Splitting_hERG_Dataset_filtered.tsv_06580	False	1	0.13283	0.86717	0.0
Splitting_hERG_Dataset_filtered.tsv_01768	True	1	0.08646	0.91354	0.0
Splitting_hERG_Dataset_filtered.tsv_07707	True	1	0.04598	0.95402	0.0
Splitting_hERG_Dataset_filtered.tsv_09323	False	0	0.96128	0.03872	0.0
Splitting_hERG_Dataset_filtered.tsv_10329	True	0	0.53062	0.46938	0.0
Splitting_hERG_Dataset_filtered.tsv_09990	True	1	0.12525	0.87475	0.0
Splitting_hERG_Dataset_filtered.tsv_08035	True	0	0.76599	0.23401	0.0
Splitting_hERG_Dataset_filtered.tsv_00189	True	1	0.0202	0.9798	0.0
Splitting_hERG_Dataset_filtered.tsv_05513	False	1	0.37152	0.62848	0.0
Splitting_hERG_Dataset_filtered.tsv_00806	True	1	0.05784	0.94216	0.0
Splitting_hERG_Dataset_filtered.tsv_03238	True	1	0.39838	0.60162	0.0
Splitting_hERG_Dataset_filtered.tsv_04484	True	1	0.09916	0.90084	0.0
Splitting_hERG_Dataset_filtered.tsv_09163	False	0	1.0	0.0	0.0
Splitting_hERG_Dataset_filtered.tsv_03928	False	1	0.06448	0.93552	0.0
Splitting_hERG_Dataset_filtered.tsv_09594	True	1	0.10993	0.89007	0.0
Splitting_hERG_Dataset_filtered.tsv_00945	True	1	0.0846	0.9154	0.0
Splitting_hERG_Dataset_filtered.tsv_01083	False	0	0.53466	0.46534	0.0
Splitting_hERG_Dataset_filtered.tsv_06917	False	1	0.00337	0.99663	0.0
Splitting_hERG_Dataset_filtered.tsv_01225	False	1	0.44276	0.55724	0.0
Splitting_hERG_Dataset_filtered.tsv_03825	False	1	0.15051	0.84949	0.0
Splitting_hERG_Dataset_filtered.tsv_09810	True	1	0.15135	0.84865	0.0
Splitting_hERG_Dataset_filtered.tsv_02182	False	1	0.25202	0.74798	0.0
Splitting_hERG_Dataset_filtered.tsv_08391	True	0	0.92424	0.07576	0.0
Splitting_hERG_Dataset_filtered.tsv_01737	True	0	0.97273	0.02727	0.0
Splitting_hERG_Dataset_filtered.tsv_04517	False	0	0.54865	0.45135	0.0
Splitting_hERG_Dataset_filtered.tsv_01509	True	0	0.64579	0.35421	0.0
Splitting_hERG_Dataset_filtered.tsv_10048	True	1	0.35666	0.64334	0.0
Splitting_hERG_Dataset_filtered.tsv_10262	True	0	0.75633	0.24367	0.0
Splitting_hERG_Dataset_filtered.tsv_07939	True	1	0.24012	0.75988	0.0
Splitting_hERG_Dataset_filtered.tsv_06876	True	1	0.08672	0.91328	0.0
Splitting_hERG_Dataset_filtered.tsv_04220	False	1	0.10202	0.89798	0.0
Splitting_hERG_Dataset_filtered.tsv_00991	True	1	0.01347	0.98653	0.0
Splitting_hERG_Dataset_filtered.tsv_03354	False	0	0.69418	0.30582	0.0
Splitting_hERG_Dataset_filtered.tsv_10373	True	0	0.66835	0.33165	0.0
Splitting_hERG_Dataset_filtered.tsv_05250	False	1	0.46513	0.53487	0.0
Splitting_hERG_Dataset_filtered.tsv_00467	True	0	0.84596	0.15404	0.0
Splitting_hERG_Dataset_filtered.tsv_06633	True	1	0.0	1.0	0.0
Splitting_hERG_Dataset_filtered.tsv_04058	False	0	0.82148	0.17852	0.0
Splitting_hERG_Dataset_filtered.tsv_06145	True	1	0.23497	0.76503	0.0
Splitting_hERG_Dataset_filtered.tsv_01067	True	1	0.4734	0.5266	0.0
Splitting_hERG_Dataset_filtered.tsv_07031	False	1	0.49579	0.50421	0.0
Splitting_hERG_Dataset_filtered.tsv_05316	True	1	0.02294	0.97706	0.0
Splitting_hERG_Dataset_filtered.tsv_03157	True	0	0.86806	0.13194	0.0
Splitting_hERG_Dataset_filtered.tsv_10934	False	1	0.36821	0.63179	0.0
Splitting_hERG_Dataset_filtered.tsv_10949	True	1	0.00673	0.99327	0.0
Splitting_hERG_Dataset_filtered.tsv_10856	True	1	0.46402	0.53598	0.0
Splitting_hERG_Dataset_filtered.tsv_05381	False	1	0.0843	0.9157	0.0
Splitting_hERG_Dataset_filtered.tsv_06224	False	0	0.54518	0.45482	0.0
Splitting_hERG_Dataset_filtered.tsv_03668	True	1	0.31077	0.68923	0.0
Splitting_hERG_Dataset_filtered.tsv_05065	True	1	0.03872	0.96128	0.0
Splitting_hERG_Dataset_filtered.tsv_07276	True	0	0.52508	0.47492	0.0
Splitting_hERG_Dataset_filtered.tsv_07735	True	0	0.77992	0.22008	0.0
Splitting_hERG_Dataset_filtered.tsv_02155	False	1	0.48776	0.51224	0.0
Splitting_hERG_Dataset_filtered.tsv_02509	True	1	0.22758	0.77242	0.0
Splitting_hERG_Dataset_filtered.tsv_09675	True	1	0.14343	0.85657	0.0
Splitting_hERG_Dataset_filtered.tsv_08579	True	0	0.95623	0.04377	0.0
Splitting_hERG_Dataset_filtered.tsv_06071	True	1	0.0202	0.9798	0.0
Splitting_hERG_Dataset_filtered.tsv_01596	True	0	0.93333	0.06667	0.0
Splitting_hERG_Dataset_filtered.tsv_00153	False	1	0.25897	0.74103	0.0
Splitting_hERG_Dataset_filtered.tsv_02989	False	1	0.05337	0.94663	0.0
Splitting_hERG_Dataset_filtered.tsv_07268	True	1	0.19192	0.80808	0.0
Splitting_hERG_Dataset_filtered.tsv_05588	True	1	0.0	1.0	0.0
Splitting_hERG_Dataset_filtered.tsv_04257	False	1	0.49259	0.50741	0.0
Splitting_hERG_Dataset_filtered.tsv_10114	True	1	0.0	1.0	0.0
Splitting_hERG_Dataset_filtered.tsv_08378	True	0	0.57256	0.42744	0.0
Splitting_hERG_Dataset_filtered.tsv_06604	False	1	0.11448	0.88552	0.0
Splitting_hERG_Dataset_filtered.tsv_02289	True	0	0.70791	0.29209	0.0
Splitting_hERG_Dataset_filtered.tsv_10336	True	0	0.72677	0.27323	0.0
Splitting_hERG_Dataset_filtered.tsv_04942	True	1	0.19899	0.80101	0.0
Splitting_hERG_Dataset_filtered.tsv_06575	True	1	0.11477	0.88523	0.0
Splitting_hERG_Dataset_filtered.tsv_02428	True	1	0.06902	0.93098	0.0
Splitting_hERG_Dataset_filtered.tsv_08413	True	1	0.34632	0.65368	0.0
Splitting_hERG_Dataset_filtered.tsv_01910	True	0	0.50505	0.49495	0.0
Splitting_hERG_Dataset_filtered.tsv_04084	False	1	0.35051	0.64949	0.0
Splitting_hERG_Dataset_filtered.tsv_09785	False	0	0.57167	0.42833	0.0
Splitting_hERG_Dataset_filtered.tsv_04917	False	0	0.73165	0.26835	0.0
Splitting_hERG_Dataset_filtered.tsv_11573	True	1	0.02222	0.97778	0.0
Splitting_hERG_Dataset_filtered.tsv_00101	True	1	0.33165	0.66835	0.0
Splitting_hERG_Dataset_filtered.tsv_06904	False	1	0.15833	0.84167	0.0
Splitting_hERG_Dataset_filtered.tsv_04423	True	1	0.43468	0.56532	0.0
Splitting_hERG_Dataset_filtered.tsv_03604	True	0	0.80455	0.19545	0.0
Splitting_hERG_Dataset_filtered.tsv_04510	True	1	0.15188	0.84812	0.0
Splitting_hERG_Dataset_filtered.tsv_11410	True	1	0.03535	0.96465	0.0
Splitting_hERG_Dataset_filtered.tsv_10453	True	0	0.57747	0.42253	0.0
Splitting_hERG_Dataset_filtered.tsv_08440	False	1	0.42722	0.57278	0.0
Splitting_hERG_Dataset_filtered.tsv_03863	True	1	0.1993	0.8007	0.0
Splitting_hERG_Dataset_filtered.tsv_02038	True	1	0.05387	0.94613	0.0
Splitting_hERG_Dataset_filtered.tsv_01843	True	0	0.70269	0.29731	0.0
Splitting_hERG_Dataset_filtered.tsv_08439	True	1	0.42722	0.57278	0.0
Splitting_hERG_Dataset_filtered.tsv_04425	False	1	0.11652	0.88348	0.0
Splitting_hERG_Dataset_filtered.tsv_00611	True	1	0.45839	0.54161	0.0
Splitting_hERG_Dataset_filtered.tsv_00885	True	1	0.30875	0.69125	0.0
Splitting_hERG_Dataset_filtered.tsv_01830	False	1	0.4662	0.5338	0.0
Splitting_hERG_Dataset_filtered.tsv_02368	False	1	0.04161	0.95839	0.0
Splitting_hERG_Dataset_filtered.tsv_04866	True	1	0.03401	0.96599	0.0
Splitting_hERG_Dataset_filtered.tsv_06923	True	1	0.26768	0.73232	0.0
Splitting_hERG_Dataset_filtered.tsv_07742	True	1	0.04966	0.95034	0.0
Splitting_hERG_Dataset_filtered.tsv_02234	True	0	0.65426	0.34574	0.0
Splitting_hERG_Dataset_filtered.tsv_09773	True	1	0.04377	0.95623	0.0
Splitting_hERG_Dataset_filtered.tsv_10419	False	1	0.15984	0.84016	0.0
Splitting_hERG_Dataset_filtered.tsv_09925	True	0	0.53687	0.46313	0.0
Splitting_hERG_Dataset_filtered.tsv_06030	True	1	0.35556	0.64444	0.0
Splitting_hERG_Dataset_filtered.tsv_05227	False	1	0.06818	0.93182	0.0
Splitting_hERG_Dataset_filtered.tsv_05141	False	0	0.99495	0.00505	0.0
Splitting_hERG_Dataset_filtered.tsv_09436	False	0	0.81902	0.18098	0.0
Splitting_hERG_Dataset_filtered.tsv_02681	False	0	0.52407	0.47593	0.0
Splitting_hERG_Dataset_filtered.tsv_11429	False	1	0.49209	0.50791	0.0
Splitting_hERG_Dataset_filtered.tsv_11451	False	1	0.44192	0.55808	0.0
Splitting_hERG_Dataset_filtered.tsv_09129	False	0	0.55387	0.44613	0.0
Splitting_hERG_Dataset_filtered.tsv_11327	False	0	0.96498	0.03502	0.0
Splitting_hERG_Dataset_filtered.tsv_01132	True	1	0.0697	0.9303	0.0
Splitting_hERG_Dataset_filtered.tsv_09378	True	0	0.79966	0.20034	0.0
Splitting_hERG_Dataset_filtered.tsv_10525	True	1	0.0	1.0	0.0
Splitting_hERG_Dataset_filtered.tsv_03623	True	1	0.10926	0.89074	0.0
Splitting_hERG_Dataset_filtered.tsv_10014	False	0	0.56999	0.43001	0.0
Splitting_hERG_Dataset_filtered.tsv_04656	False	0	0.95471	0.04529	0.0
Splitting_hERG_Dataset_filtered.tsv_02772	True	1	0.14057	0.85943	0.0
Splitting_hERG_Dataset_filtered.tsv_11402	True	1	0.06818	0.93182	0.0
Splitting_hERG_Dataset_filtered.tsv_08077	False	1	0.36397	0.63603	0.0
Splitting_hERG_Dataset_filtered.tsv_09024	True	1	0.00505	0.99495	0.0
Splitting_hERG_Dataset_filtered.tsv_08448	True	1	0.14899	0.85101	0.0
Splitting_hERG_Dataset_filtered.tsv_06738	False	1	0.22997	0.77003	0.0
Splitting_hERG_Dataset_filtered.tsv_06423	False	1	0.43956	0.56044	0.0
Splitting_hERG_Dataset_filtered.tsv_01062	False	1	0.08468	0.91532	0.0
Splitting_hERG_Dataset_filtered.tsv_07814	True	0	0.56044	0.43956	0.0
Splitting_hERG_Dataset_filtered.tsv_01923	False	0	0.9899	0.0101	0.0
Splitting_hERG_Dataset_filtered.tsv_10874	False	0	0.89226	0.10774	0.0
Splitting_hERG_Dataset_filtered.tsv_10154	True	1	0.07239	0.92761	0.0
Splitting_hERG_Dataset_filtered.tsv_05967	True	1	0.30082	0.69918	0.0
Splitting_hERG_Dataset_filtered.tsv_00867	True	0	0.7532	0.2468	0.0
Splitting_hERG_Dataset_filtered.tsv_09745	True	0	0.54209	0.45791	0.0
Splitting_hERG_Dataset_filtered.tsv_09894	True	1	0.41448	0.58552	0.0
Splitting_hERG_Dataset_filtered.tsv_07130	False	1	0.15326	0.84674	0.0
Splitting_hERG_Dataset_filtered.tsv_09262	False	1	0.14242	0.85758	0.0
Splitting_hERG_Dataset_filtered.tsv_07840	True	1	0.12121	0.87879	0.0
Splitting_hERG_Dataset_filtered.tsv_08084	True	1	0.46785	0.53215	0.0
Splitting_hERG_Dataset_filtered.tsv_00820	True	1	0.29697	0.70303	0.0
Splitting_hERG_Dataset_filtered.tsv_04007	False	1	0.04545	0.95455	0.0
Splitting_hERG_Dataset_filtered.tsv_08455	False	0	0.99495	0.00505	0.0
Splitting_hERG_Dataset_filtered.tsv_00067	False	1	0.48552	0.51448	0.0
Splitting_hERG_Dataset_filtered.tsv_11671	True	0	0.76804	0.23196	0.0
Splitting_hERG_Dataset_filtered.tsv_06304	False	0	0.91717	0.08283	0.0
Splitting_hERG_Dataset_filtered.tsv_02814	True	1	0.03283	0.96717	0.0
Splitting_hERG_Dataset_filtered.tsv_05445	False	0	0.54276	0.45724	0.0
Splitting_hERG_Dataset_filtered.tsv_00937	True	1	0.13333	0.86667	0.0
Splitting_hERG_Dataset_filtered.tsv_06723	True	1	0.00253	0.99747	0.0
Splitting_hERG_Dataset_filtered.tsv_07599	True	1	0.13232	0.86768	0.0
Splitting_hERG_Dataset_filtered.tsv_07532	True	0	0.70851	0.29149	0.0
Splitting_hERG_Dataset_filtered.tsv_11431	False	0	1.0	0.0	0.0
Splitting_hERG_Dataset_filtered.tsv_02028	True	1	0.2532	0.7468	0.0
Splitting_hERG_Dataset_filtered.tsv_05628	False	0	0.94444	0.05556	0.0
Splitting_hERG_Dataset_filtered.tsv_04697	False	1	0.24175	0.75825	0.0
Splitting_hERG_Dataset_filtered.tsv_00146	False	1	0.17088	0.82912	0.0
Splitting_hERG_Dataset_filtered.tsv_04806	True	1	0.25067	0.74933	0.0
Splitting_hERG_Dataset_filtered.tsv_01577	True	1	0.26448	0.73552	0.0
Splitting_hERG_Dataset_filtered.tsv_00638	False	0	0.8165	0.1835	0.0
Splitting_hERG_Dataset_filtered.tsv_09445	True	1	0.04916	0.95084	0.0
Splitting_hERG_Dataset_filtered.tsv_04943	True	1	0.19899	0.80101	0.0
Splitting_hERG_Dataset_filtered.tsv_01983	False	1	0.44916	0.55084	0.0
Splitting_hERG_Dataset_filtered.tsv_02273	True	0	0.93199	0.06801	0.0
Splitting_hERG_Dataset_filtered.tsv_00124	True	1	0.39909	0.60091	0.0
Splitting_hERG_Dataset_filtered.tsv_00245	True	1	0.22727	0.77273	0.0
Splitting_hERG_Dataset_filtered.tsv_08192	True	0	0.79562	0.20438	0.0
Splitting_hERG_Dataset_filtered.tsv_03566	False	1	0.13569	0.86431	0.0
Splitting_hERG_Dataset_filtered.tsv_07718	True	1	0.11195	0.88805	0.0
Splitting_hERG_Dataset_filtered.tsv_02131	True	1	0.30556	0.69444	0.0
Splitting_hERG_Dataset_filtered.tsv_01752	True	1	0.26484	0.73516	0.0
Splitting_hERG_Dataset_filtered.tsv_11507	True	1	0.21044	0.78956	0.0
Splitting_hERG_Dataset_filtered.tsv_04696	False	1	0.35135	0.64865	0.0
Splitting_hERG_Dataset_filtered.tsv_06193	True	1	0.48906	0.51094	0.0
Splitting_hERG_Dataset_filtered.tsv_09119	True	1	0.00673	0.99327	0.0
Splitting_hERG_Dataset_filtered.tsv_02846	False	0	0.52311	0.47689	0.0
Splitting_hERG_Dataset_filtered.tsv_11564	False	1	0.11688	0.88312	0.0
Splitting_hERG_Dataset_filtered.tsv_07117	False	0	0.9798	0.0202	0.0
Splitting_hERG_Dataset_filtered.tsv_06256	True	1	0.19899	0.80101	0.0
Splitting_hERG_Dataset_filtered.tsv_02897	False	0	0.66324	0.33676	0.0
Splitting_hERG_Dataset_filtered.tsv_10183	True	0	0.94512	0.05488	0.0
Splitting_hERG_Dataset_filtered.tsv_02497	False	0	0.98148	0.01852	0.0
Splitting_hERG_Dataset_filtered.tsv_11307	False	0	0.54257	0.45743	0.0
Splitting_hERG_Dataset_filtered.tsv_02935	True	0	0.61717	0.38283	0.0
Splitting_hERG_Dataset_filtered.tsv_09928	True	1	0.05556	0.94444	0.0
Splitting_hERG_Dataset_filtered.tsv_09467	False	0	0.74865	0.25135	0.0
Splitting_hERG_Dataset_filtered.tsv_08188	False	1	0.17311	0.82689	0.0
Splitting_hERG_Dataset_filtered.tsv_01211	True	0	0.81092	0.18908	0.0
Splitting_hERG_Dataset_filtered.tsv_06948	False	1	0.03824	0.96176	0.0
Splitting_hERG_Dataset_filtered.tsv_09912	False	1	0.12557	0.87443	0.0
Splitting_hERG_Dataset_filtered.tsv_05525	False	1	0.05387	0.94613	0.0
Splitting_hERG_Dataset_filtered.tsv_00678	False	1	0.1562	0.8438	0.0
Splitting_hERG_Dataset_filtered.tsv_03974	True	1	0.00202	0.99798	0.0
Splitting_hERG_Dataset_filtered.tsv_09937	True	1	0.0	1.0	0.0
Splitting_hERG_Dataset_filtered.tsv_03907	False	0	0.95668	0.04332	0.0
Splitting_hERG_Dataset_filtered.tsv_10019	True	1	0.06667	0.93333	0.0
Splitting_hERG_Dataset_filtered.tsv_00488	False	0	0.53199	0.46801	0.0
Splitting_hERG_Dataset_filtered.tsv_05371	True	0	0.9569	0.0431	0.0
Splitting_hERG_Dataset_filtered.tsv_10932	True	0	0.94495	0.05505	0.0
Splitting_hERG_Dataset_filtered.tsv_09931	True	1	0.07576	0.92424	0.0
Splitting_hERG_Dataset_filtered.tsv_05604	False	0	0.55051	0.44949	0.0
Splitting_hERG_Dataset_filtered.tsv_08816	False	1	0.00337	0.99663	0.0
Splitting_hERG_Dataset_filtered.tsv_08127	False	1	0.0303	0.9697	0.0
Splitting_hERG_Dataset_filtered.tsv_07473	False	1	0.1867	0.8133	0.0
Splitting_hERG_Dataset_filtered.tsv_04928	True	0	0.62264	0.37736	0.0
Splitting_hERG_Dataset_filtered.tsv_11139	True	0	0.76566	0.23434	0.0
Splitting_hERG_Dataset_filtered.tsv_04837	True	1	0.22395	0.77605	0.0
Splitting_hERG_Dataset_filtered.tsv_11522	False	1	0.45	0.55	0.0
Splitting_hERG_Dataset_filtered.tsv_04715	True	1	0.17391	0.82609	0.0
Splitting_hERG_Dataset_filtered.tsv_07674	True	0	0.87795	0.12205	0.0
Splitting_hERG_Dataset_filtered.tsv_07796	True	1	0.03872	0.96128	0.0
Splitting_hERG_Dataset_filtered.tsv_06718	True	0	0.84709	0.15291	0.0
Splitting_hERG_Dataset_filtered.tsv_04684	True	0	0.51022	0.48978	0.0
Splitting_hERG_Dataset_filtered.tsv_09547	True	1	0.12374	0.87626	0.0
Splitting_hERG_Dataset_filtered.tsv_11446	False	1	0.42821	0.57179	0.0
Splitting_hERG_Dataset_filtered.tsv_05750	True	1	0.03535	0.96465	0.0
Splitting_hERG_Dataset_filtered.tsv_11506	True	1	0.22768	0.77232	0.0
Splitting_hERG_Dataset_filtered.tsv_04279	True	1	0.34101	0.65899	0.0
Splitting_hERG_Dataset_filtered.tsv_06143	True	1	0.23497	0.76503	0.0
Splitting_hERG_Dataset_filtered.tsv_04468	False	1	0.20387	0.79613	0.0
Splitting_hERG_Dataset_filtered.tsv_00911	True	1	0.3936	0.6064	0.0
Splitting_hERG_Dataset_filtered.tsv_11099	True	1	0.42665	0.57335	0.0
Splitting_hERG_Dataset_filtered.tsv_08401	False	0	0.81667	0.18333	0.0
Splitting_hERG_Dataset_filtered.tsv_01576	True	1	0.09091	0.90909	0.0
Splitting_hERG_Dataset_filtered.tsv_09903	False	0	0.50096	0.49904	0.0
Splitting_hERG_Dataset_filtered.tsv_05793	True	1	0.34767	0.65233	0.0
Splitting_hERG_Dataset_filtered.tsv_09113	True	1	0.0	1.0	0.0
Splitting_hERG_Dataset_filtered.tsv_05455	False	0	0.77946	0.22054	0.0
Splitting_hERG_Dataset_filtered.tsv_06182	True	1	0.01936	0.98064	0.0
Splitting_hERG_Dataset_filtered.tsv_07697	True	1	0.04714	0.95286	0.0
Splitting_hERG_Dataset_filtered.tsv_07412	False	1	0.09529	0.90471	0.0
Splitting_hERG_Dataset_filtered.tsv_09811	False	1	0.47977	0.52023	0.0
Splitting_hERG_Dataset_filtered.tsv_04130	False	1	0.10438	0.89562	0.0
