QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1
Splitting_hERG_Dataset_filtered.tsv_00104	True	1	0.30891	0.69109
Splitting_hERG_Dataset_filtered.tsv_00108	False	1	0.31591	0.68409
Splitting_hERG_Dataset_filtered.tsv_00118	True	1	0.40724	0.59276
Splitting_hERG_Dataset_filtered.tsv_00119	False	1	0.40724	0.59276
Splitting_hERG_Dataset_filtered.tsv_00120	False	1	0.40724	0.59276
Splitting_hERG_Dataset_filtered.tsv_00128	False	1	0.3931	0.6069
Splitting_hERG_Dataset_filtered.tsv_00129	True	1	0.3931	0.6069
Splitting_hERG_Dataset_filtered.tsv_00136	True	1	0.44977	0.55023
Splitting_hERG_Dataset_filtered.tsv_00137	False	0	0.78436	0.21564
Splitting_hERG_Dataset_filtered.tsv_00138	False	0	0.78436	0.21564
Splitting_hERG_Dataset_filtered.tsv_00139	False	0	0.78436	0.21564
Splitting_hERG_Dataset_filtered.tsv_00147	True	1	0.2979	0.7021
Splitting_hERG_Dataset_filtered.tsv_00156	False	0	0.61227	0.38773
Splitting_hERG_Dataset_filtered.tsv_00157	False	0	0.61227	0.38773
Splitting_hERG_Dataset_filtered.tsv_00158	True	1	0.41735	0.58265
Splitting_hERG_Dataset_filtered.tsv_00166	True	1	0.30909	0.69091
Splitting_hERG_Dataset_filtered.tsv_00167	False	1	0.30909	0.69091
Splitting_hERG_Dataset_filtered.tsv_00192	False	1	0.45392	0.54608
Splitting_hERG_Dataset_filtered.tsv_00193	False	1	0.25286	0.74714
Splitting_hERG_Dataset_filtered.tsv_00194	False	1	0.25286	0.74714
Splitting_hERG_Dataset_filtered.tsv_00195	False	1	0.25286	0.74714
Splitting_hERG_Dataset_filtered.tsv_00200	False	1	0.32409	0.67591
Splitting_hERG_Dataset_filtered.tsv_00201	False	1	0.48129	0.51871
Splitting_hERG_Dataset_filtered.tsv_00205	False	0	0.63134	0.36866
Splitting_hERG_Dataset_filtered.tsv_00212	False	0	0.57619	0.42381
Splitting_hERG_Dataset_filtered.tsv_00213	True	0	0.57619	0.42381
Splitting_hERG_Dataset_filtered.tsv_00214	True	0	0.57619	0.42381
Splitting_hERG_Dataset_filtered.tsv_00215	True	0	0.57619	0.42381
Splitting_hERG_Dataset_filtered.tsv_00216	False	0	0.54004	0.45996
Splitting_hERG_Dataset_filtered.tsv_00219	True	1	0.34956	0.65044
Splitting_hERG_Dataset_filtered.tsv_00220	True	1	0.45779	0.54221
Splitting_hERG_Dataset_filtered.tsv_00221	False	1	0.45779	0.54221
Splitting_hERG_Dataset_filtered.tsv_00222	False	1	0.45779	0.54221
Splitting_hERG_Dataset_filtered.tsv_00229	True	1	0.4393	0.5607
Splitting_hERG_Dataset_filtered.tsv_00238	True	0	0.5406	0.4594
Splitting_hERG_Dataset_filtered.tsv_00243	True	1	0.28754	0.71246
Splitting_hERG_Dataset_filtered.tsv_00250	True	1	0.38232	0.61768
Splitting_hERG_Dataset_filtered.tsv_00251	False	1	0.38232	0.61768
Splitting_hERG_Dataset_filtered.tsv_00253	True	1	0.38464	0.61536
Splitting_hERG_Dataset_filtered.tsv_00275	False	0	0.51953	0.48047
Splitting_hERG_Dataset_filtered.tsv_00276	False	1	0.40087	0.59913
Splitting_hERG_Dataset_filtered.tsv_00277	False	1	0.40087	0.59913
Splitting_hERG_Dataset_filtered.tsv_00278	True	1	0.40087	0.59913
Splitting_hERG_Dataset_filtered.tsv_00279	False	1	0.467	0.533
Splitting_hERG_Dataset_filtered.tsv_00280	True	1	0.467	0.533
Splitting_hERG_Dataset_filtered.tsv_00289	True	0	0.71515	0.28485
Splitting_hERG_Dataset_filtered.tsv_00290	True	0	0.52292	0.47708
Splitting_hERG_Dataset_filtered.tsv_00291	True	0	0.52292	0.47708
Splitting_hERG_Dataset_filtered.tsv_00304	False	0	0.57184	0.42816
Splitting_hERG_Dataset_filtered.tsv_00305	True	1	0.36557	0.63443
Splitting_hERG_Dataset_filtered.tsv_00310	True	1	0.42727	0.57273
Splitting_hERG_Dataset_filtered.tsv_00311	True	1	0.42727	0.57273
Splitting_hERG_Dataset_filtered.tsv_00318	True	1	0.33636	0.66364
Splitting_hERG_Dataset_filtered.tsv_00319	False	1	0.33636	0.66364
Splitting_hERG_Dataset_filtered.tsv_00326	False	1	0.38215	0.61785
Splitting_hERG_Dataset_filtered.tsv_00330	True	0	0.60438	0.39562
Splitting_hERG_Dataset_filtered.tsv_00331	False	0	0.61044	0.38956
Splitting_hERG_Dataset_filtered.tsv_00332	True	0	0.51029	0.48971
Splitting_hERG_Dataset_filtered.tsv_00333	True	1	0.43277	0.56723
Splitting_hERG_Dataset_filtered.tsv_00334	False	1	0.43277	0.56723
Splitting_hERG_Dataset_filtered.tsv_00339	False	1	0.2873	0.7127
Splitting_hERG_Dataset_filtered.tsv_00340	False	1	0.2873	0.7127
Splitting_hERG_Dataset_filtered.tsv_00341	False	1	0.2873	0.7127
Splitting_hERG_Dataset_filtered.tsv_00347	False	0	0.60738	0.39262
Splitting_hERG_Dataset_filtered.tsv_00354	True	1	0.23333	0.76667
Splitting_hERG_Dataset_filtered.tsv_00363	False	0	0.90741	0.09259
Splitting_hERG_Dataset_filtered.tsv_00364	False	0	0.90741	0.09259
Splitting_hERG_Dataset_filtered.tsv_00365	False	1	0.48367	0.51633
Splitting_hERG_Dataset_filtered.tsv_00366	False	1	0.48367	0.51633
Splitting_hERG_Dataset_filtered.tsv_00368	True	1	0.47662	0.52338
Splitting_hERG_Dataset_filtered.tsv_00369	True	1	0.47662	0.52338
Splitting_hERG_Dataset_filtered.tsv_00370	True	1	0.48454	0.51546
Splitting_hERG_Dataset_filtered.tsv_00371	False	1	0.48454	0.51546
Splitting_hERG_Dataset_filtered.tsv_00372	False	1	0.48454	0.51546
Splitting_hERG_Dataset_filtered.tsv_00375	True	1	0.44411	0.55589
Splitting_hERG_Dataset_filtered.tsv_00376	False	1	0.44411	0.55589
Splitting_hERG_Dataset_filtered.tsv_00377	True	0	0.51919	0.48081
Splitting_hERG_Dataset_filtered.tsv_00378	False	0	0.5311	0.4689
Splitting_hERG_Dataset_filtered.tsv_00383	True	0	0.56451	0.43549
Splitting_hERG_Dataset_filtered.tsv_00384	True	1	0.43939	0.56061
Splitting_hERG_Dataset_filtered.tsv_00389	True	1	0.4899	0.5101
Splitting_hERG_Dataset_filtered.tsv_00390	False	1	0.4899	0.5101
Splitting_hERG_Dataset_filtered.tsv_00393	True	1	0.15943	0.84057
Splitting_hERG_Dataset_filtered.tsv_00394	True	1	0.15943	0.84057
Splitting_hERG_Dataset_filtered.tsv_00397	False	0	0.55041	0.44959
Splitting_hERG_Dataset_filtered.tsv_00398	True	0	0.55041	0.44959
Splitting_hERG_Dataset_filtered.tsv_00399	False	0	0.55041	0.44959
Splitting_hERG_Dataset_filtered.tsv_00400	False	1	0.42037	0.57963
Splitting_hERG_Dataset_filtered.tsv_00401	False	0	0.52097	0.47903
Splitting_hERG_Dataset_filtered.tsv_00402	False	0	0.52097	0.47903
Splitting_hERG_Dataset_filtered.tsv_00403	True	0	0.52097	0.47903
Splitting_hERG_Dataset_filtered.tsv_00404	True	1	0.48362	0.51638
Splitting_hERG_Dataset_filtered.tsv_00408	True	1	0.28064	0.71936
Splitting_hERG_Dataset_filtered.tsv_00409	True	1	0.28064	0.71936
Splitting_hERG_Dataset_filtered.tsv_00410	True	1	0.44913	0.55087
Splitting_hERG_Dataset_filtered.tsv_00411	False	1	0.44913	0.55087
Splitting_hERG_Dataset_filtered.tsv_00412	True	1	0.44913	0.55087
Splitting_hERG_Dataset_filtered.tsv_00430	True	1	0.16732	0.83268
Splitting_hERG_Dataset_filtered.tsv_00431	True	0	0.56433	0.43567
Splitting_hERG_Dataset_filtered.tsv_00432	True	0	0.51296	0.48704
Splitting_hERG_Dataset_filtered.tsv_00433	False	0	0.5357	0.4643
Splitting_hERG_Dataset_filtered.tsv_00434	True	1	0.29918	0.70082
Splitting_hERG_Dataset_filtered.tsv_00439	True	1	0.20144	0.79856
Splitting_hERG_Dataset_filtered.tsv_00440	True	1	0.15976	0.84024
Splitting_hERG_Dataset_filtered.tsv_00441	True	1	0.15976	0.84024
Splitting_hERG_Dataset_filtered.tsv_00442	True	1	0.15976	0.84024
Splitting_hERG_Dataset_filtered.tsv_00448	False	0	0.74276	0.25724
Splitting_hERG_Dataset_filtered.tsv_00449	False	0	0.74276	0.25724
Splitting_hERG_Dataset_filtered.tsv_00450	False	0	0.74276	0.25724
Splitting_hERG_Dataset_filtered.tsv_00468	True	1	0.35633	0.64367
Splitting_hERG_Dataset_filtered.tsv_00469	False	0	0.79832	0.20168
Splitting_hERG_Dataset_filtered.tsv_00470	True	0	0.79832	0.20168
Splitting_hERG_Dataset_filtered.tsv_00479	True	1	0.2048	0.7952
Splitting_hERG_Dataset_filtered.tsv_00483	True	0	0.59916	0.40084
Splitting_hERG_Dataset_filtered.tsv_00491	False	0	0.6867	0.3133
Splitting_hERG_Dataset_filtered.tsv_00492	True	1	0.35183	0.64817
Splitting_hERG_Dataset_filtered.tsv_00493	False	1	0.47018	0.52982
Splitting_hERG_Dataset_filtered.tsv_00499	True	1	0.38234	0.61766
Splitting_hERG_Dataset_filtered.tsv_00500	True	1	0.38234	0.61766
Splitting_hERG_Dataset_filtered.tsv_00501	True	1	0.38234	0.61766
Splitting_hERG_Dataset_filtered.tsv_00505	False	0	0.67715	0.32285
Splitting_hERG_Dataset_filtered.tsv_00508	False	0	0.68849	0.31151
Splitting_hERG_Dataset_filtered.tsv_00509	False	0	0.68849	0.31151
Splitting_hERG_Dataset_filtered.tsv_00510	False	0	0.77727	0.22273
Splitting_hERG_Dataset_filtered.tsv_00511	True	1	0.37475	0.62525
Splitting_hERG_Dataset_filtered.tsv_00512	True	1	0.37475	0.62525
Splitting_hERG_Dataset_filtered.tsv_00513	True	1	0.37475	0.62525
Splitting_hERG_Dataset_filtered.tsv_00514	True	1	0.30657	0.69343
Splitting_hERG_Dataset_filtered.tsv_00515	False	1	0.21595	0.78405
Splitting_hERG_Dataset_filtered.tsv_00516	True	1	0.21595	0.78405
Splitting_hERG_Dataset_filtered.tsv_00517	False	1	0.21595	0.78405
Splitting_hERG_Dataset_filtered.tsv_00532	True	1	0.15565	0.84435
Splitting_hERG_Dataset_filtered.tsv_00533	True	1	0.15565	0.84435
Splitting_hERG_Dataset_filtered.tsv_00534	False	0	0.56027	0.43973
Splitting_hERG_Dataset_filtered.tsv_00550	False	1	0.46751	0.53249
Splitting_hERG_Dataset_filtered.tsv_00553	False	1	0.41883	0.58117
Splitting_hERG_Dataset_filtered.tsv_00554	True	1	0.41883	0.58117
Splitting_hERG_Dataset_filtered.tsv_00555	False	0	0.53261	0.46739
Splitting_hERG_Dataset_filtered.tsv_00556	True	1	0.47962	0.52038
Splitting_hERG_Dataset_filtered.tsv_00557	False	1	0.47962	0.52038
Splitting_hERG_Dataset_filtered.tsv_00559	True	1	0.37643	0.62357
Splitting_hERG_Dataset_filtered.tsv_00560	True	1	0.34616	0.65384
Splitting_hERG_Dataset_filtered.tsv_00561	True	1	0.34616	0.65384
Splitting_hERG_Dataset_filtered.tsv_00570	False	1	0.42104	0.57896
Splitting_hERG_Dataset_filtered.tsv_00571	False	1	0.42104	0.57896
Splitting_hERG_Dataset_filtered.tsv_00574	False	0	0.70185	0.29815
Splitting_hERG_Dataset_filtered.tsv_00576	True	1	0.42823	0.57177
Splitting_hERG_Dataset_filtered.tsv_00577	True	1	0.48057	0.51943
Splitting_hERG_Dataset_filtered.tsv_00578	True	1	0.48057	0.51943
Splitting_hERG_Dataset_filtered.tsv_00583	True	0	0.5133	0.4867
Splitting_hERG_Dataset_filtered.tsv_00584	True	0	0.5133	0.4867
Splitting_hERG_Dataset_filtered.tsv_00585	True	0	0.5133	0.4867
Splitting_hERG_Dataset_filtered.tsv_00588	False	0	0.74875	0.25125
Splitting_hERG_Dataset_filtered.tsv_00589	True	0	0.57407	0.42593
Splitting_hERG_Dataset_filtered.tsv_00590	True	0	0.57407	0.42593
Splitting_hERG_Dataset_filtered.tsv_00591	True	0	0.57407	0.42593
Splitting_hERG_Dataset_filtered.tsv_00592	True	0	0.57407	0.42593
Splitting_hERG_Dataset_filtered.tsv_00597	True	0	0.80825	0.19175
Splitting_hERG_Dataset_filtered.tsv_00606	False	0	0.5743	0.4257
Splitting_hERG_Dataset_filtered.tsv_00607	False	0	0.5743	0.4257
Splitting_hERG_Dataset_filtered.tsv_00608	False	0	0.51709	0.48291
Splitting_hERG_Dataset_filtered.tsv_00609	True	1	0.39057	0.60943
Splitting_hERG_Dataset_filtered.tsv_00610	False	1	0.39057	0.60943
Splitting_hERG_Dataset_filtered.tsv_00612	True	1	0.42783	0.57217
Splitting_hERG_Dataset_filtered.tsv_00614	True	1	0.44484	0.55516
Splitting_hERG_Dataset_filtered.tsv_00615	True	1	0.44484	0.55516
Splitting_hERG_Dataset_filtered.tsv_00620	False	0	0.53971	0.46029
Splitting_hERG_Dataset_filtered.tsv_00632	False	1	0.27713	0.72287
Splitting_hERG_Dataset_filtered.tsv_00633	False	1	0.27713	0.72287
Splitting_hERG_Dataset_filtered.tsv_00639	True	1	0.3968	0.6032
Splitting_hERG_Dataset_filtered.tsv_00640	False	1	0.3968	0.6032
Splitting_hERG_Dataset_filtered.tsv_00643	True	1	0.41633	0.58367
Splitting_hERG_Dataset_filtered.tsv_00651	True	1	0.42399	0.57601
Splitting_hERG_Dataset_filtered.tsv_00652	True	1	0.42399	0.57601
Splitting_hERG_Dataset_filtered.tsv_00653	True	1	0.42399	0.57601
Splitting_hERG_Dataset_filtered.tsv_00657	True	0	0.79584	0.20416
Splitting_hERG_Dataset_filtered.tsv_00658	False	0	0.79584	0.20416
Splitting_hERG_Dataset_filtered.tsv_00659	True	0	0.50248	0.49752
Splitting_hERG_Dataset_filtered.tsv_00660	False	0	0.50248	0.49752
Splitting_hERG_Dataset_filtered.tsv_00661	True	0	0.50248	0.49752
Splitting_hERG_Dataset_filtered.tsv_00662	True	1	0.36765	0.63235
Splitting_hERG_Dataset_filtered.tsv_00672	True	0	0.51296	0.48704
Splitting_hERG_Dataset_filtered.tsv_00673	False	0	0.51296	0.48704
Splitting_hERG_Dataset_filtered.tsv_00674	True	0	0.59432	0.40568
Splitting_hERG_Dataset_filtered.tsv_00677	True	1	0.27399	0.72601
Splitting_hERG_Dataset_filtered.tsv_00681	True	0	0.75714	0.24286
Splitting_hERG_Dataset_filtered.tsv_00682	True	0	0.75714	0.24286
Splitting_hERG_Dataset_filtered.tsv_00683	False	0	0.75714	0.24286
Splitting_hERG_Dataset_filtered.tsv_00691	True	0	0.61178	0.38822
Splitting_hERG_Dataset_filtered.tsv_00692	False	0	0.61178	0.38822
Splitting_hERG_Dataset_filtered.tsv_00693	False	0	0.61178	0.38822
Splitting_hERG_Dataset_filtered.tsv_00697	False	0	0.61849	0.38151
Splitting_hERG_Dataset_filtered.tsv_00698	True	0	0.59173	0.40827
Splitting_hERG_Dataset_filtered.tsv_00699	True	0	0.59173	0.40827
Splitting_hERG_Dataset_filtered.tsv_00700	True	0	0.59173	0.40827
Splitting_hERG_Dataset_filtered.tsv_00701	False	0	0.59173	0.40827
Splitting_hERG_Dataset_filtered.tsv_00717	True	1	0.31582	0.68418
Splitting_hERG_Dataset_filtered.tsv_00724	True	1	0.31928	0.68072
Splitting_hERG_Dataset_filtered.tsv_00729	True	0	0.5399	0.4601
Splitting_hERG_Dataset_filtered.tsv_00730	False	0	0.5399	0.4601
Splitting_hERG_Dataset_filtered.tsv_00731	False	1	0.37672	0.62328
Splitting_hERG_Dataset_filtered.tsv_00732	True	1	0.37672	0.62328
Splitting_hERG_Dataset_filtered.tsv_00733	True	1	0.37672	0.62328
Splitting_hERG_Dataset_filtered.tsv_00734	True	1	0.37672	0.62328
Splitting_hERG_Dataset_filtered.tsv_00740	True	0	0.59402	0.40598
Splitting_hERG_Dataset_filtered.tsv_00741	False	0	0.59402	0.40598
Splitting_hERG_Dataset_filtered.tsv_00757	False	1	0.49175	0.50825
Splitting_hERG_Dataset_filtered.tsv_00758	True	0	0.65657	0.34343
Splitting_hERG_Dataset_filtered.tsv_00759	True	1	0.45866	0.54134
Splitting_hERG_Dataset_filtered.tsv_00762	False	1	0.22627	0.77373
Splitting_hERG_Dataset_filtered.tsv_00763	True	1	0.22627	0.77373
Splitting_hERG_Dataset_filtered.tsv_00764	True	1	0.22627	0.77373
Splitting_hERG_Dataset_filtered.tsv_00782	False	0	0.56364	0.43636
Splitting_hERG_Dataset_filtered.tsv_00783	True	0	0.56364	0.43636
Splitting_hERG_Dataset_filtered.tsv_00784	False	1	0.48939	0.51061
Splitting_hERG_Dataset_filtered.tsv_00785	False	1	0.48939	0.51061
Splitting_hERG_Dataset_filtered.tsv_00786	False	1	0.48939	0.51061
Splitting_hERG_Dataset_filtered.tsv_00788	True	1	0.22609	0.77391
Splitting_hERG_Dataset_filtered.tsv_00789	True	1	0.22609	0.77391
Splitting_hERG_Dataset_filtered.tsv_00790	True	0	0.59596	0.40404
Splitting_hERG_Dataset_filtered.tsv_00791	False	0	0.59596	0.40404
Splitting_hERG_Dataset_filtered.tsv_00792	False	0	0.59596	0.40404
Splitting_hERG_Dataset_filtered.tsv_00807	True	0	0.61195	0.38805
Splitting_hERG_Dataset_filtered.tsv_00808	False	0	0.54133	0.45867
Splitting_hERG_Dataset_filtered.tsv_00809	False	0	0.54133	0.45867
Splitting_hERG_Dataset_filtered.tsv_00810	False	0	0.57285	0.42715
Splitting_hERG_Dataset_filtered.tsv_00821	False	0	0.63973	0.36027
Splitting_hERG_Dataset_filtered.tsv_00822	True	1	0.23191	0.76809
Splitting_hERG_Dataset_filtered.tsv_00823	True	1	0.23191	0.76809
Splitting_hERG_Dataset_filtered.tsv_00824	True	1	0.23191	0.76809
Splitting_hERG_Dataset_filtered.tsv_00825	False	0	0.5089	0.4911
Splitting_hERG_Dataset_filtered.tsv_00826	True	0	0.5089	0.4911
Splitting_hERG_Dataset_filtered.tsv_00827	True	0	0.5089	0.4911
Splitting_hERG_Dataset_filtered.tsv_00837	True	1	0.29408	0.70592
Splitting_hERG_Dataset_filtered.tsv_00838	True	1	0.29408	0.70592
Splitting_hERG_Dataset_filtered.tsv_00839	True	1	0.29408	0.70592
Splitting_hERG_Dataset_filtered.tsv_00859	True	1	0.40912	0.59088
Splitting_hERG_Dataset_filtered.tsv_00860	True	1	0.4233	0.5767
Splitting_hERG_Dataset_filtered.tsv_00861	False	1	0.4233	0.5767
Splitting_hERG_Dataset_filtered.tsv_00862	True	0	0.54493	0.45507
Splitting_hERG_Dataset_filtered.tsv_00863	False	0	0.54493	0.45507
Splitting_hERG_Dataset_filtered.tsv_00880	True	1	0.20368	0.79632
Splitting_hERG_Dataset_filtered.tsv_00881	True	1	0.20368	0.79632
Splitting_hERG_Dataset_filtered.tsv_00884	True	1	0.43199	0.56801
Splitting_hERG_Dataset_filtered.tsv_00900	True	1	0.4218	0.5782
Splitting_hERG_Dataset_filtered.tsv_00901	True	1	0.4218	0.5782
Splitting_hERG_Dataset_filtered.tsv_00912	False	0	0.66296	0.33704
Splitting_hERG_Dataset_filtered.tsv_00913	False	0	0.82391	0.17609
Splitting_hERG_Dataset_filtered.tsv_00914	False	0	0.82391	0.17609
Splitting_hERG_Dataset_filtered.tsv_00915	False	1	0.47102	0.52898
Splitting_hERG_Dataset_filtered.tsv_00926	False	0	0.60202	0.39798
Splitting_hERG_Dataset_filtered.tsv_00927	True	0	0.60202	0.39798
Splitting_hERG_Dataset_filtered.tsv_00928	True	1	0.42879	0.57121
Splitting_hERG_Dataset_filtered.tsv_00929	False	1	0.42879	0.57121
Splitting_hERG_Dataset_filtered.tsv_00930	True	1	0.36574	0.63426
Splitting_hERG_Dataset_filtered.tsv_00941	True	1	0.42821	0.57179
Splitting_hERG_Dataset_filtered.tsv_00942	True	0	0.62382	0.37618
Splitting_hERG_Dataset_filtered.tsv_00944	True	1	0.49327	0.50673
Splitting_hERG_Dataset_filtered.tsv_00949	True	0	0.76347	0.23653
Splitting_hERG_Dataset_filtered.tsv_00956	True	1	0.4638	0.5362
Splitting_hERG_Dataset_filtered.tsv_00962	False	0	0.52518	0.47482
Splitting_hERG_Dataset_filtered.tsv_00963	True	0	0.52518	0.47482
Splitting_hERG_Dataset_filtered.tsv_00964	True	0	0.52518	0.47482
Splitting_hERG_Dataset_filtered.tsv_00969	True	1	0.40093	0.59907
Splitting_hERG_Dataset_filtered.tsv_00970	True	1	0.16228	0.83772
Splitting_hERG_Dataset_filtered.tsv_00975	False	0	0.63398	0.36602
Splitting_hERG_Dataset_filtered.tsv_00976	False	0	0.63398	0.36602
Splitting_hERG_Dataset_filtered.tsv_00985	True	1	0.4455	0.5545
Splitting_hERG_Dataset_filtered.tsv_00994	False	0	0.68136	0.31864
Splitting_hERG_Dataset_filtered.tsv_00997	False	0	0.53038	0.46962
Splitting_hERG_Dataset_filtered.tsv_00998	False	0	0.53038	0.46962
Splitting_hERG_Dataset_filtered.tsv_00999	False	0	0.66438	0.33562
Splitting_hERG_Dataset_filtered.tsv_01000	False	0	0.66438	0.33562
Splitting_hERG_Dataset_filtered.tsv_01009	True	1	0.36772	0.63228
Splitting_hERG_Dataset_filtered.tsv_01010	True	1	0.36772	0.63228
Splitting_hERG_Dataset_filtered.tsv_01016	True	0	0.56515	0.43485
Splitting_hERG_Dataset_filtered.tsv_01017	True	0	0.54209	0.45791
Splitting_hERG_Dataset_filtered.tsv_01018	True	0	0.54209	0.45791
Splitting_hERG_Dataset_filtered.tsv_01019	False	0	0.9596	0.0404
Splitting_hERG_Dataset_filtered.tsv_01020	False	0	0.9596	0.0404
Splitting_hERG_Dataset_filtered.tsv_01026	True	1	0.42124	0.57876
Splitting_hERG_Dataset_filtered.tsv_01027	True	1	0.42124	0.57876
Splitting_hERG_Dataset_filtered.tsv_01038	True	1	0.49726	0.50274
Splitting_hERG_Dataset_filtered.tsv_01044	True	1	0.44251	0.55749
Splitting_hERG_Dataset_filtered.tsv_01047	False	0	0.98485	0.01515
Splitting_hERG_Dataset_filtered.tsv_01054	False	0	0.52542	0.47458
Splitting_hERG_Dataset_filtered.tsv_01057	False	1	0.38462	0.61538
Splitting_hERG_Dataset_filtered.tsv_01058	False	1	0.38462	0.61538
Splitting_hERG_Dataset_filtered.tsv_01059	True	1	0.33822	0.66178
Splitting_hERG_Dataset_filtered.tsv_01063	True	1	0.12205	0.87795
Splitting_hERG_Dataset_filtered.tsv_01070	False	1	0.44983	0.55017
Splitting_hERG_Dataset_filtered.tsv_01071	True	1	0.44983	0.55017
Splitting_hERG_Dataset_filtered.tsv_01077	False	0	0.56448	0.43552
Splitting_hERG_Dataset_filtered.tsv_01078	False	0	0.56448	0.43552
Splitting_hERG_Dataset_filtered.tsv_01082	True	0	0.55051	0.44949
Splitting_hERG_Dataset_filtered.tsv_01084	True	0	0.54613	0.45387
Splitting_hERG_Dataset_filtered.tsv_01085	True	0	0.54613	0.45387
Splitting_hERG_Dataset_filtered.tsv_01087	True	1	0.37989	0.62011
Splitting_hERG_Dataset_filtered.tsv_01091	False	0	0.66869	0.33131
Splitting_hERG_Dataset_filtered.tsv_01092	True	0	0.66869	0.33131
Splitting_hERG_Dataset_filtered.tsv_01094	True	0	0.66869	0.33131
Splitting_hERG_Dataset_filtered.tsv_01098	True	1	0.43901	0.56099
Splitting_hERG_Dataset_filtered.tsv_01108	True	1	0.27388	0.72612
Splitting_hERG_Dataset_filtered.tsv_01109	False	1	0.27388	0.72612
Splitting_hERG_Dataset_filtered.tsv_01110	True	1	0.27388	0.72612
Splitting_hERG_Dataset_filtered.tsv_01131	True	1	0.40707	0.59293
Splitting_hERG_Dataset_filtered.tsv_01133	True	0	0.64478	0.35522
Splitting_hERG_Dataset_filtered.tsv_01136	True	1	0.43991	0.56009
Splitting_hERG_Dataset_filtered.tsv_01137	True	1	0.43991	0.56009
Splitting_hERG_Dataset_filtered.tsv_01138	False	1	0.43991	0.56009
Splitting_hERG_Dataset_filtered.tsv_01143	True	1	0.25084	0.74916
Splitting_hERG_Dataset_filtered.tsv_01144	True	1	0.25084	0.74916
Splitting_hERG_Dataset_filtered.tsv_01146	False	0	0.55349	0.44651
Splitting_hERG_Dataset_filtered.tsv_01147	True	1	0.44008	0.55992
