QSPRID	pchembl_value_Mean_Label	pchembl_value_Mean_Prediction	pchembl_value_Mean_ProbabilityClass_0	pchembl_value_Mean_ProbabilityClass_1	Fold
Splitting_hERG_Dataset_filtered.tsv_05021	True	1	0.29165	0.70835	0.0
Splitting_hERG_Dataset_filtered.tsv_07907	True	1	0.41143	0.58857	0.0
Splitting_hERG_Dataset_filtered.tsv_09697	True	1	0.38727	0.61273	0.0
Splitting_hERG_Dataset_filtered.tsv_03273	True	1	0.38715	0.61285	0.0
Splitting_hERG_Dataset_filtered.tsv_01796	False	1	0.45904	0.54096	0.0
Splitting_hERG_Dataset_filtered.tsv_08411	True	1	0.4488	0.5512	0.0
Splitting_hERG_Dataset_filtered.tsv_03440	False	0	0.64342	0.35658	0.0
Splitting_hERG_Dataset_filtered.tsv_00852	False	1	0.49746	0.50254	0.0
Splitting_hERG_Dataset_filtered.tsv_00685	False	1	0.4427	0.5573	0.0
Splitting_hERG_Dataset_filtered.tsv_09737	True	1	0.31078	0.68922	0.0
Splitting_hERG_Dataset_filtered.tsv_08333	True	1	0.25356	0.74644	0.0
Splitting_hERG_Dataset_filtered.tsv_05813	False	1	0.35905	0.64095	0.0
Splitting_hERG_Dataset_filtered.tsv_03471	True	1	0.36512	0.63488	0.0
Splitting_hERG_Dataset_filtered.tsv_02338	False	0	0.77846	0.22154	0.0
Splitting_hERG_Dataset_filtered.tsv_03252	True	1	0.33755	0.66245	0.0
Splitting_hERG_Dataset_filtered.tsv_07354	True	1	0.38481	0.61519	0.0
Splitting_hERG_Dataset_filtered.tsv_00324	True	1	0.38336	0.61664	0.0
Splitting_hERG_Dataset_filtered.tsv_08882	False	1	0.33602	0.66398	0.0
Splitting_hERG_Dataset_filtered.tsv_06180	True	1	0.18514	0.81486	0.0
Splitting_hERG_Dataset_filtered.tsv_00106	True	1	0.48923	0.51077	0.0
Splitting_hERG_Dataset_filtered.tsv_00770	True	1	0.30293	0.69707	0.0
Splitting_hERG_Dataset_filtered.tsv_02337	False	1	0.48515	0.51485	0.0
Splitting_hERG_Dataset_filtered.tsv_06933	False	0	0.89836	0.10164	0.0
Splitting_hERG_Dataset_filtered.tsv_06169	False	1	0.37395	0.62605	0.0
Splitting_hERG_Dataset_filtered.tsv_00742	True	1	0.42412	0.57588	0.0
Splitting_hERG_Dataset_filtered.tsv_05438	True	1	0.41352	0.58648	0.0
Splitting_hERG_Dataset_filtered.tsv_04629	False	1	0.43965	0.56035	0.0
Splitting_hERG_Dataset_filtered.tsv_02916	False	1	0.27526	0.72474	0.0
Splitting_hERG_Dataset_filtered.tsv_08551	False	1	0.40815	0.59185	0.0
Splitting_hERG_Dataset_filtered.tsv_03553	True	1	0.39392	0.60608	0.0
Splitting_hERG_Dataset_filtered.tsv_02381	False	1	0.39686	0.60314	0.0
Splitting_hERG_Dataset_filtered.tsv_06580	False	1	0.38614	0.61386	0.0
Splitting_hERG_Dataset_filtered.tsv_01768	True	1	0.3352	0.6648	0.0
Splitting_hERG_Dataset_filtered.tsv_07707	True	1	0.28784	0.71216	0.0
Splitting_hERG_Dataset_filtered.tsv_09323	False	0	0.79419	0.20581	0.0
Splitting_hERG_Dataset_filtered.tsv_10329	True	1	0.39286	0.60714	0.0
Splitting_hERG_Dataset_filtered.tsv_09990	True	1	0.378	0.622	0.0
Splitting_hERG_Dataset_filtered.tsv_08035	True	1	0.38812	0.61188	0.0
Splitting_hERG_Dataset_filtered.tsv_00189	True	1	0.25717	0.74283	0.0
Splitting_hERG_Dataset_filtered.tsv_05513	False	1	0.41864	0.58136	0.0
Splitting_hERG_Dataset_filtered.tsv_00806	True	1	0.2233	0.7767	0.0
Splitting_hERG_Dataset_filtered.tsv_03238	True	1	0.35115	0.64885	0.0
Splitting_hERG_Dataset_filtered.tsv_04484	True	1	0.3543	0.6457	0.0
Splitting_hERG_Dataset_filtered.tsv_09163	False	0	0.91116	0.08884	0.0
Splitting_hERG_Dataset_filtered.tsv_03928	False	1	0.34987	0.65013	0.0
Splitting_hERG_Dataset_filtered.tsv_09594	True	1	0.34888	0.65112	0.0
Splitting_hERG_Dataset_filtered.tsv_00945	True	1	0.35858	0.64142	0.0
Splitting_hERG_Dataset_filtered.tsv_01083	False	1	0.40848	0.59152	0.0
Splitting_hERG_Dataset_filtered.tsv_06917	False	1	0.3106	0.6894	0.0
Splitting_hERG_Dataset_filtered.tsv_01225	False	1	0.3998	0.6002	0.0
Splitting_hERG_Dataset_filtered.tsv_03825	False	1	0.25583	0.74417	0.0
Splitting_hERG_Dataset_filtered.tsv_09810	True	1	0.36807	0.63193	0.0
Splitting_hERG_Dataset_filtered.tsv_02182	False	1	0.37293	0.62707	0.0
Splitting_hERG_Dataset_filtered.tsv_08391	True	1	0.47289	0.52711	0.0
Splitting_hERG_Dataset_filtered.tsv_01737	True	1	0.41586	0.58414	0.0
Splitting_hERG_Dataset_filtered.tsv_04517	False	1	0.38859	0.61141	0.0
Splitting_hERG_Dataset_filtered.tsv_01509	True	1	0.43185	0.56815	0.0
Splitting_hERG_Dataset_filtered.tsv_10048	True	1	0.4037	0.5963	0.0
Splitting_hERG_Dataset_filtered.tsv_10262	True	1	0.37616	0.62384	0.0
Splitting_hERG_Dataset_filtered.tsv_07939	True	1	0.37603	0.62397	0.0
Splitting_hERG_Dataset_filtered.tsv_06876	True	1	0.36609	0.63391	0.0
Splitting_hERG_Dataset_filtered.tsv_04220	False	1	0.30864	0.69136	0.0
Splitting_hERG_Dataset_filtered.tsv_00991	True	1	0.33731	0.66269	0.0
Splitting_hERG_Dataset_filtered.tsv_03354	False	1	0.47553	0.52447	0.0
Splitting_hERG_Dataset_filtered.tsv_10373	True	1	0.37351	0.62649	0.0
Splitting_hERG_Dataset_filtered.tsv_05250	False	1	0.38661	0.61339	0.0
Splitting_hERG_Dataset_filtered.tsv_00467	True	1	0.43304	0.56696	0.0
Splitting_hERG_Dataset_filtered.tsv_06633	True	1	0.33402	0.66598	0.0
Splitting_hERG_Dataset_filtered.tsv_04058	False	0	0.51706	0.48294	0.0
Splitting_hERG_Dataset_filtered.tsv_06145	True	1	0.40027	0.59973	0.0
Splitting_hERG_Dataset_filtered.tsv_01067	True	1	0.40451	0.59549	0.0
Splitting_hERG_Dataset_filtered.tsv_07031	False	1	0.45057	0.54943	0.0
Splitting_hERG_Dataset_filtered.tsv_05316	True	1	0.34852	0.65148	0.0
Splitting_hERG_Dataset_filtered.tsv_03157	True	1	0.40767	0.59233	0.0
Splitting_hERG_Dataset_filtered.tsv_10934	False	1	0.38671	0.61329	0.0
Splitting_hERG_Dataset_filtered.tsv_10949	True	1	0.36697	0.63303	0.0
Splitting_hERG_Dataset_filtered.tsv_10856	True	1	0.31883	0.68117	0.0
Splitting_hERG_Dataset_filtered.tsv_05381	False	1	0.3458	0.6542	0.0
Splitting_hERG_Dataset_filtered.tsv_06224	False	1	0.40965	0.59035	0.0
Splitting_hERG_Dataset_filtered.tsv_03668	True	1	0.37944	0.62056	0.0
Splitting_hERG_Dataset_filtered.tsv_05065	True	1	0.34486	0.65514	0.0
Splitting_hERG_Dataset_filtered.tsv_07276	True	1	0.39286	0.60714	0.0
Splitting_hERG_Dataset_filtered.tsv_07735	True	1	0.3884	0.6116	0.0
Splitting_hERG_Dataset_filtered.tsv_02155	False	1	0.22427	0.77573	0.0
Splitting_hERG_Dataset_filtered.tsv_02509	True	1	0.27164	0.72836	0.0
Splitting_hERG_Dataset_filtered.tsv_09675	True	1	0.37721	0.62279	0.0
Splitting_hERG_Dataset_filtered.tsv_08579	True	1	0.4563	0.5437	0.0
Splitting_hERG_Dataset_filtered.tsv_06071	True	1	0.37689	0.62311	0.0
Splitting_hERG_Dataset_filtered.tsv_01596	True	1	0.40311	0.59689	0.0
Splitting_hERG_Dataset_filtered.tsv_00153	False	1	0.39724	0.60276	0.0
Splitting_hERG_Dataset_filtered.tsv_02989	False	1	0.28602	0.71398	0.0
Splitting_hERG_Dataset_filtered.tsv_07268	True	1	0.36896	0.63104	0.0
Splitting_hERG_Dataset_filtered.tsv_05588	True	1	0.15545	0.84455	0.0
Splitting_hERG_Dataset_filtered.tsv_04257	False	1	0.35838	0.64162	0.0
Splitting_hERG_Dataset_filtered.tsv_10114	True	1	0.26826	0.73174	0.0
Splitting_hERG_Dataset_filtered.tsv_08378	True	1	0.38558	0.61442	0.0
Splitting_hERG_Dataset_filtered.tsv_06604	False	1	0.37078	0.62922	0.0
Splitting_hERG_Dataset_filtered.tsv_02289	True	1	0.42389	0.57611	0.0
Splitting_hERG_Dataset_filtered.tsv_10336	True	1	0.40295	0.59705	0.0
Splitting_hERG_Dataset_filtered.tsv_04942	True	1	0.3821	0.6179	0.0
Splitting_hERG_Dataset_filtered.tsv_06575	True	1	0.39016	0.60984	0.0
Splitting_hERG_Dataset_filtered.tsv_02428	True	1	0.3112	0.6888	0.0
Splitting_hERG_Dataset_filtered.tsv_08413	True	1	0.31448	0.68552	0.0
Splitting_hERG_Dataset_filtered.tsv_01910	True	1	0.36993	0.63007	0.0
Splitting_hERG_Dataset_filtered.tsv_04084	False	1	0.42726	0.57274	0.0
Splitting_hERG_Dataset_filtered.tsv_09785	False	1	0.42994	0.57006	0.0
Splitting_hERG_Dataset_filtered.tsv_04917	False	0	0.53392	0.46608	0.0
Splitting_hERG_Dataset_filtered.tsv_11573	True	1	0.29075	0.70925	0.0
Splitting_hERG_Dataset_filtered.tsv_00101	True	1	0.38621	0.61379	0.0
Splitting_hERG_Dataset_filtered.tsv_06904	False	1	0.36105	0.63895	0.0
Splitting_hERG_Dataset_filtered.tsv_04423	True	1	0.37177	0.62823	0.0
Splitting_hERG_Dataset_filtered.tsv_03604	True	1	0.48731	0.51269	0.0
Splitting_hERG_Dataset_filtered.tsv_04510	True	1	0.36708	0.63292	0.0
Splitting_hERG_Dataset_filtered.tsv_11410	True	1	0.29195	0.70805	0.0
Splitting_hERG_Dataset_filtered.tsv_10453	True	1	0.38565	0.61435	0.0
Splitting_hERG_Dataset_filtered.tsv_08440	False	1	0.42953	0.57047	0.0
Splitting_hERG_Dataset_filtered.tsv_03863	True	1	0.38757	0.61243	0.0
Splitting_hERG_Dataset_filtered.tsv_02038	True	1	0.35188	0.64812	0.0
Splitting_hERG_Dataset_filtered.tsv_01843	True	1	0.38373	0.61627	0.0
Splitting_hERG_Dataset_filtered.tsv_08439	True	1	0.42953	0.57047	0.0
Splitting_hERG_Dataset_filtered.tsv_04425	False	1	0.35778	0.64222	0.0
Splitting_hERG_Dataset_filtered.tsv_00611	True	1	0.49956	0.50044	0.0
Splitting_hERG_Dataset_filtered.tsv_00885	True	1	0.38712	0.61288	0.0
Splitting_hERG_Dataset_filtered.tsv_01830	False	1	0.46899	0.53101	0.0
Splitting_hERG_Dataset_filtered.tsv_02368	False	1	0.30617	0.69383	0.0
Splitting_hERG_Dataset_filtered.tsv_04866	True	1	0.3619	0.6381	0.0
Splitting_hERG_Dataset_filtered.tsv_06923	True	1	0.2487	0.7513	0.0
Splitting_hERG_Dataset_filtered.tsv_07742	True	1	0.32868	0.67132	0.0
Splitting_hERG_Dataset_filtered.tsv_02234	True	1	0.36376	0.63624	0.0
Splitting_hERG_Dataset_filtered.tsv_09773	True	1	0.3321	0.6679	0.0
Splitting_hERG_Dataset_filtered.tsv_10419	False	1	0.37849	0.62151	0.0
Splitting_hERG_Dataset_filtered.tsv_09925	True	1	0.43083	0.56917	0.0
Splitting_hERG_Dataset_filtered.tsv_06030	True	1	0.40438	0.59562	0.0
Splitting_hERG_Dataset_filtered.tsv_05227	False	1	0.41075	0.58925	0.0
Splitting_hERG_Dataset_filtered.tsv_05141	False	0	0.77652	0.22348	0.0
Splitting_hERG_Dataset_filtered.tsv_09436	False	1	0.43832	0.56168	0.0
Splitting_hERG_Dataset_filtered.tsv_02681	False	1	0.36121	0.63879	0.0
Splitting_hERG_Dataset_filtered.tsv_11429	False	1	0.43258	0.56742	0.0
Splitting_hERG_Dataset_filtered.tsv_11451	False	1	0.46323	0.53677	0.0
Splitting_hERG_Dataset_filtered.tsv_09129	False	1	0.39541	0.60459	0.0
Splitting_hERG_Dataset_filtered.tsv_11327	False	0	0.72132	0.27868	0.0
Splitting_hERG_Dataset_filtered.tsv_01132	True	1	0.28756	0.71244	0.0
Splitting_hERG_Dataset_filtered.tsv_09378	True	1	0.39261	0.60739	0.0
Splitting_hERG_Dataset_filtered.tsv_10525	True	1	0.2979	0.7021	0.0
Splitting_hERG_Dataset_filtered.tsv_03623	True	1	0.33321	0.66679	0.0
Splitting_hERG_Dataset_filtered.tsv_10014	False	1	0.40345	0.59655	0.0
Splitting_hERG_Dataset_filtered.tsv_04656	False	1	0.49299	0.50701	0.0
Splitting_hERG_Dataset_filtered.tsv_02772	True	1	0.36273	0.63727	0.0
Splitting_hERG_Dataset_filtered.tsv_11402	True	1	0.33005	0.66995	0.0
Splitting_hERG_Dataset_filtered.tsv_08077	False	1	0.39236	0.60764	0.0
Splitting_hERG_Dataset_filtered.tsv_09024	True	1	0.3887	0.6113	0.0
Splitting_hERG_Dataset_filtered.tsv_08448	True	1	0.36673	0.63327	0.0
Splitting_hERG_Dataset_filtered.tsv_06738	False	1	0.3818	0.6182	0.0
Splitting_hERG_Dataset_filtered.tsv_06423	False	1	0.3694	0.6306	0.0
Splitting_hERG_Dataset_filtered.tsv_01062	False	1	0.32975	0.67025	0.0
Splitting_hERG_Dataset_filtered.tsv_07814	True	1	0.4344	0.5656	0.0
Splitting_hERG_Dataset_filtered.tsv_01923	False	0	0.60802	0.39198	0.0
Splitting_hERG_Dataset_filtered.tsv_10874	False	0	0.71832	0.28168	0.0
Splitting_hERG_Dataset_filtered.tsv_10154	True	1	0.31788	0.68212	0.0
Splitting_hERG_Dataset_filtered.tsv_05967	True	1	0.30975	0.69025	0.0
Splitting_hERG_Dataset_filtered.tsv_00867	True	1	0.3854	0.6146	0.0
Splitting_hERG_Dataset_filtered.tsv_09745	True	1	0.29364	0.70636	0.0
Splitting_hERG_Dataset_filtered.tsv_09894	True	1	0.3549	0.6451	0.0
Splitting_hERG_Dataset_filtered.tsv_07130	False	1	0.32443	0.67557	0.0
Splitting_hERG_Dataset_filtered.tsv_09262	False	1	0.3797	0.6203	0.0
Splitting_hERG_Dataset_filtered.tsv_07840	True	1	0.33275	0.66725	0.0
Splitting_hERG_Dataset_filtered.tsv_08084	True	1	0.40635	0.59365	0.0
Splitting_hERG_Dataset_filtered.tsv_00820	True	1	0.36924	0.63076	0.0
Splitting_hERG_Dataset_filtered.tsv_04007	False	1	0.37677	0.62323	0.0
Splitting_hERG_Dataset_filtered.tsv_08455	False	0	0.6687	0.3313	0.0
Splitting_hERG_Dataset_filtered.tsv_00067	False	1	0.38475	0.61525	0.0
Splitting_hERG_Dataset_filtered.tsv_11671	True	1	0.41637	0.58363	0.0
Splitting_hERG_Dataset_filtered.tsv_06304	False	1	0.41804	0.58196	0.0
Splitting_hERG_Dataset_filtered.tsv_02814	True	1	0.30113	0.69887	0.0
Splitting_hERG_Dataset_filtered.tsv_05445	False	1	0.45829	0.54171	0.0
Splitting_hERG_Dataset_filtered.tsv_00937	True	1	0.3491	0.6509	0.0
Splitting_hERG_Dataset_filtered.tsv_06723	True	1	0.29545	0.70455	0.0
Splitting_hERG_Dataset_filtered.tsv_07599	True	1	0.39407	0.60593	0.0
Splitting_hERG_Dataset_filtered.tsv_07532	True	1	0.36545	0.63455	0.0
Splitting_hERG_Dataset_filtered.tsv_11431	False	0	0.92537	0.07463	0.0
Splitting_hERG_Dataset_filtered.tsv_02028	True	1	0.37685	0.62315	0.0
Splitting_hERG_Dataset_filtered.tsv_05628	False	0	0.71781	0.28219	0.0
Splitting_hERG_Dataset_filtered.tsv_04697	False	1	0.39326	0.60674	0.0
Splitting_hERG_Dataset_filtered.tsv_00146	False	1	0.36218	0.63782	0.0
Splitting_hERG_Dataset_filtered.tsv_04806	True	1	0.39313	0.60687	0.0
Splitting_hERG_Dataset_filtered.tsv_01577	True	1	0.39504	0.60496	0.0
Splitting_hERG_Dataset_filtered.tsv_00638	False	1	0.39832	0.60168	0.0
Splitting_hERG_Dataset_filtered.tsv_09445	True	1	0.29405	0.70595	0.0
Splitting_hERG_Dataset_filtered.tsv_04943	True	1	0.3821	0.6179	0.0
Splitting_hERG_Dataset_filtered.tsv_01983	False	1	0.38615	0.61385	0.0
Splitting_hERG_Dataset_filtered.tsv_02273	True	0	0.53702	0.46298	0.0
Splitting_hERG_Dataset_filtered.tsv_00124	True	1	0.38239	0.61761	0.0
Splitting_hERG_Dataset_filtered.tsv_00245	True	1	0.37637	0.62363	0.0
Splitting_hERG_Dataset_filtered.tsv_08192	True	1	0.41256	0.58744	0.0
Splitting_hERG_Dataset_filtered.tsv_03566	False	1	0.36042	0.63958	0.0
Splitting_hERG_Dataset_filtered.tsv_07718	True	1	0.37945	0.62055	0.0
Splitting_hERG_Dataset_filtered.tsv_02131	True	1	0.46252	0.53748	0.0
Splitting_hERG_Dataset_filtered.tsv_01752	True	1	0.34448	0.65552	0.0
Splitting_hERG_Dataset_filtered.tsv_11507	True	1	0.40615	0.59385	0.0
Splitting_hERG_Dataset_filtered.tsv_04696	False	1	0.3913	0.6087	0.0
Splitting_hERG_Dataset_filtered.tsv_06193	True	1	0.40791	0.59209	0.0
Splitting_hERG_Dataset_filtered.tsv_09119	True	1	0.32162	0.67838	0.0
Splitting_hERG_Dataset_filtered.tsv_02846	False	1	0.3855	0.6145	0.0
Splitting_hERG_Dataset_filtered.tsv_11564	False	1	0.34715	0.65285	0.0
Splitting_hERG_Dataset_filtered.tsv_07117	False	0	0.72925	0.27075	0.0
Splitting_hERG_Dataset_filtered.tsv_06256	True	1	0.37419	0.62581	0.0
Splitting_hERG_Dataset_filtered.tsv_02897	False	1	0.38752	0.61248	0.0
Splitting_hERG_Dataset_filtered.tsv_10183	True	1	0.48962	0.51038	0.0
Splitting_hERG_Dataset_filtered.tsv_02497	False	0	0.64916	0.35084	0.0
Splitting_hERG_Dataset_filtered.tsv_11307	False	1	0.38359	0.61641	0.0
Splitting_hERG_Dataset_filtered.tsv_02935	True	1	0.37828	0.62172	0.0
Splitting_hERG_Dataset_filtered.tsv_09928	True	1	0.38392	0.61608	0.0
Splitting_hERG_Dataset_filtered.tsv_09467	False	0	0.60075	0.39925	0.0
Splitting_hERG_Dataset_filtered.tsv_08188	False	1	0.36622	0.63378	0.0
Splitting_hERG_Dataset_filtered.tsv_01211	True	1	0.46376	0.53624	0.0
Splitting_hERG_Dataset_filtered.tsv_06948	False	1	0.3476	0.6524	0.0
Splitting_hERG_Dataset_filtered.tsv_09912	False	1	0.35724	0.64276	0.0
Splitting_hERG_Dataset_filtered.tsv_05525	False	1	0.38389	0.61611	0.0
Splitting_hERG_Dataset_filtered.tsv_00678	False	1	0.31034	0.68966	0.0
Splitting_hERG_Dataset_filtered.tsv_03974	True	1	0.29937	0.70063	0.0
Splitting_hERG_Dataset_filtered.tsv_09937	True	1	0.28438	0.71562	0.0
Splitting_hERG_Dataset_filtered.tsv_03907	False	1	0.48313	0.51687	0.0
Splitting_hERG_Dataset_filtered.tsv_10019	True	1	0.37978	0.62022	0.0
Splitting_hERG_Dataset_filtered.tsv_00488	False	0	0.59844	0.40156	0.0
Splitting_hERG_Dataset_filtered.tsv_05371	True	1	0.48794	0.51206	0.0
Splitting_hERG_Dataset_filtered.tsv_10932	True	1	0.40087	0.59913	0.0
Splitting_hERG_Dataset_filtered.tsv_09931	True	1	0.2757	0.7243	0.0
Splitting_hERG_Dataset_filtered.tsv_05604	False	1	0.40363	0.59637	0.0
Splitting_hERG_Dataset_filtered.tsv_08816	False	1	0.38361	0.61639	0.0
Splitting_hERG_Dataset_filtered.tsv_08127	False	1	0.38215	0.61785	0.0
Splitting_hERG_Dataset_filtered.tsv_07473	False	1	0.40582	0.59418	0.0
Splitting_hERG_Dataset_filtered.tsv_04928	True	1	0.45144	0.54856	0.0
Splitting_hERG_Dataset_filtered.tsv_11139	True	0	0.61659	0.38341	0.0
Splitting_hERG_Dataset_filtered.tsv_04837	True	1	0.35559	0.64441	0.0
Splitting_hERG_Dataset_filtered.tsv_11522	False	1	0.38746	0.61254	0.0
Splitting_hERG_Dataset_filtered.tsv_04715	True	1	0.37085	0.62915	0.0
Splitting_hERG_Dataset_filtered.tsv_07674	True	1	0.39636	0.60364	0.0
Splitting_hERG_Dataset_filtered.tsv_07796	True	1	0.33958	0.66042	0.0
Splitting_hERG_Dataset_filtered.tsv_06718	True	1	0.47013	0.52987	0.0
Splitting_hERG_Dataset_filtered.tsv_04684	True	1	0.39627	0.60373	0.0
Splitting_hERG_Dataset_filtered.tsv_09547	True	1	0.39324	0.60676	0.0
Splitting_hERG_Dataset_filtered.tsv_11446	False	0	0.58902	0.41098	0.0
Splitting_hERG_Dataset_filtered.tsv_05750	True	1	0.33403	0.66597	0.0
Splitting_hERG_Dataset_filtered.tsv_11506	True	1	0.34247	0.65753	0.0
Splitting_hERG_Dataset_filtered.tsv_04279	True	1	0.38583	0.61417	0.0
Splitting_hERG_Dataset_filtered.tsv_06143	True	1	0.40027	0.59973	0.0
Splitting_hERG_Dataset_filtered.tsv_04468	False	1	0.42115	0.57885	0.0
Splitting_hERG_Dataset_filtered.tsv_00911	True	1	0.41602	0.58398	0.0
Splitting_hERG_Dataset_filtered.tsv_11099	True	1	0.37364	0.62636	0.0
Splitting_hERG_Dataset_filtered.tsv_08401	False	0	0.67505	0.32495	0.0
Splitting_hERG_Dataset_filtered.tsv_01576	True	1	0.31168	0.68832	0.0
Splitting_hERG_Dataset_filtered.tsv_09903	False	0	0.52603	0.47397	0.0
Splitting_hERG_Dataset_filtered.tsv_05793	True	1	0.39792	0.60208	0.0
Splitting_hERG_Dataset_filtered.tsv_09113	True	1	0.21222	0.78778	0.0
Splitting_hERG_Dataset_filtered.tsv_05455	False	1	0.42521	0.57479	0.0
Splitting_hERG_Dataset_filtered.tsv_06182	True	1	0.18514	0.81486	0.0
Splitting_hERG_Dataset_filtered.tsv_07697	True	1	0.3548	0.6452	0.0
Splitting_hERG_Dataset_filtered.tsv_07412	False	1	0.31323	0.68677	0.0
Splitting_hERG_Dataset_filtered.tsv_09811	False	1	0.38905	0.61095	0.0
